Type	School Year	County	District	School	Agency Name	Average Teacher Salary	Average Years of Teaching Experience	Masters Count	Percentage of Teachers with Master's Degrees	Teacher Count	White, Not Hispanic	Black, Not Hispanic	Hispanic	Asian / Pacific Islanders	American Indian / Alaskan Native
SC	20032004	24	0001	006	SANDOZ ELEMENTARY SCHOOL	63787	15.70	*	*	18.59	*	*	*	*	*
SC	20052006	24	0001	006	SANDOZ ELEMENTARY SCHOOL	40969	15.75	*	*	22.02	21	*	*	*	*
SC	20062007	24	0001	006	SANDOZ ELEMENTARY SCHOOL	39595	14.63	*	*	23.47	22	*	*	*	*
SC	20072008	24	0001	006	SANDOZ ELEMENTARY SCHOOL	38492	15.96	*	*	25.52	26	*	*	*	*
SC	20082009	24	0001	006	SANDOZ ELEMENTARY SCHOOL	40675	16.08	*	*	21.36	21	*	*	*	*
SC	19981999	24	0001	009	EARLY LEARNING ACADEMY	*	12.00	*	*	*	*	*	*	*	*
SC	20032004	24	0001	009	EARLY LEARNING ACADEMY	40689	15.00	*	*	*	*	*	*	*	*
SC	20052006	24	0001	009	EARLY LEARNING ACADEMY	39566	12.00	*	*	*	*	*	*	*	*
SC	20062007	24	0001	009	EARLY LEARNING ACADEMY	39702	14.00	*	*	*	*	*	*	*	*
SC	20072008	24	0001	009	EARLY LEARNING ACADEMY	35237	14.13	*	*	10.00	10	*	*	*	*
SC	20082009	24	0001	009	EARLY LEARNING ACADEMY	41269	11.50	*	*	*	*	*	*	*	*
SC	20062007	24	0001	010	WINDY ACRES ELEMENTARY SCHOOL	35526	12.40	*	*	*	*	*	*	*	*
SC	20072008	24	0001	010	WINDY ACRES ELEMENTARY SCHOOL	36883	13.40	*	*	*	*	*	*	*	*
SC	20082009	24	0001	010	WINDY ACRES ELEMENTARY SCHOOL	39928	14.60	*	*	*	*	*	*	*	*
SC	20062007	24	0001	011	HORSESHOE BEND ELEMENTARY SCH	35160	14.75	*	*	*	*	*	*	*	*
SC	20072008	24	0001	011	HORSESHOE BEND ELEMENTARY SCH	32020	9.00	*	*	*	*	*	*	*	*
SC	20082009	24	0001	011	HORSESHOE BEND ELEMENTARY SCH	33093	17.00	*	*	*	*	*	*	*	*
SC	20062007	24	0001	013	PARENT-STUDENT RESOURCE SEC	48052	19.33	*	*	*	*	*	*	*	*
SC	20062007	24	0001	014	PARENT-STUDENT RESOURCE ELEM	30765	3.00	*	*	*	*	*	*	*	*
SC	20082009	24	0001	015	EARLY INTERVENTION/HOMEBOUND	44020	29.00	*	*	*	*	*	*	*	*
DI	19981999	24	0004	000	OVERTON PUBLIC SCHOOLS	31188	14.93	*	*	20.10	*	*	*	*	*
DI	20032004	24	0004	000	OVERTON PUBLIC SCHOOLS	35661	15.38	*	*	20.13	*	*	*	*	*
DI	20052006	24	0004	000	OVERTON PUBLIC SCHOOLS	33802	14.88	*	*	23.63	24	*	*	*	*
DI	20062007	24	0004	000	OVERTON PUBLIC SCHOOLS	35074	15.73	*	*	24.00	24	*	*	*	*
DI	20072008	24	0004	000	OVERTON PUBLIC SCHOOLS	37754	15.42	*	*	24.55	25	*	*	*	*
DI	20082009	24	0004	000	OVERTON PUBLIC SCHOOLS	38908	14.96	*	*	23.27	23	*	*	*	*
SC	19981999	24	0004	001	OVERTON HIGH SCHOOL	30522	15.00	*	*	11.10	*	*	*	*	*
SC	20032004	24	0004	001	OVERTON HIGH SCHOOL	57293	13.29	*	*	11.48	*	*	*	*	*
SC	20052006	24	0004	001	OVERTON HIGH SCHOOL	33569	14.58	*	*	12.53	13	*	*	*	*
SC	20062007	24	0004	001	OVERTON HIGH SCHOOL	34922	15.37	*	*	12.60	13	*	*	*	*
SC	20072008	24	0004	001	OVERTON HIGH SCHOOL	38850	16.26	*	*	14.00	14	*	*	*	*
SC	20082009	24	0004	001	OVERTON HIGH SCHOOL	39376	15.53	*	*	13.97	14	*	*	*	*
SC	19981999	24	0004	002	OVERTON ELEMENTARY SCHOOL	31467	14.83	*	*	*	*	*	*	*	*
SC	20032004	24	0004	002	OVERTON ELEMENTARY SCHOOL	68098	13.63	*	*	*	*	*	*	*	*
SC	20052006	24	0004	002	OVERTON ELEMENTARY SCHOOL	34298	14.13	*	*	11.10	11	*	*	*	*
SC	20062007	24	0004	002	OVERTON ELEMENTARY SCHOOL	35473	15.59	*	*	11.40	11	*	*	*	*
SC	20072008	24	0004	002	OVERTON ELEMENTARY SCHOOL	37862	14.82	*	*	10.05	10	*	*	*	*
SC	20082009	24	0004	002	OVERTON ELEMENTARY SCHOOL	39649	14.50	*	*	*	*	*	*	*	*
DI	19981999	24	0011	000	COZAD CITY SCHOOLS	31429	17.24	31.00	0.3263	68.55	*	*	*	*	*
DI	20032004	24	0011	000	COZAD CITY SCHOOLS	38935	17.44	22.00	0.3235	66.41	*	*	*	*	*
DI	20052006	24	0011	000	COZAD CITY SCHOOLS	38267	18.67	23.00	0.3151	70.97	71	*	*	*	*
DI	20062007	24	0011	000	COZAD CITY SCHOOLS	39150	18.22	26.00	0.3023	83.28	83	*	*	*	*
DI	20072008	24	0011	000	COZAD CITY SCHOOLS	42377	19.58	24.00	0.3117	74.75	75	*	*	*	*
DI	20082009	24	0011	000	COZAD CITY SCHOOLS	43375	19.48	26.00	0.3291	76.95	77	*	*	*	*
SC	19981999	24	0011	001	COZAD HIGH SCHOOL	31187	14.19	10.00	0.3704	21.95	*	*	*	*	*
SC	20032004	24	0011	001	COZAD HIGH SCHOOL	77166	14.85	*	*	22.71	*	*	*	*	*
SC	20052006	24	0011	001	COZAD HIGH SCHOOL	38595	17.18	*	*	23.37	23	*	*	*	*
SC	20062007	24	0011	001	COZAD HIGH SCHOOL	40438	17.57	10.00	0.3571	23.31	23	*	*	*	*
SC	20072008	24	0011	001	COZAD HIGH SCHOOL	42859	18.50	*	*	23.40	23	*	*	*	*
SC	20082009	24	0011	001	COZAD HIGH SCHOOL	41566	17.36	*	*	25.00	25	*	*	*	*
SC	19981999	24	0011	002	COZAD MIDDLE SCHOOL	31826	18.10	*	*	16.60	*	*	*	*	*
SC	20032004	24	0011	002	COZAD MIDDLE SCHOOL	88527	18.05	*	*	15.70	*	*	*	*	*
SC	20052006	24	0011	002	COZAD MIDDLE SCHOOL	39087	20.00	*	*	17.60	18	*	*	*	*
SC	20062007	24	0011	002	COZAD MIDDLE SCHOOL	40799	19.77	*	*	18.60	19	*	*	*	*
SC	20072008	24	0011	002	COZAD MIDDLE SCHOOL	43970	21.45	10.00	0.4545	18.80	19	*	*	*	*
SC	20082009	24	0011	002	COZAD MIDDLE SCHOOL	46166	22.09	11.00	0.5000	18.70	19	*	*	*	*
SC	19981999	24	0011	004	COZAD ELEMENTARY SCHOOL	32491	21.56	*	*	11.85	*	*	*	*	*
SC	20032004	24	0011	004	COZAD ELEMENTARY SCHOOL	51354	19.04	*	*	23.50	*	*	*	*	*
SC	20052006	24	0011	004	COZAD ELEMENTARY SCHOOL	38215	19.66	*	*	25.30	25	*	*	*	*
SC	20062007	24	0011	004	COZAD ELEMENTARY SCHOOL	39623	20.11	*	*	26.10	26	*	*	*	*
SC	20072008	24	0011	004	COZAD ELEMENTARY SCHOOL	41546	20.17	*	*	27.80	28	*	*	*	*
SC	20082009	24	0011	004	COZAD ELEMENTARY SCHOOL	43427	20.48	*	*	26.50	27	*	*	*	*
SC	19981999	24	0011	005	COZAD EARLY EDUCATION CENTER	30110	18.00	*	*	*	*	*	*	*	*
SC	20032004	24	0011	005	COZAD EARLY EDUCATION CENTER	*	13.86	*	*	*	*	*	*	*	*
SC	20052006	24	0011	005	COZAD EARLY EDUCATION CENTER	35433	18.71	*	*	*	*	*	*	*	*
SC	20062007	24	0011	005	COZAD EARLY EDUCATION CENTER	37074	18.00	*	*	*	*	*	*	*	*
SC	20072008	24	0011	005	COZAD EARLY EDUCATION CENTER	39466	20.67	*	*	*	*	*	*	*	*
SC	20082009	24	0011	005	COZAD EARLY EDUCATION CENTER	41162	20.25	*	*	*	*	*	*	*	*
DI	19981999	24	0020	000	GOTHENBURG PUBLIC SCHOOLS	33744	19.67	23.00	0.4259	53.25	*	*	*	*	*
DI	20032004	24	0020	000	GOTHENBURG PUBLIC SCHOOLS	40457	17.41	19.00	0.3519	53.30	*	*	*	*	*
DI	20052006	24	0020	000	GOTHENBURG PUBLIC SCHOOLS	39406	15.82	19.00	0.3455	54.12	53	*	*	*	*
DI	20062007	24	0020	000	GOTHENBURG PUBLIC SCHOOLS	39768	14.41	18.00	0.3051	58.37	57	*	*	*	*
DI	20072008	24	0020	000	GOTHENBURG PUBLIC SCHOOLS	41079	14.47	23.00	0.3833	60.50	60	*	*	*	*
DI	20082009	24	0020	000	GOTHENBURG PUBLIC SCHOOLS	42899	15.16	23.00	0.3594	62.32	61	*	*	*	*
SC	19981999	24	0020	001	GOTHENBURG SECONDARY SCHOOL	32817	17.90	12.00	0.4138	28.25	*	*	*	*	*
SC	20032004	24	0020	001	GOTHENBURG SECONDARY SCHOOL	42603	17.48	10.00	0.3704	26.68	*	*	*	*	*
SC	20052006	24	0020	001	GOTHENBURG SECONDARY SCHOOL	39821	15.96	10.00	0.3571	25.75	25	*	*	*	*
SC	20062007	24	0020	001	GOTHENBURG SECONDARY SCHOOL	39964	14.32	*	*	26.87	26	*	*	*	*
SC	20072008	24	0020	001	GOTHENBURG SECONDARY SCHOOL	40784	14.29	*	*	26.87	26	*	*	*	*
SC	20082009	24	0020	001	GOTHENBURG SECONDARY SCHOOL	42872	15.45	*	*	27.87	27	*	*	*	*
SC	19981999	24	0020	002	GOTHENBURG ELEMENTARY SCHOOL	34422	21.72	11.00	0.4400	25.00	*	*	*	*	*
SC	20032004	24	0020	002	GOTHENBURG ELEMENTARY SCHOOL	46438	16.79	*	*	27.62	*	*	*	*	*
SC	20052006	24	0020	002	GOTHENBURG ELEMENTARY SCHOOL	39823	15.90	12.00	0.3871	28.37	28	*	*	*	*
SC	20062007	24	0020	002	GOTHENBURG ELEMENTARY SCHOOL	39965	15.03	11.00	0.3667	28.50	29	*	*	*	*
SC	20072008	24	0020	002	GOTHENBURG ELEMENTARY SCHOOL	41080	15.03	15.00	0.4688	31.63	32	*	*	*	*
SC	20082009	24	0020	002	GOTHENBURG ELEMENTARY SCHOOL	43073	14.97	15.00	0.4054	34.45	34	*	*	*	*
DI	19981999	24	0101	000	SUMNER-EDDYVILLE-MILLER SCHS	28181	12.63	*	*	18.68	*	*	*	*	*
DI	20032004	24	0101	000	SUMNER-EDDYVILLE-MILLER SCHS	34415	15.30	*	*	19.90	*	*	*	*	*
DI	20052006	24	0101	000	SUMNER-EDDYVILLE-MILLER SCHS	34406	17.68	*	*	17.39	17	*	*	*	*
DI	20062007	24	0101	000	SUMNER-EDDYVILLE-MILLER SCHS	35918	18.05	*	*	17.89	18	*	*	*	*
DI	20072008	24	0101	000	SUMNER-EDDYVILLE-MILLER SCHS	37881	18.50	*	*	18.72	19	*	*	*	*
DI	20082009	24	0101	000	SUMNER-EDDYVILLE-MILLER SCHS	39146	18.29	*	*	19.24	19	*	*	*	*
SC	19981999	24	0101	001	JUNIOR-SENIOR HIGH AT SUMNER	27103	11.33	*	*	*	*	*	*	*	*
SC	20032004	24	0101	001	JUNIOR-SENIOR HIGH AT SUMNER	47175	15.77	*	*	10.32	*	*	*	*	*
SC	20052006	24	0101	001	JUNIOR-SENIOR HIGH AT SUMNER	33704	16.73	*	*	*	*	*	*	*	*
SC	20062007	24	0101	001	JUNIOR-SENIOR HIGH AT SUMNER	34407	16.17	*	*	*	*	*	*	*	*
SC	20072008	24	0101	001	JUNIOR-SENIOR HIGH AT SUMNER	36542	17.17	*	*	*	*	*	*	*	*
SC	20082009	24	0101	001	JUNIOR-SENIOR HIGH AT SUMNER	39011	18.64	*	*	*	*	*	*	*	*
SC	19981999	24	0101	002	ELEMENTARY SCHOOL AT SUMNER	27456	13.92	*	*	*	*	*	*	*	*
SC	20032004	24	0101	002	ELEMENTARY SCHOOL AT SUMNER	87383	14.14	*	*	*	*	*	*	*	*
SC	20052006	24	0101	002	ELEMENTARY SCHOOL AT SUMNER	34992	17.69	*	*	*	*	*	*	*	*
SC	20062007	24	0101	002	ELEMENTARY SCHOOL AT SUMNER	36490	18.21	*	*	*	*	*	*	*	*
SC	20072008	24	0101	002	ELEMENTARY SCHOOL AT SUMNER	38118	18.47	*	*	*	10	*	*	*	*
SC	20082009	24	0101	002	ELEMENTARY SCHOOL AT SUMNER	38798	17.07	*	*	10.49	10	*	*	*	*
DI	20052006	25	0025	000	CREEK VALLEY SCHOOLS	38929	17.96	*	*	25.55	26	*	*	*	*
DI	20062007	25	0025	000	CREEK VALLEY SCHOOLS	39726	18.26	*	*	24.95	25	*	*	*	*
DI	20072008	25	0025	000	CREEK VALLEY SCHOOLS	41504	19.67	*	*	24.95	25	*	*	*	*
DI	20082009	25	0025	000	CREEK VALLEY SCHOOLS	44774	21.50	*	*	24.05	24	*	*	*	*
SC	20052006	25	0025	001	CREEK VALLEY HIGH SCHOOL	38494	18.06	*	*	10.37	10	*	*	*	*
SC	20062007	25	0025	001	CREEK VALLEY HIGH SCHOOL	40213	19.40	*	*	10.45	10	*	*	*	*
SC	20072008	25	0025	001	CREEK VALLEY HIGH SCHOOL	41700	20.40	*	*	10.45	10	*	*	*	*
SC	20082009	25	0025	001	CREEK VALLEY HIGH SCHOOL	44730	21.27	*	*	11.05	11	*	*	*	*
SC	20052006	25	0025	002	CREEK VALLEY MIDDLE SCHOOL	37400	13.36	*	*	*	*	*	*	*	*
SC	20062007	25	0025	002	CREEK VALLEY MIDDLE SCHOOL	38256	13.80	*	*	*	*	*	*	*	*
SC	20072008	25	0025	002	CREEK VALLEY MIDDLE SCHOOL	40394	14.80	*	*	*	*	*	*	*	*
SC	20082009	25	0025	002	CREEK VALLEY MIDDLE SCHOOL	43038	17.89	*	*	*	*	*	*	*	*
SC	20052006	25	0025	003	CREEK VALLEY ELEMENTARY SCHOOL	39384	19.64	*	*	*	*	*	*	*	*
SC	20062007	25	0025	003	CREEK VALLEY ELEMENTARY SCHOOL	41271	20.70	*	*	*	*	*	*	*	*
SC	20072008	25	0025	003	CREEK VALLEY ELEMENTARY SCHOOL	43199	22.80	*	*	*	*	*	*	*	*
SC	20082009	25	0025	003	CREEK VALLEY ELEMENTARY SCHOOL	46217	27.13	*	*	*	*	*	*	*	*
DI	19981999	25	0095	000	SOUTH PLATTE PUBLIC SCHOOLS	28993	16.12	*	*	24.87	*	*	*	*	*
DI	20032004	25	0095	000	SOUTH PLATTE PUBLIC SCHOOLS	38256	15.63	*	*	16.00	*	*	*	*	*
DI	20052006	25	0095	000	SOUTH PLATTE PUBLIC SCHOOLS	37901	18.75	*	*	18.90	19	*	*	*	*
DI	20062007	25	0095	000	SOUTH PLATTE PUBLIC SCHOOLS	38424	19.30	*	*	18.90	19	*	*	*	*
DI	20072008	25	0095	000	SOUTH PLATTE PUBLIC SCHOOLS	40358	21.63	*	*	18.25	18	*	*	*	*
DI	20082009	25	0095	000	SOUTH PLATTE PUBLIC SCHOOLS	42247	17.90	*	*	18.15	18	*	*	*	*
SC	19981999	25	0095	001	SOUTH PLATTE HIGH SCHOOL	29272	15.88	*	*	*	*	*	*	*	*
SC	20032004	25	0095	001	SOUTH PLATTE HIGH SCHOOL	49949	18.08	*	*	10.50	*	*	*	*	*
SC	20052006	25	0095	001	SOUTH PLATTE HIGH SCHOOL	37957	19.07	*	*	11.11	11	*	*	*	*
SC	20062007	25	0095	001	SOUTH PLATTE HIGH SCHOOL	38042	19.43	*	*	11.48	11	*	*	*	*
SC	20072008	25	0095	001	SOUTH PLATTE HIGH SCHOOL	40009	23.77	*	*	11.13	11	*	*	*	*
SC	20082009	25	0095	001	SOUTH PLATTE HIGH SCHOOL	41158	18.08	*	*	*	10	*	*	*	*
SC	19981999	25	0095	002	SO PLATTE ELEM AT BIG SPRINGS	30597	21.30	*	*	*	*	*	*	*	*
SC	20032004	25	0095	002	SO PLATTE ELEM AT BIG SPRINGS	61410	13.00	*	*	*	*	*	*	*	*
SC	20052006	25	0095	002	SO PLATTE ELEM AT BIG SPRINGS	38357	17.08	*	*	*	*	*	*	*	*
SC	20062007	25	0095	002	SO PLATTE ELEM AT BIG SPRINGS	39134	17.83	*	*	*	*	*	*	*	*
SC	20072008	25	0095	002	SO PLATTE ELEM AT BIG SPRINGS	41445	18.91	*	*	*	*	*	*	*	*
SC	20082009	25	0095	002	SO PLATTE ELEM AT BIG SPRINGS	43491	16.50	*	*	*	*	*	*	*	*
DI	19981999	26	0001	000	PONCA PUBLIC SCHOOLS	27290	12.82	10.00	0.2632	30.70	*	*	*	*	*
DI	20032004	26	0001	000	PONCA PUBLIC SCHOOLS	36480	13.58	*	*	31.00	*	*	*	*	*
DI	20052006	26	0001	000	PONCA PUBLIC SCHOOLS	38440	15.38	*	*	32.60	33	*	*	*	*
DI	20062007	26	0001	000	PONCA PUBLIC SCHOOLS	38863	14.69	*	*	37.93	38	*	*	*	*
DI	20072008	26	0001	000	PONCA PUBLIC SCHOOLS	50638	15.24	18.00	0.4737	32.94	33	*	*	*	*
DI	20082009	26	0001	000	PONCA PUBLIC SCHOOLS	42602	14.76	15.00	0.4054	35.50	36	*	*	*	*
SC	19981999	26	0001	001	PONCA HIGH SCHOOL	26969	11.53	*	*	16.95	*	*	*	*	*
SC	20032004	26	0001	001	PONCA HIGH SCHOOL	49981	12.74	*	*	17.05	*	*	*	*	*
SC	20052006	26	0001	001	PONCA HIGH SCHOOL	38100	15.05	*	*	17.90	18	*	*	*	*
SC	20062007	26	0001	001	PONCA HIGH SCHOOL	38980	15.47	*	*	17.35	17	*	*	*	*
SC	20072008	26	0001	001	PONCA HIGH SCHOOL	55837	15.26	10.00	0.5263	14.34	14	*	*	*	*
SC	20082009	26	0001	001	PONCA HIGH SCHOOL	44061	14.47	*	*	16.85	17	*	*	*	*
SC	19981999	26	0001	002	PONCA ELEMENTARY SCHOOL	28302	14.11	*	*	13.75	*	*	*	*	*
SC	20032004	26	0001	002	PONCA ELEMENTARY SCHOOL	79255	14.50	*	*	13.95	*	*	*	*	*
SC	20052006	26	0001	002	PONCA ELEMENTARY SCHOOL	38493	15.95	*	*	14.70	15	*	*	*	*
SC	20062007	26	0001	002	PONCA ELEMENTARY SCHOOL	38820	16.26	*	*	15.15	15	*	*	*	*
SC	20072008	26	0001	002	PONCA ELEMENTARY SCHOOL	44967	17.30	11.00	0.5500	14.70	15	*	*	*	*
SC	20082009	26	0001	002	PONCA ELEMENTARY SCHOOL	42408	15.71	*	*	11.35	11	*	*	*	*
SC	20062007	26	0001	003	JACKSON SCHOOL	39099	9.17	*	*	*	*	*	*	*	*
SC	20072008	26	0001	003	JACKSON SCHOOL	44320	10.80	*	*	*	*	*	*	*	*
SC	20082009	26	0001	003	JACKSON SCHOOL	38971	13.88	*	*	*	*	*	*	*	*
DI	19981999	26	0024	000	NEWCASTLE PUBLIC SCHOOLS	28470	17.74	*	*	18.76	*	*	*	*	*
DI	20032004	26	0024	000	NEWCASTLE PUBLIC SCHOOLS	34879	18.24	*	*	16.50	*	*	*	*	*
DI	20052006	26	0024	000	NEWCASTLE PUBLIC SCHOOLS	37307	23.26	*	*	15.61	16	*	*	*	*
DI	20062007	26	0024	000	NEWCASTLE PUBLIC SCHOOLS	41808	23.74	*	*	15.61	16	*	*	*	*
DI	20072008	26	0024	000	NEWCASTLE PUBLIC SCHOOLS	39575	23.00	*	*	14.71	15	*	*	*	*
DI	20082009	26	0024	000	NEWCASTLE PUBLIC SCHOOLS	41455	22.29	*	*	15.25	15	*	*	*	*
SC	19981999	26	0024	001	NEWCASTLE HIGH SCHOOL	29640	19.42	*	*	*	*	*	*	*	*
SC	20032004	26	0024	001	NEWCASTLE HIGH SCHOOL	81660	19.64	*	*	*	*	*	*	*	*
SC	20052006	26	0024	001	NEWCASTLE HIGH SCHOOL	37898	23.36	*	*	*	*	*	*	*	*
SC	20062007	26	0024	001	NEWCASTLE HIGH SCHOOL	45091	23.00	*	*	*	*	*	*	*	*
SC	20072008	26	0024	001	NEWCASTLE HIGH SCHOOL	39027	20.80	*	*	*	*	*	*	*	*
SC	20082009	26	0024	001	NEWCASTLE HIGH SCHOOL	40860	17.70	*	*	*	*	*	*	*	*
SC	19981999	26	0024	002	NEWCASTLE ELEMENTARY SCHOOL	27077	16.40	*	*	10.05	*	*	*	*	*
SC	20032004	26	0024	002	NEWCASTLE ELEMENTARY SCHOOL	61627	19.31	*	*	10.62	*	*	*	*	*
SC	20052006	26	0024	002	NEWCASTLE ELEMENTARY SCHOOL	35454	21.09	*	*	*	*	*	*	*	*
SC	20062007	26	0024	002	NEWCASTLE ELEMENTARY SCHOOL	36778	22.64	*	*	*	*	*	*	*	*
SC	20072008	26	0024	002	NEWCASTLE ELEMENTARY SCHOOL	39131	25.80	*	*	*	*	*	*	*	*
SC	20082009	26	0024	002	NEWCASTLE ELEMENTARY SCHOOL	41040	23.50	*	*	*	*	*	*	*	*
SC	20072008	26	0024	003	NEWCASTLE MIDDLE SCHOOL	38384	20.25	*	*	*	*	*	*	*	*
SC	20082009	26	0024	003	NEWCASTLE MIDDLE SCHOOL	40320	20.11	*	*	*	*	*	*	*	*
DI	19981999	26	0070	000	ALLEN CONSOLIDATED SCHOOLS	29047	19.68	*	*	17.85	*	*	*	*	*
DI	20032004	26	0070	000	ALLEN CONSOLIDATED SCHOOLS	36137	21.47	*	*	15.62	*	*	*	*	*
DI	20052006	26	0070	000	ALLEN CONSOLIDATED SCHOOLS	36428	20.38	*	*	18.50	19	*	*	*	*
DI	20062007	26	0070	000	ALLEN CONSOLIDATED SCHOOLS	38425	22.00	*	*	18.63	19	*	*	*	*
DI	20072008	26	0070	000	ALLEN CONSOLIDATED SCHOOLS	51733	21.90	*	*	17.61	18	*	*	*	*
DI	20082009	26	0070	000	ALLEN CONSOLIDATED SCHOOLS	40573	22.55	*	*	18.73	19	*	*	*	*
SC	19981999	26	0070	001	ALLEN HIGH SCHOOL	27725	20.00	*	*	*	*	*	*	*	*
SC	20032004	26	0070	001	ALLEN HIGH SCHOOL	43454	23.20	*	*	*	*	*	*	*	*
SC	20052006	26	0070	001	ALLEN HIGH SCHOOL	35698	21.50	*	*	*	10	*	*	*	*
SC	20062007	26	0070	001	ALLEN HIGH SCHOOL	37857	22.25	*	*	*	10	*	*	*	*
SC	20072008	26	0070	001	ALLEN HIGH SCHOOL	64678	21.75	*	*	*	*	*	*	*	*
SC	20082009	26	0070	001	ALLEN HIGH SCHOOL	39948	23.83	*	*	10.03	10	*	*	*	*
SC	19981999	26	0070	002	ALLEN ELEMENTARY SCHOOL	28290	19.30	*	*	*	*	*	*	*	*
SC	20032004	26	0070	002	ALLEN ELEMENTARY SCHOOL	55385	22.45	*	*	*	*	*	*	*	*
SC	20052006	26	0070	002	ALLEN ELEMENTARY SCHOOL	35864	19.50	*	*	*	*	*	*	*	*
SC	20062007	26	0070	002	ALLEN ELEMENTARY SCHOOL	38478	21.82	*	*	*	*	*	*	*	*
SC	20072008	26	0070	002	ALLEN ELEMENTARY SCHOOL	40498	22.38	*	*	*	10	*	*	*	*
SC	20082009	26	0070	002	ALLEN ELEMENTARY SCHOOL	40922	23.60	*	*	*	*	*	*	*	*
DI	19981999	26	0561	000	EMERSON-HUBBARD PUBLIC SCHOOLS	29912	16.70	10.00	0.2703	28.88	*	*	*	*	*
DI	20032004	26	0561	000	EMERSON-HUBBARD PUBLIC SCHOOLS	38609	17.84	*	*	24.80	*	*	*	*	*
DI	20052006	26	0561	000	EMERSON-HUBBARD PUBLIC SCHOOLS	38388	18.63	*	*	27.53	28	*	*	*	*
DI	20062007	26	0561	000	EMERSON-HUBBARD PUBLIC SCHOOLS	37996	17.75	*	*	29.03	29	*	*	*	*
DI	20072008	26	0561	000	EMERSON-HUBBARD PUBLIC SCHOOLS	38144	16.56	*	*	29.12	29	*	*	*	*
DI	20082009	26	0561	000	EMERSON-HUBBARD PUBLIC SCHOOLS	41012	18.57	*	*	27.47	27	*	*	*	*
SC	19981999	26	0561	001	EMERSON-HUBBARD HIGH SCHOOL	28624	15.58	*	*	15.33	*	*	*	*	*
SC	20032004	26	0561	001	EMERSON-HUBBARD HIGH SCHOOL	38819	15.21	*	*	13.80	*	*	*	*	*
SC	20052006	26	0561	001	EMERSON-HUBBARD HIGH SCHOOL	38512	19.33	*	*	13.57	14	*	*	*	*
SC	20062007	26	0561	001	EMERSON-HUBBARD HIGH SCHOOL	37154	16.94	*	*	14.70	15	*	*	*	*
SC	20072008	26	0561	001	EMERSON-HUBBARD HIGH SCHOOL	37784	15.76	*	*	14.04	14	*	*	*	*
SC	20082009	26	0561	001	EMERSON-HUBBARD HIGH SCHOOL	39070	16.24	*	*	13.67	14	*	*	*	*
SC	19981999	26	0561	002	EMERSON-HUBBARD ELEMENTARY SCH	30938	17.89	*	*	13.55	*	*	*	*	*
SC	20032004	26	0561	002	EMERSON-HUBBARD ELEMENTARY SCH	48066	18.85	*	*	11.50	*	*	*	*	*
SC	20052006	26	0561	002	EMERSON-HUBBARD ELEMENTARY SCH	37350	16.65	*	*	13.96	14	*	*	*	*
SC	20062007	26	0561	002	EMERSON-HUBBARD ELEMENTARY SCH	38239	17.11	*	*	14.33	14	*	*	*	*
SC	20072008	26	0561	002	EMERSON-HUBBARD ELEMENTARY SCH	38791	16.42	*	*	15.08	15	*	*	*	*
SC	20082009	26	0561	002	EMERSON-HUBBARD ELEMENTARY SCH	42054	19.25	*	*	13.80	14	*	*	*	*
DI	19981999	27	0001	000	FREMONT PUBLIC SCHOOLS	35060	18.79	175.00	0.5556	255.52	*	*	*	*	*
DI	20032004	27	0001	000	FREMONT PUBLIC SCHOOLS	43547	16.68	157.00	0.5688	269.23	*	*	*	*	*
DI	20052006	27	0001	000	FREMONT PUBLIC SCHOOLS	43488	15.88	173.00	0.5884	288.50	288	*	*	*	*
DI	20062007	27	0001	000	FREMONT PUBLIC SCHOOLS	45425	16.00	176.00	0.5847	295.50	295	*	*	*	*
DI	20072008	27	0001	000	FREMONT PUBLIC SCHOOLS	47151	16.42	192.00	0.6337	297.50	297	*	*	*	*
DI	20082009	27	0001	000	FREMONT PUBLIC SCHOOLS	48744	15.72	202.00	0.6601	301.61	299	*	*	*	*
SC	19981999	27	0001	001	FREMONT SENIOR HIGH SCHOOL	34584	17.63	34.00	0.5763	54.19	*	*	*	*	*
SC	20032004	27	0001	001	FREMONT SENIOR HIGH SCHOOL	47639	16.92	44.00	0.5946	72.33	*	*	*	*	*
SC	20052006	27	0001	001	FREMONT SENIOR HIGH SCHOOL	42884	15.73	45.00	0.5696	76.55	77	*	*	*	*
SC	20062007	27	0001	001	FREMONT SENIOR HIGH SCHOOL	44609	16.11	47.00	0.5802	78.10	78	*	*	*	*
SC	20072008	27	0001	001	FREMONT SENIOR HIGH SCHOOL	46476	16.57	51.00	0.6220	79.10	79	*	*	*	*
SC	20082009	27	0001	001	FREMONT SENIOR HIGH SCHOOL	49690	17.02	57.00	0.6951	79.25	78	*	*	*	*
SC	19981999	27	0001	002	FREMONT MIDDLE SCHOOL	35453	20.02	40.00	0.6452	58.56	*	*	*	*	*
SC	20032004	27	0001	002	FREMONT MIDDLE SCHOOL	51096	16.33	34.00	0.5313	60.86	*	*	*	*	*
SC	20052006	27	0001	002	FREMONT MIDDLE SCHOOL	42085	15.11	33.00	0.5156	61.66	62	*	*	*	*
SC	20062007	27	0001	002	FREMONT MIDDLE SCHOOL	43261	14.58	31.00	0.4844	61.91	62	*	*	*	*
SC	20072008	27	0001	002	FREMONT MIDDLE SCHOOL	46119	15.83	34.00	0.5313	61.91	62	*	*	*	*
