DATAYEARS,CO_DIST,DISTRICT_NAME,COUNTY_NAME,CLASS_CODE,DISTRICT_TYPE_CODE,AGENCYID,COUNTY,DISTRICT,SCHOOL,SCHOOL_NAME,GRADE_CODE,F_WH,M_WH,F_BL,M_BL,F_HI,M_HI,F_AS,M_AS,F_AM,M_AM,F_PI,M_PI,F_MU,M_MU,Female_total,Male_total,Total
20102011,10-0069,RAVENNA PUBLIC SCHOOLS        ,BUFFALO,3,P,10-0069-002,10,0069,002,RAVENNA ELEMENTARY SCHOOL     ,02,15,22,1,0,0,1,0,0,0,0,0,0,0,0,16,23,39
20102011,10-0069,RAVENNA PUBLIC SCHOOLS        ,BUFFALO,3,P,10-0069-002,10,0069,002,RAVENNA ELEMENTARY SCHOOL     ,03,12,15,0,0,1,0,0,1,0,0,0,0,0,0,13,16,29
20102011,10-0069,RAVENNA PUBLIC SCHOOLS        ,BUFFALO,3,P,10-0069-002,10,0069,002,RAVENNA ELEMENTARY SCHOOL     ,04,21,13,0,0,0,0,0,1,0,0,0,0,0,0,21,14,35
20102011,10-0069,RAVENNA PUBLIC SCHOOLS        ,BUFFALO,3,P,10-0069-002,10,0069,002,RAVENNA ELEMENTARY SCHOOL     ,05,7,17,1,0,0,1,0,0,0,0,0,0,0,0,8,18,26
20102011,10-0069,RAVENNA PUBLIC SCHOOLS        ,BUFFALO,3,P,10-0069-002,10,0069,002,RAVENNA ELEMENTARY SCHOOL     ,06,18,14,0,0,0,0,0,0,0,0,0,0,0,0,18,14,32
20102011,10-0069,RAVENNA PUBLIC SCHOOLS        ,BUFFALO,3,P,10-0069-002,10,0069,002,RAVENNA ELEMENTARY SCHOOL     ,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0069,RAVENNA PUBLIC SCHOOLS        ,BUFFALO,3,P,10-0069-002,10,0069,002,RAVENNA ELEMENTARY SCHOOL     ,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0069,RAVENNA PUBLIC SCHOOLS        ,BUFFALO,3,P,10-0069-002,10,0069,002,RAVENNA ELEMENTARY SCHOOL     ,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0069,RAVENNA PUBLIC SCHOOLS        ,BUFFALO,3,P,10-0069-002,10,0069,002,RAVENNA ELEMENTARY SCHOOL     ,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0069,RAVENNA PUBLIC SCHOOLS        ,BUFFALO,3,P,10-0069-002,10,0069,002,RAVENNA ELEMENTARY SCHOOL     ,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0069,RAVENNA PUBLIC SCHOOLS        ,BUFFALO,3,P,10-0069-002,10,0069,002,RAVENNA ELEMENTARY SCHOOL     ,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0069,RAVENNA PUBLIC SCHOOLS        ,BUFFALO,3,P,10-0069-002,10,0069,002,RAVENNA ELEMENTARY SCHOOL     ,K ,13,12,0,0,0,0,1,0,0,0,0,0,0,0,14,12,26
20102011,10-0069,RAVENNA PUBLIC SCHOOLS        ,BUFFALO,3,P,10-0069-002,10,0069,002,RAVENNA ELEMENTARY SCHOOL     ,PK,10,17,0,0,0,0,1,1,0,0,0,0,0,1,11,19,30
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-001,10,0105,001,PLEASANTON HIGH SCHOOL        ,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-001,10,0105,001,PLEASANTON HIGH SCHOOL        ,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-001,10,0105,001,PLEASANTON HIGH SCHOOL        ,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-001,10,0105,001,PLEASANTON HIGH SCHOOL        ,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-001,10,0105,001,PLEASANTON HIGH SCHOOL        ,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-001,10,0105,001,PLEASANTON HIGH SCHOOL        ,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-001,10,0105,001,PLEASANTON HIGH SCHOOL        ,07,9,6,0,0,1,0,0,0,0,0,0,0,0,0,10,6,16
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-001,10,0105,001,PLEASANTON HIGH SCHOOL        ,08,7,10,0,0,1,1,0,0,0,0,0,0,0,0,8,11,19
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-001,10,0105,001,PLEASANTON HIGH SCHOOL        ,09,4,4,0,0,1,0,0,0,0,0,0,0,0,0,5,4,9
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-001,10,0105,001,PLEASANTON HIGH SCHOOL        ,10,5,4,0,0,1,0,0,0,0,0,0,0,0,0,6,4,10
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-001,10,0105,001,PLEASANTON HIGH SCHOOL        ,11,2,9,0,0,0,1,0,0,0,0,0,0,0,0,2,10,12
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-001,10,0105,001,PLEASANTON HIGH SCHOOL        ,12,2,10,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-001,10,0105,001,PLEASANTON HIGH SCHOOL        ,K ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-001,10,0105,001,PLEASANTON HIGH SCHOOL        ,PK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-002,10,0105,002,PLEASANTON ELEMENTARY SCHOOL  ,01,8,11,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-002,10,0105,002,PLEASANTON ELEMENTARY SCHOOL  ,02,12,9,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-002,10,0105,002,PLEASANTON ELEMENTARY SCHOOL  ,03,5,11,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-002,10,0105,002,PLEASANTON ELEMENTARY SCHOOL  ,04,8,8,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-002,10,0105,002,PLEASANTON ELEMENTARY SCHOOL  ,05,10,7,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-002,10,0105,002,PLEASANTON ELEMENTARY SCHOOL  ,06,6,10,0,0,1,0,0,0,0,0,0,0,0,0,7,10,17
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-002,10,0105,002,PLEASANTON ELEMENTARY SCHOOL  ,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-002,10,0105,002,PLEASANTON ELEMENTARY SCHOOL  ,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-002,10,0105,002,PLEASANTON ELEMENTARY SCHOOL  ,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-002,10,0105,002,PLEASANTON ELEMENTARY SCHOOL  ,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-002,10,0105,002,PLEASANTON ELEMENTARY SCHOOL  ,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-002,10,0105,002,PLEASANTON ELEMENTARY SCHOOL  ,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-002,10,0105,002,PLEASANTON ELEMENTARY SCHOOL  ,K ,4,7,0,0,1,0,0,0,0,0,0,0,0,0,5,7,12
20102011,10-0105,PLEASANTON PUBLIC SCHOOLS     ,BUFFALO,3,P,10-0105-002,10,0105,002,PLEASANTON ELEMENTARY SCHOOL  ,PK,9,22,0,0,0,0,0,0,0,0,0,0,0,0,9,22,31
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-001,10,0119,001,AMHERST HIGH SCHOOL           ,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-001,10,0119,001,AMHERST HIGH SCHOOL           ,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-001,10,0119,001,AMHERST HIGH SCHOOL           ,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-001,10,0119,001,AMHERST HIGH SCHOOL           ,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-001,10,0119,001,AMHERST HIGH SCHOOL           ,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-001,10,0119,001,AMHERST HIGH SCHOOL           ,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-001,10,0119,001,AMHERST HIGH SCHOOL           ,07,13,13,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-001,10,0119,001,AMHERST HIGH SCHOOL           ,08,7,11,0,0,0,0,0,0,0,0,0,0,1,0,8,11,19
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-001,10,0119,001,AMHERST HIGH SCHOOL           ,09,6,11,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-001,10,0119,001,AMHERST HIGH SCHOOL           ,10,7,8,0,0,1,0,0,0,0,0,0,0,0,0,8,8,16
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-001,10,0119,001,AMHERST HIGH SCHOOL           ,11,9,13,0,0,1,1,0,0,0,0,0,0,0,0,10,14,24
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-001,10,0119,001,AMHERST HIGH SCHOOL           ,12,6,10,0,0,0,2,0,0,0,0,0,0,0,0,6,12,18
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-001,10,0119,001,AMHERST HIGH SCHOOL           ,K ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-001,10,0119,001,AMHERST HIGH SCHOOL           ,PK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-002,10,0119,002,AMHERST ELEMENTARY SCHOOL     ,01,6,10,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-002,10,0119,002,AMHERST ELEMENTARY SCHOOL     ,02,5,15,0,0,0,0,0,0,0,0,0,0,0,0,5,15,20
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-002,10,0119,002,AMHERST ELEMENTARY SCHOOL     ,03,10,12,0,0,0,1,0,0,0,0,0,0,0,0,10,13,23
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-002,10,0119,002,AMHERST ELEMENTARY SCHOOL     ,04,14,7,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-002,10,0119,002,AMHERST ELEMENTARY SCHOOL     ,05,8,9,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-002,10,0119,002,AMHERST ELEMENTARY SCHOOL     ,06,9,11,0,0,0,0,0,0,0,0,0,0,0,1,9,12,21
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-002,10,0119,002,AMHERST ELEMENTARY SCHOOL     ,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-002,10,0119,002,AMHERST ELEMENTARY SCHOOL     ,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-002,10,0119,002,AMHERST ELEMENTARY SCHOOL     ,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-002,10,0119,002,AMHERST ELEMENTARY SCHOOL     ,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-002,10,0119,002,AMHERST ELEMENTARY SCHOOL     ,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-002,10,0119,002,AMHERST ELEMENTARY SCHOOL     ,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-002,10,0119,002,AMHERST ELEMENTARY SCHOOL     ,K ,9,10,0,0,0,1,0,0,0,1,0,0,0,0,9,12,21
20102011,10-0119,AMHERST PUBLIC SCHOOLS        ,BUFFALO,2,P,10-0119-002,10,0119,002,AMHERST ELEMENTARY SCHOOL     ,PK,7,10,0,0,1,1,0,0,0,0,0,0,0,0,8,11,19
20102011,10-0600,KEARNEY WEST HIGH SCHOOL      ,BUFFALO,8,SO,10-0600-001,10,0600,001,KEARNEY WEST HIGH SCHOOL      ,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0600,KEARNEY WEST HIGH SCHOOL      ,BUFFALO,8,SO,10-0600-001,10,0600,001,KEARNEY WEST HIGH SCHOOL      ,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0600,KEARNEY WEST HIGH SCHOOL      ,BUFFALO,8,SO,10-0600-001,10,0600,001,KEARNEY WEST HIGH SCHOOL      ,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0600,KEARNEY WEST HIGH SCHOOL      ,BUFFALO,8,SO,10-0600-001,10,0600,001,KEARNEY WEST HIGH SCHOOL      ,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0600,KEARNEY WEST HIGH SCHOOL      ,BUFFALO,8,SO,10-0600-001,10,0600,001,KEARNEY WEST HIGH SCHOOL      ,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0600,KEARNEY WEST HIGH SCHOOL      ,BUFFALO,8,SO,10-0600-001,10,0600,001,KEARNEY WEST HIGH SCHOOL      ,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0600,KEARNEY WEST HIGH SCHOOL      ,BUFFALO,8,SO,10-0600-001,10,0600,001,KEARNEY WEST HIGH SCHOOL      ,07,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,4,4
20102011,10-0600,KEARNEY WEST HIGH SCHOOL      ,BUFFALO,8,SO,10-0600-001,10,0600,001,KEARNEY WEST HIGH SCHOOL      ,08,0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,10,10
20102011,10-0600,KEARNEY WEST HIGH SCHOOL      ,BUFFALO,8,SO,10-0600-001,10,0600,001,KEARNEY WEST HIGH SCHOOL      ,09,0,5,0,0,0,4,0,0,0,1,0,0,0,4,0,14,14
20102011,10-0600,KEARNEY WEST HIGH SCHOOL      ,BUFFALO,8,SO,10-0600-001,10,0600,001,KEARNEY WEST HIGH SCHOOL      ,10,0,13,0,10,0,18,0,0,0,2,0,0,0,6,0,49,49
20102011,10-0600,KEARNEY WEST HIGH SCHOOL      ,BUFFALO,8,SO,10-0600-001,10,0600,001,KEARNEY WEST HIGH SCHOOL      ,11,0,10,0,6,0,15,0,0,0,2,0,0,0,7,0,40,40
20102011,10-0600,KEARNEY WEST HIGH SCHOOL      ,BUFFALO,8,SO,10-0600-001,10,0600,001,KEARNEY WEST HIGH SCHOOL      ,12,0,6,0,2,0,3,0,0,0,0,0,0,0,1,0,12,12
20102011,10-0600,KEARNEY WEST HIGH SCHOOL      ,BUFFALO,8,SO,10-0600-001,10,0600,001,KEARNEY WEST HIGH SCHOOL      ,K ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0600,KEARNEY WEST HIGH SCHOOL      ,BUFFALO,8,SO,10-0600-001,10,0600,001,KEARNEY WEST HIGH SCHOOL      ,PK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-001,10,0701,001,KEARNEY CATHOLIC HIGH SCHOOL  ,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-001,10,0701,001,KEARNEY CATHOLIC HIGH SCHOOL  ,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-001,10,0701,001,KEARNEY CATHOLIC HIGH SCHOOL  ,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-001,10,0701,001,KEARNEY CATHOLIC HIGH SCHOOL  ,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-001,10,0701,001,KEARNEY CATHOLIC HIGH SCHOOL  ,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-001,10,0701,001,KEARNEY CATHOLIC HIGH SCHOOL  ,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-001,10,0701,001,KEARNEY CATHOLIC HIGH SCHOOL  ,07,18,21,0,0,1,0,1,1,0,0,0,0,1,0,21,22,43
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-001,10,0701,001,KEARNEY CATHOLIC HIGH SCHOOL  ,08,23,24,0,0,0,0,0,1,0,0,0,0,1,0,24,25,49
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-001,10,0701,001,KEARNEY CATHOLIC HIGH SCHOOL  ,09,20,21,1,0,0,0,0,0,0,0,0,0,0,1,21,22,43
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-001,10,0701,001,KEARNEY CATHOLIC HIGH SCHOOL  ,10,26,23,0,0,0,0,0,0,0,0,0,0,0,0,26,23,49
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-001,10,0701,001,KEARNEY CATHOLIC HIGH SCHOOL  ,11,14,21,1,0,0,0,0,0,0,0,0,0,1,0,16,21,37
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-001,10,0701,001,KEARNEY CATHOLIC HIGH SCHOOL  ,12,18,14,0,0,0,0,0,0,0,0,0,0,0,1,18,15,33
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-001,10,0701,001,KEARNEY CATHOLIC HIGH SCHOOL  ,K ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-001,10,0701,001,KEARNEY CATHOLIC HIGH SCHOOL  ,PK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-002,10,0701,002,KEARNEY CATHOLIC MIDDLE SCHOOL,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-002,10,0701,002,KEARNEY CATHOLIC MIDDLE SCHOOL,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-002,10,0701,002,KEARNEY CATHOLIC MIDDLE SCHOOL,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-002,10,0701,002,KEARNEY CATHOLIC MIDDLE SCHOOL,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-002,10,0701,002,KEARNEY CATHOLIC MIDDLE SCHOOL,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-002,10,0701,002,KEARNEY CATHOLIC MIDDLE SCHOOL,06,22,24,0,0,1,1,0,0,0,0,0,0,1,1,24,26,50
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-002,10,0701,002,KEARNEY CATHOLIC MIDDLE SCHOOL,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-002,10,0701,002,KEARNEY CATHOLIC MIDDLE SCHOOL,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-002,10,0701,002,KEARNEY CATHOLIC MIDDLE SCHOOL,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-002,10,0701,002,KEARNEY CATHOLIC MIDDLE SCHOOL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-002,10,0701,002,KEARNEY CATHOLIC MIDDLE SCHOOL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-002,10,0701,002,KEARNEY CATHOLIC MIDDLE SCHOOL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-002,10,0701,002,KEARNEY CATHOLIC MIDDLE SCHOOL,K ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0701,KEARNEY CATHOLIC SCHOOLS      ,BUFFALO,9,NP,10-0701-002,10,0701,002,KEARNEY CATHOLIC MIDDLE SCHOOL,PK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0702,ZION LUTHERAN ELEMENTARY SCH  ,BUFFALO,9,NP,10-0702-001,10,0702,001,ZION LUTHERAN ELEMENTARY SCH  ,01,5,3,0,0,1,0,0,0,0,0,0,0,0,0,6,3,9
20102011,10-0702,ZION LUTHERAN ELEMENTARY SCH  ,BUFFALO,9,NP,10-0702-001,10,0702,001,ZION LUTHERAN ELEMENTARY SCH  ,02,3,4,0,2,0,1,0,0,0,0,0,0,0,0,3,7,10
20102011,10-0702,ZION LUTHERAN ELEMENTARY SCH  ,BUFFALO,9,NP,10-0702-001,10,0702,001,ZION LUTHERAN ELEMENTARY SCH  ,03,4,6,0,1,0,0,0,0,0,0,0,0,0,0,4,7,11
20102011,10-0702,ZION LUTHERAN ELEMENTARY SCH  ,BUFFALO,9,NP,10-0702-001,10,0702,001,ZION LUTHERAN ELEMENTARY SCH  ,04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
20102011,10-0702,ZION LUTHERAN ELEMENTARY SCH  ,BUFFALO,9,NP,10-0702-001,10,0702,001,ZION LUTHERAN ELEMENTARY SCH  ,05,6,3,0,0,0,0,1,0,0,0,0,0,0,0,7,3,10
20102011,10-0702,ZION LUTHERAN ELEMENTARY SCH  ,BUFFALO,9,NP,10-0702-001,10,0702,001,ZION LUTHERAN ELEMENTARY SCH  ,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0702,ZION LUTHERAN ELEMENTARY SCH  ,BUFFALO,9,NP,10-0702-001,10,0702,001,ZION LUTHERAN ELEMENTARY SCH  ,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20102011,10-0702,ZION LUTHERAN ELEMENTARY SCH  ,BUFFALO,9,NP,10-0702-001,10,0702,001,ZION LUTHERAN ELEMENTARY SCH  ,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
