"DATAYEARS"	"Co-Dist"	"DistrictName"	"COUNTY_NAME"	"CLASS_CODE"	"DISTRICT_TYPE_CODE"	"AGENCYID"	"COUNTY"	"DISTRICT"	"SCHOOL"	"SchoolName"	"GRADE_CODE"	"FWNH"	"MWNH"	"FAPI"	"MAPI"	"FH"	"MH"	"FAIA"	"MAIA"	"FBNH"	"MBNH"	"MALE"	"FEMALE"	"TOTAL"
"20052006"	"00-0001"	"EDUCATIONAL SERVICE UNIT 01   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0001-005"	"00"	"0001"	"005"	"TOWER SCHOOL                  "	"01"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0001"	"EDUCATIONAL SERVICE UNIT 01   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0001-005"	"00"	"0001"	"005"	"TOWER SCHOOL                  "	"02"	1	0	0	0	0	0	0	0	0	0	0	1	1
"20052006"	"00-0001"	"EDUCATIONAL SERVICE UNIT 01   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0001-005"	"00"	"0001"	"005"	"TOWER SCHOOL                  "	"03"	0	2	0	0	0	0	0	0	0	0	2	0	2
"20052006"	"00-0001"	"EDUCATIONAL SERVICE UNIT 01   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0001-005"	"00"	"0001"	"005"	"TOWER SCHOOL                  "	"04"	0	1	0	0	0	0	0	0	0	0	1	0	1
"20052006"	"00-0001"	"EDUCATIONAL SERVICE UNIT 01   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0001-005"	"00"	"0001"	"005"	"TOWER SCHOOL                  "	"05"	0	0	0	0	0	0	0	1	0	0	1	0	1
"20052006"	"00-0001"	"EDUCATIONAL SERVICE UNIT 01   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0001-005"	"00"	"0001"	"005"	"TOWER SCHOOL                  "	"06"	0	1	0	0	0	0	0	1	1	0	2	1	3
"20052006"	"00-0001"	"EDUCATIONAL SERVICE UNIT 01   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0001-005"	"00"	"0001"	"005"	"TOWER SCHOOL                  "	"07"	0	1	0	0	0	0	0	0	0	0	1	0	1
"20052006"	"00-0001"	"EDUCATIONAL SERVICE UNIT 01   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0001-005"	"00"	"0001"	"005"	"TOWER SCHOOL                  "	"08"	0	1	0	0	0	0	0	2	0	0	3	0	3
"20052006"	"00-0001"	"EDUCATIONAL SERVICE UNIT 01   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0001-005"	"00"	"0001"	"005"	"TOWER SCHOOL                  "	"09"	1	1	0	0	0	0	0	0	0	0	1	1	2
"20052006"	"00-0001"	"EDUCATIONAL SERVICE UNIT 01   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0001-005"	"00"	"0001"	"005"	"TOWER SCHOOL                  "	"10"	1	1	0	0	0	0	0	0	0	0	1	1	2
"20052006"	"00-0001"	"EDUCATIONAL SERVICE UNIT 01   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0001-005"	"00"	"0001"	"005"	"TOWER SCHOOL                  "	"11"	0	3	0	0	0	0	0	0	0	0	3	0	3
"20052006"	"00-0001"	"EDUCATIONAL SERVICE UNIT 01   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0001-005"	"00"	"0001"	"005"	"TOWER SCHOOL                  "	"12"	3	5	0	0	0	0	0	0	0	0	5	3	8
"20052006"	"00-0001"	"EDUCATIONAL SERVICE UNIT 01   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0001-005"	"00"	"0001"	"005"	"TOWER SCHOOL                  "	"K "	0	1	0	0	0	0	0	0	0	0	1	0	1
"20052006"	"00-0001"	"EDUCATIONAL SERVICE UNIT 01   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0001-005"	"00"	"0001"	"005"	"TOWER SCHOOL                  "	"PK"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0003"	"EDUCATIONAL SERVICE UNIT 03   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0003-011"	"00"	"0003"	"011"	"BROOK VALLEY SCHOOL           "	"01"	2	2	0	0	0	0	0	0	0	0	2	2	4
"20052006"	"00-0003"	"EDUCATIONAL SERVICE UNIT 03   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0003-011"	"00"	"0003"	"011"	"BROOK VALLEY SCHOOL           "	"02"	1	1	0	0	0	0	0	0	0	0	1	1	2
"20052006"	"00-0003"	"EDUCATIONAL SERVICE UNIT 03   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0003-011"	"00"	"0003"	"011"	"BROOK VALLEY SCHOOL           "	"03"	2	6	0	0	0	0	0	0	0	1	7	2	9
"20052006"	"00-0003"	"EDUCATIONAL SERVICE UNIT 03   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0003-011"	"00"	"0003"	"011"	"BROOK VALLEY SCHOOL           "	"04"	1	6	0	0	1	0	0	0	0	0	6	2	8
"20052006"	"00-0003"	"EDUCATIONAL SERVICE UNIT 03   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0003-011"	"00"	"0003"	"011"	"BROOK VALLEY SCHOOL           "	"05"	2	4	0	0	0	0	0	0	0	0	4	2	6
"20052006"	"00-0003"	"EDUCATIONAL SERVICE UNIT 03   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0003-011"	"00"	"0003"	"011"	"BROOK VALLEY SCHOOL           "	"06"	1	4	0	0	0	0	0	0	0	1	5	1	6
"20052006"	"00-0003"	"EDUCATIONAL SERVICE UNIT 03   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0003-011"	"00"	"0003"	"011"	"BROOK VALLEY SCHOOL           "	"07"	0	5	0	0	0	0	0	0	0	0	5	0	5
"20052006"	"00-0003"	"EDUCATIONAL SERVICE UNIT 03   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0003-011"	"00"	"0003"	"011"	"BROOK VALLEY SCHOOL           "	"08"	0	3	0	0	0	0	0	0	0	1	4	0	4
"20052006"	"00-0003"	"EDUCATIONAL SERVICE UNIT 03   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0003-011"	"00"	"0003"	"011"	"BROOK VALLEY SCHOOL           "	"09"	0	10	0	0	1	1	0	0	0	1	12	1	13
"20052006"	"00-0003"	"EDUCATIONAL SERVICE UNIT 03   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0003-011"	"00"	"0003"	"011"	"BROOK VALLEY SCHOOL           "	"10"	3	6	0	1	0	1	0	0	1	0	8	4	12
"20052006"	"00-0003"	"EDUCATIONAL SERVICE UNIT 03   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0003-011"	"00"	"0003"	"011"	"BROOK VALLEY SCHOOL           "	"11"	1	8	0	0	0	0	0	0	0	0	8	1	9
"20052006"	"00-0003"	"EDUCATIONAL SERVICE UNIT 03   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0003-011"	"00"	"0003"	"011"	"BROOK VALLEY SCHOOL           "	"12"	0	4	0	0	0	0	1	0	0	0	4	1	5
"20052006"	"00-0003"	"EDUCATIONAL SERVICE UNIT 03   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0003-011"	"00"	"0003"	"011"	"BROOK VALLEY SCHOOL           "	"K "	1	0	0	1	0	0	0	0	0	1	2	1	3
"20052006"	"00-0003"	"EDUCATIONAL SERVICE UNIT 03   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0003-011"	"00"	"0003"	"011"	"BROOK VALLEY SCHOOL           "	"PK"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-001"	"00"	"0004"	"001"	"MENTALLY HANDICAPPED          "	"01"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-001"	"00"	"0004"	"001"	"MENTALLY HANDICAPPED          "	"02"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-001"	"00"	"0004"	"001"	"MENTALLY HANDICAPPED          "	"03"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-001"	"00"	"0004"	"001"	"MENTALLY HANDICAPPED          "	"04"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-001"	"00"	"0004"	"001"	"MENTALLY HANDICAPPED          "	"05"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-001"	"00"	"0004"	"001"	"MENTALLY HANDICAPPED          "	"06"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-001"	"00"	"0004"	"001"	"MENTALLY HANDICAPPED          "	"07"	0	1	0	0	0	0	0	0	0	0	1	0	1
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-001"	"00"	"0004"	"001"	"MENTALLY HANDICAPPED          "	"08"	2	0	0	0	0	0	0	0	0	0	0	2	2
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-001"	"00"	"0004"	"001"	"MENTALLY HANDICAPPED          "	"09"	1	0	0	0	0	0	0	0	0	0	0	1	1
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-001"	"00"	"0004"	"001"	"MENTALLY HANDICAPPED          "	"10"	0	2	0	0	0	0	0	0	0	0	2	0	2
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-001"	"00"	"0004"	"001"	"MENTALLY HANDICAPPED          "	"11"	0	1	0	0	0	0	0	0	0	0	1	0	1
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-001"	"00"	"0004"	"001"	"MENTALLY HANDICAPPED          "	"12"	1	1	0	0	0	0	0	0	2	0	1	3	4
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-001"	"00"	"0004"	"001"	"MENTALLY HANDICAPPED          "	"K "	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-001"	"00"	"0004"	"001"	"MENTALLY HANDICAPPED          "	"PK"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-004"	"00"	"0004"	"004"	"PRESCHOOL PROGRAM             "	"01"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-004"	"00"	"0004"	"004"	"PRESCHOOL PROGRAM             "	"02"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-004"	"00"	"0004"	"004"	"PRESCHOOL PROGRAM             "	"03"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-004"	"00"	"0004"	"004"	"PRESCHOOL PROGRAM             "	"04"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-004"	"00"	"0004"	"004"	"PRESCHOOL PROGRAM             "	"05"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-004"	"00"	"0004"	"004"	"PRESCHOOL PROGRAM             "	"06"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-004"	"00"	"0004"	"004"	"PRESCHOOL PROGRAM             "	"07"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-004"	"00"	"0004"	"004"	"PRESCHOOL PROGRAM             "	"08"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-004"	"00"	"0004"	"004"	"PRESCHOOL PROGRAM             "	"09"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-004"	"00"	"0004"	"004"	"PRESCHOOL PROGRAM             "	"10"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-004"	"00"	"0004"	"004"	"PRESCHOOL PROGRAM             "	"11"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-004"	"00"	"0004"	"004"	"PRESCHOOL PROGRAM             "	"12"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-004"	"00"	"0004"	"004"	"PRESCHOOL PROGRAM             "	"K "	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-004"	"00"	"0004"	"004"	"PRESCHOOL PROGRAM             "	"PK"	3	5	0	0	1	0	0	0	0	0	5	4	9
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-005"	"00"	"0004"	"005"	"MULTI-HANDICAPPED             "	"01"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-005"	"00"	"0004"	"005"	"MULTI-HANDICAPPED             "	"02"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-005"	"00"	"0004"	"005"	"MULTI-HANDICAPPED             "	"03"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-005"	"00"	"0004"	"005"	"MULTI-HANDICAPPED             "	"04"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-005"	"00"	"0004"	"005"	"MULTI-HANDICAPPED             "	"05"	0	0	1	0	0	0	0	0	0	0	0	1	1
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-005"	"00"	"0004"	"005"	"MULTI-HANDICAPPED             "	"06"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-005"	"00"	"0004"	"005"	"MULTI-HANDICAPPED             "	"07"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-005"	"00"	"0004"	"005"	"MULTI-HANDICAPPED             "	"08"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-005"	"00"	"0004"	"005"	"MULTI-HANDICAPPED             "	"09"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-005"	"00"	"0004"	"005"	"MULTI-HANDICAPPED             "	"10"	1	0	0	0	0	0	0	0	0	0	0	1	1
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-005"	"00"	"0004"	"005"	"MULTI-HANDICAPPED             "	"11"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-005"	"00"	"0004"	"005"	"MULTI-HANDICAPPED             "	"12"	1	1	0	0	0	0	0	0	0	0	1	1	2
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-005"	"00"	"0004"	"005"	"MULTI-HANDICAPPED             "	"K "	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-005"	"00"	"0004"	"005"	"MULTI-HANDICAPPED             "	"PK"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-006"	"00"	"0004"	"006"	"NE CENTER FOR EDUC OF BLIND   "	"01"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-006"	"00"	"0004"	"006"	"NE CENTER FOR EDUC OF BLIND   "	"02"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-006"	"00"	"0004"	"006"	"NE CENTER FOR EDUC OF BLIND   "	"03"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-006"	"00"	"0004"	"006"	"NE CENTER FOR EDUC OF BLIND   "	"04"	1	0	0	0	0	0	0	0	0	0	0	1	1
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-006"	"00"	"0004"	"006"	"NE CENTER FOR EDUC OF BLIND   "	"05"	0	2	0	0	0	0	0	0	0	0	2	0	2
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-006"	"00"	"0004"	"006"	"NE CENTER FOR EDUC OF BLIND   "	"06"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-006"	"00"	"0004"	"006"	"NE CENTER FOR EDUC OF BLIND   "	"07"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-006"	"00"	"0004"	"006"	"NE CENTER FOR EDUC OF BLIND   "	"08"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-006"	"00"	"0004"	"006"	"NE CENTER FOR EDUC OF BLIND   "	"09"	1	1	0	0	0	0	0	0	0	0	1	1	2
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-006"	"00"	"0004"	"006"	"NE CENTER FOR EDUC OF BLIND   "	"10"	1	2	0	0	0	0	0	0	0	0	2	1	3
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-006"	"00"	"0004"	"006"	"NE CENTER FOR EDUC OF BLIND   "	"11"	0	2	0	0	0	1	0	0	0	0	3	0	3
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-006"	"00"	"0004"	"006"	"NE CENTER FOR EDUC OF BLIND   "	"12"	3	0	0	0	0	0	0	0	0	0	0	3	3
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-006"	"00"	"0004"	"006"	"NE CENTER FOR EDUC OF BLIND   "	"K "	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0004"	"EDUCATIONAL SERVICE UNIT 04   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0004-006"	"00"	"0004"	"006"	"NE CENTER FOR EDUC OF BLIND   "	"PK"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0005"	"EDUCATIONAL SERVICE UNIT 05   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0005-001"	"00"	"0005"	"001"	"EDUCATIONAL SERVICE UNIT 5    "	"01"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0005"	"EDUCATIONAL SERVICE UNIT 05   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0005-001"	"00"	"0005"	"001"	"EDUCATIONAL SERVICE UNIT 5    "	"02"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0005"	"EDUCATIONAL SERVICE UNIT 05   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0005-001"	"00"	"0005"	"001"	"EDUCATIONAL SERVICE UNIT 5    "	"03"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0005"	"EDUCATIONAL SERVICE UNIT 05   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0005-001"	"00"	"0005"	"001"	"EDUCATIONAL SERVICE UNIT 5    "	"04"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0005"	"EDUCATIONAL SERVICE UNIT 05   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0005-001"	"00"	"0005"	"001"	"EDUCATIONAL SERVICE UNIT 5    "	"05"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0005"	"EDUCATIONAL SERVICE UNIT 05   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0005-001"	"00"	"0005"	"001"	"EDUCATIONAL SERVICE UNIT 5    "	"06"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0005"	"EDUCATIONAL SERVICE UNIT 05   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0005-001"	"00"	"0005"	"001"	"EDUCATIONAL SERVICE UNIT 5    "	"07"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0005"	"EDUCATIONAL SERVICE UNIT 05   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0005-001"	"00"	"0005"	"001"	"EDUCATIONAL SERVICE UNIT 5    "	"08"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0005"	"EDUCATIONAL SERVICE UNIT 05   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0005-001"	"00"	"0005"	"001"	"EDUCATIONAL SERVICE UNIT 5    "	"09"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0005"	"EDUCATIONAL SERVICE UNIT 05   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0005-001"	"00"	"0005"	"001"	"EDUCATIONAL SERVICE UNIT 5    "	"10"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0005"	"EDUCATIONAL SERVICE UNIT 05   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0005-001"	"00"	"0005"	"001"	"EDUCATIONAL SERVICE UNIT 5    "	"11"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0005"	"EDUCATIONAL SERVICE UNIT 05   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0005-001"	"00"	"0005"	"001"	"EDUCATIONAL SERVICE UNIT 5    "	"12"	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0005"	"EDUCATIONAL SERVICE UNIT 05   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0005-001"	"00"	"0005"	"001"	"EDUCATIONAL SERVICE UNIT 5    "	"K "	0	0	0	0	0	0	0	0	0	0	0	0	0
"20052006"	"00-0005"	"EDUCATIONAL SERVICE UNIT 05   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0005-001"	"00"	"0005"	"001"	"EDUCATIONAL SERVICE UNIT 5    "	"PK"	14	11	0	0	0	0	0	0	0	0	11	14	25
"20052006"	"00-0008"	"EDUCATIONAL SERVICE UNIT 08   "	"EDUCATIONAL SERVICE UNITS"	"0"	"ESU"	"00-0008-001"	"00"	"0008"	"001"	"EASTERN LEARNING CENTER       "	"01"	0	1	0	0	0	0	0	0	0	0	1	0	1
