CoDist	DistName	CoDistSch	SchName	Grade	FWNH	MWNH	FAPI	MAPI	FH	MH	FAIA	MAIA	FBNH	MBNH	Female	Male	Total
20-0030	WISNER-PILGER PUBLIC SCHOOLS	20-0030-001	HIGH SCHOOL AT WISNER	11	19	20	0	0	0	0	0	0	0	0	19	20	39

20-0030	WISNER-PILGER PUBLIC SCHOOLS	20-0030-001	HIGH SCHOOL AT WISNER	12	21	23	0	0	0	0	1	0	0	0	22	23	45

20-0030	WISNER-PILGER PUBLIC SCHOOLS	20-0030-002	WISNER-PILGER ELEM SCHOOL	K	23	12	1	0	0	0	0	0	0	1	24	13	37

20-0030	WISNER-PILGER PUBLIC SCHOOLS	20-0030-002	WISNER-PILGER ELEM SCHOOL	01	6	17	0	0	1	0	0	0	1	0	8	17	25

20-0030	WISNER-PILGER PUBLIC SCHOOLS	20-0030-002	WISNER-PILGER ELEM SCHOOL	02	17	17	0	1	1	0	0	0	1	0	19	18	37

20-0030	WISNER-PILGER PUBLIC SCHOOLS	20-0030-002	WISNER-PILGER ELEM SCHOOL	03	15	14	0	0	2	0	0	0	0	0	17	14	31

20-0030	WISNER-PILGER PUBLIC SCHOOLS	20-0030-002	WISNER-PILGER ELEM SCHOOL	04	21	21	0	0	0	0	0	0	0	0	21	21	42

20-0030	WISNER-PILGER PUBLIC SCHOOLS	20-0030-003	WISNER-PILGER MIDDLE SCHOOL	05	12	18	0	1	0	1	0	1	1	0	13	21	34

20-0030	WISNER-PILGER PUBLIC SCHOOLS	20-0030-003	WISNER-PILGER MIDDLE SCHOOL	06	25	16	0	0	0	0	0	0	1	0	26	16	42

20-0055	BEEMER PUBLIC SCHOOL	20-0055-002	BEEMER ELEMENTARY SCHOOL	K	4	4	0	0	1	1	0	0	0	0	5	5	10

20-0055	BEEMER PUBLIC SCHOOL	20-0055-002	BEEMER ELEMENTARY SCHOOL	01	1	4	0	0	2	0	0	0	0	0	3	4	7

20-0055	BEEMER PUBLIC SCHOOL	20-0055-002	BEEMER ELEMENTARY SCHOOL	02	9	2	0	0	1	1	0	0	0	0	10	3	13

20-0055	BEEMER PUBLIC SCHOOL	20-0055-002	BEEMER ELEMENTARY SCHOOL	03	3	2	0	0	1	1	0	0	0	0	4	3	7

20-0055	BEEMER PUBLIC SCHOOL	20-0055-002	BEEMER ELEMENTARY SCHOOL	04	2	3	0	0	1	0	0	0	0	0	3	3	6

20-0055	BEEMER PUBLIC SCHOOL	20-0055-002	BEEMER ELEMENTARY SCHOOL	05	5	4	0	0	1	0	0	0	0	0	6	4	10

20-0055	BEEMER PUBLIC SCHOOL	20-0055-002	BEEMER ELEMENTARY SCHOOL	06	4	8	0	0	0	0	0	0	0	0	4	8	12

20-0082	DIST 082 - CUMING COUNTY	20-0082-001	DIST 082 - CUMING COUNTY	PK	0	4	0	0	0	0	0	0	0	0	0	4	4

20-0082	DIST 082 - CUMING COUNTY	20-0082-001	DIST 082 - CUMING COUNTY	K	1	0	0	0	0	0	0	0	0	0	1	0	1

20-0082	DIST 082 - CUMING COUNTY	20-0082-001	DIST 082 - CUMING COUNTY	01	2	1	0	0	0	0	0	0	0	0	2	1	3

20-0082	DIST 082 - CUMING COUNTY	20-0082-001	DIST 082 - CUMING COUNTY	02	1	0	0	0	0	0	0	0	0	0	1	0	1

20-0082	DIST 082 - CUMING COUNTY	20-0082-001	DIST 082 - CUMING COUNTY	04	0	1	1	0	0	0	0	0	0	0	1	1	2

20-0082	DIST 082 - CUMING COUNTY	20-0082-001	DIST 082 - CUMING COUNTY	06	0	1	0	1	0	0	0	0	0	0	0	2	2

20-0701	GUARDIAN ANGELS ELEMENTARY SCH	20-0701-001	GUARDIAN ANGELS ELEMENTARY SCH	PK	8	15	0	0	0	0	0	0	0	0	8	15	23

20-0701	GUARDIAN ANGELS ELEMENTARY SCH	20-0701-001	GUARDIAN ANGELS ELEMENTARY SCH	K	14	14	1	0	0	0	0	0	0	0	15	14	29

20-0701	GUARDIAN ANGELS ELEMENTARY SCH	20-0701-001	GUARDIAN ANGELS ELEMENTARY SCH	01	9	12	0	0	0	0	0	0	0	0	9	12	21

20-0701	GUARDIAN ANGELS ELEMENTARY SCH	20-0701-001	GUARDIAN ANGELS ELEMENTARY SCH	02	17	10	0	0	0	1	0	0	0	0	17	11	28

20-0701	GUARDIAN ANGELS ELEMENTARY SCH	20-0701-001	GUARDIAN ANGELS ELEMENTARY SCH	03	13	8	0	0	0	0	0	0	0	0	13	8	21

20-0701	GUARDIAN ANGELS ELEMENTARY SCH	20-0701-001	GUARDIAN ANGELS ELEMENTARY SCH	04	17	9	0	0	0	0	0	0	0	0	17	9	26

20-0701	GUARDIAN ANGELS ELEMENTARY SCH	20-0701-001	GUARDIAN ANGELS ELEMENTARY SCH	05	10	13	0	0	0	0	0	0	0	0	10	13	23

20-0701	GUARDIAN ANGELS ELEMENTARY SCH	20-0701-001	GUARDIAN ANGELS ELEMENTARY SCH	06	19	9	0	0	0	0	0	0	0	0	19	9	28

20-0701	GUARDIAN ANGELS ELEMENTARY SCH	20-0701-001	GUARDIAN ANGELS ELEMENTARY SCH	07	16	15	0	0	0	0	0	0	0	0	16	15	31

20-0701	GUARDIAN ANGELS ELEMENTARY SCH	20-0701-001	GUARDIAN ANGELS ELEMENTARY SCH	08	20	18	0	0	0	0	0	1	0	0	20	19	39

20-0703	ST PAUL LUTHERAN ELEM SCHOOL	20-0703-001	ST PAUL LUTHERAN ELEM SCHOOL	PK	13	21	0	0	1	4	0	0	0	0	14	25	39

20-0703	ST PAUL LUTHERAN ELEM SCHOOL	20-0703-001	ST PAUL LUTHERAN ELEM SCHOOL	K	4	6	0	0	0	0	0	0	0	0	4	6	10

20-0703	ST PAUL LUTHERAN ELEM SCHOOL	20-0703-001	ST PAUL LUTHERAN ELEM SCHOOL	01	3	4	0	0	0	0	0	0	0	0	3	4	7

20-0703	ST PAUL LUTHERAN ELEM SCHOOL	20-0703-001	ST PAUL LUTHERAN ELEM SCHOOL	02	4	1	0	0	0	0	0	0	0	0	4	1	5

20-0703	ST PAUL LUTHERAN ELEM SCHOOL	20-0703-001	ST PAUL LUTHERAN ELEM SCHOOL	03	4	6	0	0	0	0	0	0	0	0	4	6	10

20-0703	ST PAUL LUTHERAN ELEM SCHOOL	20-0703-001	ST PAUL LUTHERAN ELEM SCHOOL	04	3	2	0	0	0	0	0	0	0	0	3	2	5

20-0703	ST PAUL LUTHERAN ELEM SCHOOL	20-0703-001	ST PAUL LUTHERAN ELEM SCHOOL	05	0	1	0	0	0	0	0	0	0	0	0	1	1

20-0703	ST PAUL LUTHERAN ELEM SCHOOL	20-0703-001	ST PAUL LUTHERAN ELEM SCHOOL	06	2	0	0	0	0	0	0	0	0	0	2	0	2

20-0703	ST PAUL LUTHERAN ELEM SCHOOL	20-0703-001	ST PAUL LUTHERAN ELEM SCHOOL	07	3	5	0	0	0	0	0	0	0	0	3	5	8

20-0703	ST PAUL LUTHERAN ELEM SCHOOL	20-0703-001	ST PAUL LUTHERAN ELEM SCHOOL	08	3	1	0	0	0	0	0	0	0	0	3	1	4

20-0704	WESTPOINT CENTRAL CATHOLIC HS	20-0704-001	WESTPOINT CENTRAL CATHOLIC HS	09	18	22	0	0	0	0	0	0	0	0	18	22	40

20-0704	WESTPOINT CENTRAL CATHOLIC HS	20-0704-001	WESTPOINT CENTRAL CATHOLIC HS	10	14	21	0	0	0	0	0	0	0	0	14	21	35

20-0704	WESTPOINT CENTRAL CATHOLIC HS	20-0704-001	WESTPOINT CENTRAL CATHOLIC HS	11	22	20	0	0	1	0	0	0	0	0	23	20	43

20-0704	WESTPOINT CENTRAL CATHOLIC HS	20-0704-001	WESTPOINT CENTRAL CATHOLIC HS	12	22	18	0	0	0	0	0	0	0	0	22	18	40

20-0706	ZION ST JOHN LUTHERAN SCHOOL	20-0706-001	ZION ST JOHN LUTHERAN SCHOOL	PK	2	2	0	0	0	0	0	0	0	0	2	2	4

20-0706	ZION ST JOHN LUTHERAN SCHOOL	20-0706-001	ZION ST JOHN LUTHERAN SCHOOL	K	0	2	0	0	0	1	0	0	0	0	0	3	3

20-0706	ZION ST JOHN LUTHERAN SCHOOL	20-0706-001	ZION ST JOHN LUTHERAN SCHOOL	02	2	0	0	0	0	0	0	0	0	0	2	0	2

20-0706	ZION ST JOHN LUTHERAN SCHOOL	20-0706-001	ZION ST JOHN LUTHERAN SCHOOL	03	1	1	0	0	0	0	0	0	0	0	1	1	2

20-0706	ZION ST JOHN LUTHERAN SCHOOL	20-0706-001	ZION ST JOHN LUTHERAN SCHOOL	04	0	2	0	0	0	0	0	0	0	0	0	2	2

20-0706	ZION ST JOHN LUTHERAN SCHOOL	20-0706-001	ZION ST JOHN LUTHERAN SCHOOL	05	0	1	0	0	0	0	0	0	0	0	0	1	1

20-0706	ZION ST JOHN LUTHERAN SCHOOL	20-0706-001	ZION ST JOHN LUTHERAN SCHOOL	06	1	0	0	0	0	0	0	0	0	0	1	0	1

20-0706	ZION ST JOHN LUTHERAN SCHOOL	20-0706-001	ZION ST JOHN LUTHERAN SCHOOL	07	1	0	0	0	0	0	0	0	0	0	1	0	1

20-0706	ZION ST JOHN LUTHERAN SCHOOL	20-0706-001	ZION ST JOHN LUTHERAN SCHOOL	08	0	2	0	0	0	0	0	0	0	0	0	2	2

20-0707	ZION LUTHERAN ELEMENTARY SCH	20-0707-001	ZION LUTHERAN ELEMENTARY SCH	K	1	1	0	0	0	0	0	1	0	0	1	2	3

20-0707	ZION LUTHERAN ELEMENTARY SCH	20-0707-001	ZION LUTHERAN ELEMENTARY SCH	01	2	1	0	0	0	0	0	0	0	0	2	1	3

20-0707	ZION LUTHERAN ELEMENTARY SCH	20-0707-001	ZION LUTHERAN ELEMENTARY SCH	02	0	1	0	0	0	0	0	0	0	0	0	1	1

20-0707	ZION LUTHERAN ELEMENTARY SCH	20-0707-001	ZION LUTHERAN ELEMENTARY SCH	03	0	2	0	0	0	0	0	0	0	0	0	2	2

20-0707	ZION LUTHERAN ELEMENTARY SCH	20-0707-001	ZION LUTHERAN ELEMENTARY SCH	04	3	2	0	0	0	0	0	0	0	0	3	2	5

20-0707	ZION LUTHERAN ELEMENTARY SCH	20-0707-001	ZION LUTHERAN ELEMENTARY SCH	05	1	1	0	0	0	0	0	0	0	0	1	1	2

20-0707	ZION LUTHERAN ELEMENTARY SCH	20-0707-001	ZION LUTHERAN ELEMENTARY SCH	06	2	2	0	0	0	0	0	0	0	0	2	2	4

20-0707	ZION LUTHERAN ELEMENTARY SCH	20-0707-001	ZION LUTHERAN ELEMENTARY SCH	07	1	0	0	0	0	0	0	0	0	0	1	0	1

20-0707	ZION LUTHERAN ELEMENTARY SCH	20-0707-001	ZION LUTHERAN ELEMENTARY SCH	08	1	1	0	0	0	0	0	0	0	0	1	1	2

21-0015	ANSELMO-MERNA PUBLIC SCHOOLS	21-0015-001	HIGH SCHOOL AT MERNA	07	8	16	0	0	1	0	0	0	0	0	9	16	25

21-0015	ANSELMO-MERNA PUBLIC SCHOOLS	21-0015-001	HIGH SCHOOL AT MERNA	08	11	14	0	0	1	0	0	0	0	0	12	14	26

21-0015	ANSELMO-MERNA PUBLIC SCHOOLS	21-0015-001	HIGH SCHOOL AT MERNA	09	2	13	0	0	0	1	0	0	0	0	2	14	16

21-0015	ANSELMO-MERNA PUBLIC SCHOOLS	21-0015-001	HIGH SCHOOL AT MERNA	10	16	8	0	0	0	0	0	0	0	1	16	9	25

21-0015	ANSELMO-MERNA PUBLIC SCHOOLS	21-0015-001	HIGH SCHOOL AT MERNA	11	13	14	0	0	0	0	0	0	0	0	13	14	27

21-0015	ANSELMO-MERNA PUBLIC SCHOOLS	21-0015-001	HIGH SCHOOL AT MERNA	12	9	14	0	0	0	0	0	0	0	0	9	14	23

21-0015	ANSELMO-MERNA PUBLIC SCHOOLS	21-0015-002	ELEMENTARY SCHOOL AT MERNA	K	9	7	0	0	0	0	0	0	0	0	9	7	16

21-0015	ANSELMO-MERNA PUBLIC SCHOOLS	21-0015-002	ELEMENTARY SCHOOL AT MERNA	01	7	8	0	0	1	0	0	0	0	0	8	8	16

21-0015	ANSELMO-MERNA PUBLIC SCHOOLS	21-0015-002	ELEMENTARY SCHOOL AT MERNA	02	6	8	0	0	0	0	0	0	0	0	6	8	14

21-0015	ANSELMO-MERNA PUBLIC SCHOOLS	21-0015-002	ELEMENTARY SCHOOL AT MERNA	03	8	9	0	0	0	0	0	0	0	0	8	9	17

21-0015	ANSELMO-MERNA PUBLIC SCHOOLS	21-0015-002	ELEMENTARY SCHOOL AT MERNA	04	6	11	0	0	0	1	0	0	0	0	6	12	18

21-0015	ANSELMO-MERNA PUBLIC SCHOOLS	21-0015-002	ELEMENTARY SCHOOL AT MERNA	05	6	9	0	0	0	0	0	0	0	0	6	9	15

21-0015	ANSELMO-MERNA PUBLIC SCHOOLS	21-0015-002	ELEMENTARY SCHOOL AT MERNA	06	4	9	0	0	0	0	0	0	0	0	4	9	13

21-0025	BROKEN BOW PUBLIC SCHOOLS	21-0025-001	BROKEN BOW HIGH SCHOOL	09	37	39	0	2	0	0	1	0	0	0	38	41	79

21-0025	BROKEN BOW PUBLIC SCHOOLS	21-0025-001	BROKEN BOW HIGH SCHOOL	10	41	33	0	0	0	1	0	0	1	0	42	34	76

21-0025	BROKEN BOW PUBLIC SCHOOLS	21-0025-001	BROKEN BOW HIGH SCHOOL	11	23	30	1	0	0	0	0	1	0	0	24	31	55

21-0025	BROKEN BOW PUBLIC SCHOOLS	21-0025-001	BROKEN BOW HIGH SCHOOL	12	27	43	1	0	0	0	2	0	0	0	30	43	73

21-0025	BROKEN BOW PUBLIC SCHOOLS	21-0025-003	CUSTER ELEMENTARY SCHOOL	03	32	35	0	0	1	1	0	0	1	1	34	37	71

21-0025	BROKEN BOW PUBLIC SCHOOLS	21-0025-003	CUSTER ELEMENTARY SCHOOL	04	25	30	0	0	0	2	0	0	0	0	25	32	57

21-0025	BROKEN BOW PUBLIC SCHOOLS	21-0025-003	CUSTER ELEMENTARY SCHOOL	05	25	36	0	0	0	1	1	0	0	0	26	37	63

21-0025	BROKEN BOW PUBLIC SCHOOLS	21-0025-004	NORTH PARK ELEMENTARY SCHOOL	K	22	30	0	0	1	0	0	0	0	0	23	30	53

21-0025	BROKEN BOW PUBLIC SCHOOLS	21-0025-004	NORTH PARK ELEMENTARY SCHOOL	01	38	23	0	0	0	5	0	0	0	0	38	28	66

21-0025	BROKEN BOW PUBLIC SCHOOLS	21-0025-004	NORTH PARK ELEMENTARY SCHOOL	02	23	32	0	0	1	1	0	0	0	0	24	33	57

21-0025	BROKEN BOW PUBLIC SCHOOLS	21-0025-005	SANDHILLS EDUC SERVICES COOP	PK	4	20	0	0	0	0	0	0	0	0	4	20	24

21-0025	BROKEN BOW PUBLIC SCHOOLS	21-0025-006	BROKEN BOW MIDDLE SCHOOL	06	25	38	0	0	1	1	1	0	1	0	28	39	67

21-0025	BROKEN BOW PUBLIC SCHOOLS	21-0025-006	BROKEN BOW MIDDLE SCHOOL	07	38	33	0	0	0	1	0	0	0	0	38	34	72

21-0025	BROKEN BOW PUBLIC SCHOOLS	21-0025-006	BROKEN BOW MIDDLE SCHOOL	08	38	29	0	0	0	0	1	0	0	0	39	29	68

21-0044	ANSLEY PUBLIC SCHOOLS	21-0044-001	ANSLEY HIGH SCHOOL	07	7	10	0	0	1	0	0	0	0	0	8	10	18

21-0044	ANSLEY PUBLIC SCHOOLS	21-0044-001	ANSLEY HIGH SCHOOL	08	11	5	0	0	0	0	0	0	0	0	11	5	16

21-0044	ANSLEY PUBLIC SCHOOLS	21-0044-001	ANSLEY HIGH SCHOOL	09	7	13	0	0	0	1	0	0	0	0	7	14	21

21-0044	ANSLEY PUBLIC SCHOOLS	21-0044-001	ANSLEY HIGH SCHOOL	10	6	9	0	0	0	0	1	0	0	0	7	9	16

21-0044	ANSLEY PUBLIC SCHOOLS	21-0044-001	ANSLEY HIGH SCHOOL	11	9	5	0	0	0	0	0	0	0	0	9	5	14

21-0044	ANSLEY PUBLIC SCHOOLS	21-0044-001	ANSLEY HIGH SCHOOL	12	12	8	0	0	2	0	0	0	0	0	14	8	22

21-0044	ANSLEY PUBLIC SCHOOLS	21-0044-002	ANSLEY ELEMENTARY SCHOOL	K	3	9	0	0	0	0	0	0	0	0	3	9	12

21-0044	ANSLEY PUBLIC SCHOOLS	21-0044-002	ANSLEY ELEMENTARY SCHOOL	01	6	8	0	0	0	0	0	0	1	0	7	8	15

21-0044	ANSLEY PUBLIC SCHOOLS	21-0044-002	ANSLEY ELEMENTARY SCHOOL	02	5	4	0	0	1	0	0	1	0	0	6	5	11

21-0044	ANSLEY PUBLIC SCHOOLS	21-0044-002	ANSLEY ELEMENTARY SCHOOL	03	1	5	0	0	0	0	0	0	0	0	1	5	6

21-0044	ANSLEY PUBLIC SCHOOLS	21-0044-002	ANSLEY ELEMENTARY SCHOOL	04	8	7	0	0	0	1	0	0	1	1	9	9	18

21-0044	ANSLEY PUBLIC SCHOOLS	21-0044-002	ANSLEY ELEMENTARY SCHOOL	05	9	8	0	0	0	1	0	0	0	0	9	9	18

21-0044	ANSLEY PUBLIC SCHOOLS	21-0044-002	ANSLEY ELEMENTARY SCHOOL	06	6	11	0	0	0	0	0	0	0	0	6	11	17

21-0075	TAPPAN VALLEY PUBLIC SCHOOL	21-0075-001	TAPPAN VALLEY PUBLIC SCHOOL	K	2	4	0	0	0	0	0	0	0	0	2	4	6

21-0075	TAPPAN VALLEY PUBLIC SCHOOL	21-0075-001	TAPPAN VALLEY PUBLIC SCHOOL	01	2	3	0	0	0	0	0	0	0	0	2	3	5

21-0075	TAPPAN VALLEY PUBLIC SCHOOL	21-0075-001	TAPPAN VALLEY PUBLIC SCHOOL	02	3	0	0	0	0	0	0	0	0	0	3	0	3

21-0075	TAPPAN VALLEY PUBLIC SCHOOL	21-0075-001	TAPPAN VALLEY PUBLIC SCHOOL	03	0	2	0	0	0	0	0	0	0	0	0	2	2

21-0075	TAPPAN VALLEY PUBLIC SCHOOL	21-0075-001	TAPPAN VALLEY PUBLIC SCHOOL	04	0	1	0	0	0	0	0	0	0	0	0	1	1

21-0075	TAPPAN VALLEY PUBLIC SCHOOL	21-0075-001	TAPPAN VALLEY PUBLIC SCHOOL	06	1	2	0	0	0	0	0	0	0	0	1	2	3

21-0075	TAPPAN VALLEY PUBLIC SCHOOL	21-0075-001	TAPPAN VALLEY PUBLIC SCHOOL	07	0	1	0	0	0	0	0	0	0	0	0	1	1

21-0084	SARGENT PUBLIC SCHOOLS	21-0084-001	SARGENT HIGH SCHOOL	07	3	16	0	1	0	1	0	0	0	0	3	18	21

21-0084	SARGENT PUBLIC SCHOOLS	21-0084-001	SARGENT HIGH SCHOOL	08	6	9	1	0	0	0	0	0	0	0	7	9	16

21-0084	SARGENT PUBLIC SCHOOLS	21-0084-001	SARGENT HIGH SCHOOL	09	7	9	0	0	0	0	0	0	0	0	7	9	16

21-0084	SARGENT PUBLIC SCHOOLS	21-0084-001	SARGENT HIGH SCHOOL	10	7	9	0	0	0	0	0	0	0	0	7	9	16

21-0084	SARGENT PUBLIC SCHOOLS	21-0084-001	SARGENT HIGH SCHOOL	11	8	10	0	0	0	0	0	0	0	0	8	10	18

21-0084	SARGENT PUBLIC SCHOOLS	21-0084-001	SARGENT HIGH SCHOOL	12	3	8	0	0	0	0	0	0	0	0	3	8	11

21-0084	SARGENT PUBLIC SCHOOLS	21-0084-002	SARGENT ELEMENTARY SCHOOL	K	4	6	0	0	0	0	0	0	0	0	4	6	10

21-0084	SARGENT PUBLIC SCHOOLS	21-0084-002	SARGENT ELEMENTARY SCHOOL	01	5	5	0	0	0	1	0	0	0	0	5	6	11

21-0084	SARGENT PUBLIC SCHOOLS	21-0084-002	SARGENT ELEMENTARY SCHOOL	02	6	8	1	0	0	0	0	0	0	0	7	8	15

21-0084	SARGENT PUBLIC SCHOOLS	21-0084-002	SARGENT ELEMENTARY SCHOOL	03	4	7	0	0	0	1	0	0	0	0	4	8	12

21-0084	SARGENT PUBLIC SCHOOLS	21-0084-002	SARGENT ELEMENTARY SCHOOL	04	3	11	0	0	0	0	0	0	0	0	3	11	14

21-0084	SARGENT PUBLIC SCHOOLS	21-0084-002	SARGENT ELEMENTARY SCHOOL	05	3	8	0	0	1	0	0	0	0	0	4	8	12

21-0084	SARGENT PUBLIC SCHOOLS	21-0084-002	SARGENT ELEMENTARY SCHOOL	06	12	7	0	1	0	1	0	0	0	0	12	9	21

21-0089	ARNOLD PUBLIC SCHOOLS	21-0089-001	ARNOLD HIGH SCHOOL	07	10	11	0	0	0	0	1	0	0	0	11	11	22

21-0089	ARNOLD PUBLIC SCHOOLS	21-0089-001	ARNOLD HIGH SCHOOL	08	14	6	0	0	0	0	0	0	0	0	14	6	20

21-0089	ARNOLD PUBLIC SCHOOLS	21-0089-001	ARNOLD HIGH SCHOOL	09	6	5	1	0	0	0	0	0	0	0	7	5	12

21-0089	ARNOLD PUBLIC SCHOOLS	21-0089-001	ARNOLD HIGH SCHOOL	10	12	7	0	0	0	0	0	0	0	0	12	7	19

21-0089	ARNOLD PUBLIC SCHOOLS	21-0089-001	ARNOLD HIGH SCHOOL	11	11	16	0	0	0	0	0	0	0	0	11	16	27

21-0089	ARNOLD PUBLIC SCHOOLS	21-0089-001	ARNOLD HIGH SCHOOL	12	5	13	0	0	0	0	0	0	0	0	5	13	18

21-0089	ARNOLD PUBLIC SCHOOLS	21-0089-002	ARNOLD ELEMENTARY SCHOOL	K	4	4	0	0	0	0	0	0	0	0	4	4	8

21-0089	ARNOLD PUBLIC SCHOOLS	21-0089-002	ARNOLD ELEMENTARY SCHOOL	01	7	5	0	0	0	0	0	0	0	0	7	5	12

21-0089	ARNOLD PUBLIC SCHOOLS	21-0089-002	ARNOLD ELEMENTARY SCHOOL	02	1	3	0	0	0	0	0	0	0	0	1	3	4

21-0089	ARNOLD PUBLIC SCHOOLS	21-0089-002	ARNOLD ELEMENTARY SCHOOL	03	6	6	0	0	0	0	0	0	0	0	6	6	12

21-0089	ARNOLD PUBLIC SCHOOLS	21-0089-002	ARNOLD ELEMENTARY SCHOOL	04	3	3	0	0	0	0	0	0	0	0	3	3	6

21-0089	ARNOLD PUBLIC SCHOOLS	21-0089-002	ARNOLD ELEMENTARY SCHOOL	05	3	7	0	0	0	0	0	0	0	0	3	7	10

21-0089	ARNOLD PUBLIC SCHOOLS	21-0089-002	ARNOLD ELEMENTARY SCHOOL	06	8	5	0	0	0	0	0	0	0	0	8	5	13

21-0153	NEW HOPE PUBLIC SCHOOL	21-0153-001	NEW HOPE PUBLIC SCHOOL	01	1	1	0	0	0	0	0	0	0	0	1	1	2

21-0153	NEW HOPE PUBLIC SCHOOL	21-0153-001	NEW HOPE PUBLIC SCHOOL	02	0	1	0	0	0	0	0	0	0	0	0	1	1

21-0153	NEW HOPE PUBLIC SCHOOL	21-0153-001	NEW HOPE PUBLIC SCHOOL	03	0	1	0	0	0	0	0	0	0	0	0	1	1

21-0153	NEW HOPE PUBLIC SCHOOL	21-0153-001	NEW HOPE PUBLIC SCHOOL	04	1	0	0	0	0	0	0	0	0	0	1	0	1

21-0153	NEW HOPE PUBLIC SCHOOL	21-0153-001	NEW HOPE PUBLIC SCHOOL	05	1	0	0	0	0	0	0	0	0	0	1	0	1

21-0164	ROUND HILL PUBLIC SCHOOL	21-0164-001	ROUND HILL PUBLIC SCHOOL	K	2	0	0	0	0	0	0	0	0	0	2	0	2

21-0164	ROUND HILL PUBLIC SCHOOL	21-0164-001	ROUND HILL PUBLIC SCHOOL	02	0	1	0	0	0	0	0	0	0	0	0	1	1

21-0164	ROUND HILL PUBLIC SCHOOL	21-0164-001	ROUND HILL PUBLIC SCHOOL	04	0	1	0	0	0	0	0	0	0	0	0	1	1

21-0164	ROUND HILL PUBLIC SCHOOL	21-0164-001	ROUND HILL PUBLIC SCHOOL	05	0	1	0	0	0	0	0	0	0	0	0	1	1

21-0164	ROUND HILL PUBLIC SCHOOL	21-0164-001	ROUND HILL PUBLIC SCHOOL	06	0	3	0	0	0	0	0	0	0	0	0	3	3

21-0169	MASON CITY PUBLIC SCHOOL	21-0169-001	MASON CITY PUBLIC SCHOOL	K	1	0	0	0	0	0	0	0	0	0	1	0	1

21-0169	MASON CITY PUBLIC SCHOOL	21-0169-001	MASON CITY PUBLIC SCHOOL	01	2	3	0	0	0	0	0	0	0	0	2	3	5

21-0169	MASON CITY PUBLIC SCHOOL	21-0169-001	MASON CITY PUBLIC SCHOOL	02	1	0	0	0	0	0	0	0	0	0	1	0	1

21-0169	MASON CITY PUBLIC SCHOOL	21-0169-001	MASON CITY PUBLIC SCHOOL	03	1	0	0	0	0	0	0	0	0	0	1	0	1

21-0169	MASON CITY PUBLIC SCHOOL	21-0169-001	MASON CITY PUBLIC SCHOOL	04	2	1	0	0	0	0	0	0	0	0	2	1	3

21-0169	MASON CITY PUBLIC SCHOOL	21-0169-001	MASON CITY PUBLIC SCHOOL	05	2	0	0	0	0	0	0	0	0	0	2	0	2

21-0169	MASON CITY PUBLIC SCHOOL	21-0169-001	MASON CITY PUBLIC SCHOOL	06	0	2	0	0	0	0	0	0	0	0	0	2	2

21-0169	MASON CITY PUBLIC SCHOOL	21-0169-001	MASON CITY PUBLIC SCHOOL	07	0	1	0	0	0	0	0	0	0	0	0	1	1

21-0169	MASON CITY PUBLIC SCHOOL	21-0169-001	MASON CITY PUBLIC SCHOOL	08	1	0	0	0	0	0	0	0	0	0	1	0	1

21-0180	CALLAWAY PUBLIC SCHOOLS	21-0180-001	CALLAWAY HIGH SCHOOL	07	17	8	0	0	0	0	0	0	0	0	17	8	25

21-0180	CALLAWAY PUBLIC SCHOOLS	21-0180-001	CALLAWAY HIGH SCHOOL	08	7	16	0	0	1	0	0	0	1	0	9	16	25

21-0180	CALLAWAY PUBLIC SCHOOLS	21-0180-001	CALLAWAY HIGH SCHOOL	09	16	3	0	0	0	0	0	0	0	0	16	3	19

21-0180	CALLAWAY PUBLIC SCHOOLS	21-0180-001	CALLAWAY HIGH SCHOOL	10	8	14	0	0	1	0	0	0	0	1	9	15	24

21-0180	CALLAWAY PUBLIC SCHOOLS	21-0180-001	CALLAWAY HIGH SCHOOL	11	13	9	0	0	0	0	0	0	0	0	13	9	22

21-0180	CALLAWAY PUBLIC SCHOOLS	21-0180-001	CALLAWAY HIGH SCHOOL	12	11	10	0	0	1	0	0	0	0	0	12	10	22

21-0180	CALLAWAY PUBLIC SCHOOLS	21-0180-002	CALLAWAY ELEMENTARY SCHOOL	K	3	5	0	0	1	1	0	0	0	0	4	6	10

21-0180	CALLAWAY PUBLIC SCHOOLS	21-0180-002	CALLAWAY ELEMENTARY SCHOOL	01	9	6	0	0	0	0	0	0	0	0	9	6	15

21-0180	CALLAWAY PUBLIC SCHOOLS	21-0180-002	CALLAWAY ELEMENTARY SCHOOL	02	6	6	0	0	0	0	0	0	0	0	6	6	12

21-0180	CALLAWAY PUBLIC SCHOOLS	21-0180-002	CALLAWAY ELEMENTARY SCHOOL	03	6	2	0	0	0	0	0	0	0	0	6	2	8

21-0180	CALLAWAY PUBLIC SCHOOLS	21-0180-002	CALLAWAY ELEMENTARY SCHOOL	04	9	7	0	0	1	0	0	0	0	0	10	7	17

