Type	School Year	County	District	School	Agency Name	Average Teacher Salary	Average Years of Teaching Experience	Masters Count	Percentage of Teachers with Master's Degrees	Teacher Count	White, Not Hispanic	Black, Not Hispanic	Hispanic	Asian / Pacific Islanders	American Indian / Alaskan Native
DI	19961997	17	0001	000	SIDNEY PUBLIC SCHOOLS	31438	15.36	15.36	0.2435	86.50					
DI	20012002	17	0001	000	SIDNEY PUBLIC SCHOOLS	35203	15.08	15.08	0.2111	87.88					
DI	20042005	17	0001	000	SIDNEY PUBLIC SCHOOLS	38210	14.20	14.20	0.2778	84.76	82	*	*	*	*
DI	20052006	17	0001	000	SIDNEY PUBLIC SCHOOLS	38418	13.49	13.49	0.3085	88.79	86	*	*	*	*
DI	20062007	17	0001	000	SIDNEY PUBLIC SCHOOLS	38982	14.50	14.50	0.3085	90.29	87	*	*	*	*
SC	19961997	17	0001	001	SIDNEY HIGH SCHOOL	30852	16.86	16.86	0.3143	28.19					
SC	20012002	17	0001	001	SIDNEY HIGH SCHOOL	35455	17.21	*	*	27.64					
SC	20042005	17	0001	001	SIDNEY HIGH SCHOOL	39708	15.34	15.34	0.4138	25.64	24	*	*	*	*
SC	20052006	17	0001	001	SIDNEY HIGH SCHOOL	39900	15.45	15.45	0.5172	26.24	25	*	*	*	*
SC	20062007	17	0001	001	SIDNEY HIGH SCHOOL	39442	15.75	15.75	0.5000	25.11	23	*	*	*	*
SC	19961997	17	0001	002	SIDNEY MIDDLE SCHOOL	31724	18.00	18.00	0.4583	15.46					
SC	20012002	17	0001	002	SIDNEY MIDDLE SCHOOL	34440	11.52	*	*	15.32					
SC	20042005	17	0001	002	SIDNEY MIDDLE SCHOOL	37436	11.23	*	*	13.78	13	*	*	*	*
SC	20052006	17	0001	002	SIDNEY MIDDLE SCHOOL	38661	11.86	*	*	14.09	14	*	*	*	*
SC	20062007	17	0001	002	SIDNEY MIDDLE SCHOOL	38937	12.14	*	*	14.09	14	*	*	*	*
SC	19961997	17	0001	003	CENTRAL ELEMENTARY SCHOOL	29249	11.82	*	*	*					
SC	20012002	17	0001	003	CENTRAL ELEMENTARY SCHOOL	33524	11.00	*	*	*					
SC	20042005	17	0001	003	CENTRAL ELEMENTARY SCHOOL	37410	15.44	*	*	*	*	*	*	*	*
SC	20052006	17	0001	003	CENTRAL ELEMENTARY SCHOOL	38347	11.20	*	*	*	*	*	*	*	*
SC	20062007	17	0001	003	CENTRAL ELEMENTARY SCHOOL	40253	12.89	*	*	*	*	*	*	*	*
SC	19961997	17	0001	004	NORTH WARD ELEMENTARY SCHOOL	29710	11.93	*	*	10.37					
SC	20012002	17	0001	004	NORTH WARD ELEMENTARY SCHOOL	35880	17.25	*	*	*					
SC	20042005	17	0001	004	NORTH WARD ELEMENTARY SCHOOL	37265	13.12	*	*	12.55	13	*	*	*	*
SC	20052006	17	0001	004	NORTH WARD ELEMENTARY SCHOOL	37256	13.20	*	*	15.18	15	*	*	*	*
SC	20062007	17	0001	004	NORTH WARD ELEMENTARY SCHOOL	39601	16.71	*	*	13.05	13	*	*	*	*
SC	19961997	17	0001	005	SOUTH WARD ELEMENTARY SCHOOL	30174	15.07	*	*	11.83					
SC	20012002	17	0001	005	SOUTH WARD ELEMENTARY SCHOOL	34296	13.11	*	*	14.73					
SC	20042005	17	0001	005	SOUTH WARD ELEMENTARY SCHOOL	35293	11.17	*	*	13.95	14	*	*	*	*
SC	20052006	17	0001	005	SOUTH WARD ELEMENTARY SCHOOL	35491	10.20	*	*	15.25	15	*	*	*	*
SC	20062007	17	0001	005	SOUTH WARD ELEMENTARY SCHOOL	36391	12.65	*	*	16.05	16	*	*	*	*
SC	19961997	17	0001	006	WEST ELEMENTARY SCHOOL	30899	13.93	*	*	12.57					
SC	20012002	17	0001	006	WEST ELEMENTARY SCHOOL	31329	8.94	*	*	12.22					
SC	20042005	17	0001	006	WEST ELEMENTARY SCHOOL	35596	12.88	*	*	12.71	12	*	*	*	*
SC	20052006	17	0001	006	WEST ELEMENTARY SCHOOL	37425	13.56	*	*	11.81	11	*	*	*	*
SC	20062007	17	0001	006	WEST ELEMENTARY SCHOOL	38114	14.63	*	*	11.94	11	*	*	*	*
SC	20062007	17	0001	007	LORENZO SCHOOL	40955	12.57	*	*	*	*	*	*	*	*
DI	19961997	17	0003	000	LEYTON PUBLIC SCHOOLS	28648	15.52	*	*	22.97					
DI	20012002	17	0003	000	LEYTON PUBLIC SCHOOLS	34128	16.73	*	*	23.13					
DI	20042005	17	0003	000	LEYTON PUBLIC SCHOOLS	34052	16.14	*	*	25.35	25	*	*	*	*
DI	20052006	17	0003	000	LEYTON PUBLIC SCHOOLS	35806	17.00	*	*	24.56	25	*	*	*	*
DI	20062007	17	0003	000	LEYTON PUBLIC SCHOOLS	36648	16.82	*	*	26.01	26	*	*	*	*
SC	19961997	17	0003	001	LEYTON HIGH SCHOOL	27278	14.29	*	*	10.04					
SC	20012002	17	0003	001	LEYTON HIGH SCHOOL	30685	14.79	*	*	10.25					
SC	20042005	17	0003	001	LEYTON HIGH SCHOOL	32756	13.63	*	*	11.18	11	*	*	*	*
SC	20052006	17	0003	001	LEYTON HIGH SCHOOL	35190	13.86	*	*	10.60	11	*	*	*	*
SC	20062007	17	0003	001	LEYTON HIGH SCHOOL	36805	14.00	*	*	11.60	11	*	*	*	*
SC	19961997	17	0003	003	LEYTON ELEMENTARY	28454	16.53	*	*	12.93					
SC	20012002	17	0003	003	LEYTON ELEMENTARY	36373	18.25	*	*	12.88					
SC	20042005	17	0003	003	LEYTON ELEMENTARY	34575	16.44	*	*	14.17	14	*	*	*	*
SC	20052006	17	0003	003	LEYTON ELEMENTARY	35203	17.71	*	*	13.96	14	*	*	*	*
SC	20062007	17	0003	003	LEYTON ELEMENTARY	36735	18.31	*	*	13.41	13	*	*	*	*
SC	20062007	17	0003	004	BROADWATER ELEMENTARY SCHOOL	30734	23.00	*	*	*	*	*	*	*	*
DI	19961997	17	0009	000	POTTER-DIX PUBLIC SCHOOLS	29698	18.66	*	*	22.25					
DI	20012002	17	0009	000	POTTER-DIX PUBLIC SCHOOLS	34117	20.15	*	*	22.23					
DI	20042005	17	0009	000	POTTER-DIX PUBLIC SCHOOLS	37036	21.32	*	*	22.12	22	*	*	*	*
DI	20052006	17	0009	000	POTTER-DIX PUBLIC SCHOOLS	37500	19.84	*	*	22.00	22	*	*	*	*
DI	20062007	17	0009	000	POTTER-DIX PUBLIC SCHOOLS	36489	17.92	*	*	21.25	21	*	*	*	*
SC	19961997	17	0009	001	POTTER-DIX JR/SR HIGH SCHOOL	29945	17.79	*	*	*					
SC	20012002	17	0009	001	POTTER-DIX JR/SR HIGH SCHOOL	34743	21.94	*	*	10.38					
SC	20042005	17	0009	001	POTTER-DIX JR/SR HIGH SCHOOL	37789	22.50	*	*	12.37	12	*	*	*	*
SC	20052006	17	0009	001	POTTER-DIX JR/SR HIGH SCHOOL	37353	20.27	*	*	12.50	13	*	*	*	*
SC	20062007	17	0009	001	POTTER-DIX JR/SR HIGH SCHOOL	34223	16.36	*	*	11.75	12	*	*	*	*
SC	19961997	17	0009	003	POTTER-DIX ELEMENTARY SCHOOL	28619	15.86	*	*	*					
SC	20012002	17	0009	003	POTTER-DIX ELEMENTARY SCHOOL	30429	18.29	*	*	*					
SC	20042005	17	0009	003	POTTER-DIX ELEMENTARY SCHOOL	35977	17.58	*	*	*	10	*	*	*	*
SC	20052006	17	0009	003	POTTER-DIX ELEMENTARY SCHOOL	37824	18.58	*	*	*	10	*	*	*	*
SC	20062007	17	0009	003	POTTER-DIX ELEMENTARY SCHOOL	37130	19.50	*	*	*	10	*	*	*	*
DI	19961997	18	0002	000	SUTTON PUBLIC SCHOOLS	30142	17.93	17.93	0.4048	34.75					
DI	20012002	18	0002	000	SUTTON PUBLIC SCHOOLS	37844	18.57	18.57	0.4865	36.25					
DI	20042005	18	0002	000	SUTTON PUBLIC SCHOOLS	36416	19.00	19.00	0.4571	34.38	34	*	*	*	*
DI	20052006	18	0002	000	SUTTON PUBLIC SCHOOLS	36841	18.49	18.49	0.3243	36.38	36	*	*	*	*
DI	20062007	18	0002	000	SUTTON PUBLIC SCHOOLS	38903	19.18	19.18	0.4359	37.65	38	*	*	*	*
SC	19961997	18	0002	001	SUTTON SECONDARY SCHOOL	29948	17.68	*	*	18.26					
SC	20012002	18	0002	001	SUTTON SECONDARY SCHOOL	39624	18.62	18.62	0.5714	16.58					
SC	20042005	18	0002	001	SUTTON SECONDARY SCHOOL	36079	17.70	17.70	0.5500	15.16	15	*	*	*	*
SC	20052006	18	0002	001	SUTTON SECONDARY SCHOOL	35565	15.86	*	*	16.53	17	*	*	*	*
SC	20062007	18	0002	001	SUTTON SECONDARY SCHOOL	38739	16.81	16.81	0.5238	16.98	17	*	*	*	*
SC	19961997	18	0002	002	SUTTON ELEMENTARY SCHOOL	29236	18.20	18.20	0.5000	16.49					
SC	20012002	18	0002	002	SUTTON ELEMENTARY SCHOOL	36167	19.91	19.91	0.5217	19.67					
SC	20042005	18	0002	002	SUTTON ELEMENTARY SCHOOL	35925	18.81	*	*	19.22	19	*	*	*	*
SC	20052006	18	0002	002	SUTTON ELEMENTARY SCHOOL	37204	18.86	*	*	19.85	20	*	*	*	*
SC	20062007	18	0002	002	SUTTON ELEMENTARY SCHOOL	39131	20.92	20.92	0.3846	20.67	21	*	*	*	*
DI	19961997	18	0011	000	HARVARD PUBLIC SCHOOLS	29835	16.25	*	*	26.61					
DI	20012002	18	0011	000	HARVARD PUBLIC SCHOOLS	36950	20.04	*	*	22.24					
DI	20042005	18	0011	000	HARVARD PUBLIC SCHOOLS	37194	17.08	*	*	22.62	23	*	*	*	*
DI	20052006	18	0011	000	HARVARD PUBLIC SCHOOLS	36132	16.92	*	*	23.25	23	*	*	*	*
DI	20062007	18	0011	000	HARVARD PUBLIC SCHOOLS	36566	16.19	*	*	23.75	24	*	*	*	*
SC	19961997	18	0011	001	HARVARD HIGH SCHOOL	29557	16.78	*	*	14.11					
SC	20012002	18	0011	001	HARVARD HIGH SCHOOL	36139	17.56	*	*	10.76					
SC	20042005	18	0011	001	HARVARD HIGH SCHOOL	36360	14.75	*	*	10.89	11	*	*	*	*
SC	20052006	18	0011	001	HARVARD HIGH SCHOOL	33920	13.69	*	*	11.27	11	*	*	*	*
SC	20062007	18	0011	001	HARVARD HIGH SCHOOL	34443	12.67	*	*	11.22	11	*	*	*	*
SC	19961997	18	0011	002	HARVARD ELEMENTARY SCHOOL	30048	15.57	*	*	12.50					
SC	20012002	18	0011	002	HARVARD ELEMENTARY SCHOOL	37325	20.57	*	*	11.48					
SC	20042005	18	0011	002	HARVARD ELEMENTARY SCHOOL	39390	18.47	*	*	11.73	12	*	*	*	*
SC	20052006	18	0011	002	HARVARD ELEMENTARY SCHOOL	37088	17.44	*	*	11.98	12	*	*	*	*
SC	20062007	18	0011	002	HARVARD ELEMENTARY SCHOOL	37051	17.75	*	*	12.53	13	*	*	*	*
DI	19961997	18	0070	000	CLAY CENTER PUBLIC SCHOOLS	28769	20.07	*	*	22.43					
DI	20012002	18	0070	000	CLAY CENTER PUBLIC SCHOOLS	33876	26.64	*	*	20.32					
DI	20042005	18	0070	000	CLAY CENTER PUBLIC SCHOOLS	34436	22.35	*	*	20.55	21	*	*	*	*
DI	20052006	18	0070	000	CLAY CENTER PUBLIC SCHOOLS	35807	22.09	*	*	20.95	21	*	*	*	*
DI	20062007	18	0070	000	CLAY CENTER PUBLIC SCHOOLS	37776	23.29	*	*	20.77	21	*	*	*	*
SC	19961997	18	0070	001	CLAY CENTER HIGH SCHOOL	28738	18.00	*	*	12.42					
SC	20012002	18	0070	001	CLAY CENTER HIGH SCHOOL	34178	25.75	*	*	10.10					
SC	20042005	18	0070	001	CLAY CENTER HIGH SCHOOL	33270	17.63	*	*	11.14	11	*	*	*	*
SC	20052006	18	0070	001	CLAY CENTER HIGH SCHOOL	35301	18.63	*	*	11.27	11	*	*	*	*
SC	20062007	18	0070	001	CLAY CENTER HIGH SCHOOL	37263	21.87	*	*	10.89	11	*	*	*	*
SC	19961997	18	0070	002	CLAY CENTER ELEMENTARY SCHOOL	28826	22.46	*	*	10.01					
SC	20012002	18	0070	002	CLAY CENTER ELEMENTARY SCHOOL	33344	28.00	*	*	10.22					
SC	20042005	18	0070	002	CLAY CENTER ELEMENTARY SCHOOL	35337	25.67	*	*	*	*	*	*	*	*
SC	20052006	18	0070	002	CLAY CENTER ELEMENTARY SCHOOL	36335	25.13	*	*	*	10	*	*	*	*
SC	20062007	18	0070	002	CLAY CENTER ELEMENTARY SCHOOL	38647	25.53	*	*	*	10	*	*	*	*
DI	19961997	19	0039	000	LEIGH COMMUNITY SCHOOLS	25115	14.66	*	*	21.96					
DI	20012002	19	0039	000	LEIGH COMMUNITY SCHOOLS	31164	19.26	*	*	20.31					
DI	20042005	19	0039	000	LEIGH COMMUNITY SCHOOLS	31064	15.95	*	*	19.06	19	*	*	*	*
DI	20052006	19	0039	000	LEIGH COMMUNITY SCHOOLS	32829	16.29	*	*	19.06	19	*	*	*	*
DI	20062007	19	0039	000	LEIGH COMMUNITY SCHOOLS	34813	16.40	*	*	18.06	18	*	*	*	*
SC	19961997	19	0039	001	LEIGH HIGH SCHOOL	24828	12.07	*	*	12.20					
SC	20012002	19	0039	001	LEIGH HIGH SCHOOL	30201	16.50	*	*	11.66					
SC	20042005	19	0039	001	LEIGH HIGH SCHOOL	29599	13.15	*	*	10.87	11	*	*	*	*
SC	20052006	19	0039	001	LEIGH HIGH SCHOOL	32627	13.54	*	*	10.62	11	*	*	*	*
SC	20062007	19	0039	001	LEIGH HIGH SCHOOL	34331	14.15	*	*	10.62	11	*	*	*	*
SC	19961997	19	0039	002	LEIGH ELEMENTARY SCHOOL	26182	17.43	*	*	*					
SC	20012002	19	0039	002	LEIGH ELEMENTARY SCHOOL	31348	21.67	*	*	*					
SC	20042005	19	0039	002	LEIGH ELEMENTARY SCHOOL	32713	20.00	*	*	*	*	*	*	*	*
SC	20052006	19	0039	002	LEIGH ELEMENTARY SCHOOL	32495	19.60	*	*	*	*	*	*	*	*
SC	20062007	19	0039	002	LEIGH ELEMENTARY SCHOOL	35853	19.56	*	*	*	*	*	*	*	*
DI	19961997	19	0058	000	CLARKSON PUBLIC SCHOOLS	26465	13.74	*	*	17.82					
DI	20012002	19	0058	000	CLARKSON PUBLIC SCHOOLS	30329	17.14	*	*	19.63					
DI	20042005	19	0058	000	CLARKSON PUBLIC SCHOOLS	32050	15.12	*	*	20.61	21	*	*	*	*
DI	20052006	19	0058	000	CLARKSON PUBLIC SCHOOLS	32539	14.21	*	*	21.38	21	*	*	*	*
DI	20062007	19	0058	000	CLARKSON PUBLIC SCHOOLS	34148	14.33	*	*	21.21	21	*	*	*	*
SC	19961997	19	0058	001	CLARKSON JR-SR HIGH SCHOOL	27406	15.93	*	*	11.00					
SC	20012002	19	0058	001	CLARKSON JR-SR HIGH SCHOOL	31885	20.29	*	*	10.88					
SC	20042005	19	0058	001	CLARKSON JR-SR HIGH SCHOOL	34081	16.75	*	*	10.47	10	*	*	*	*
SC	20052006	19	0058	001	CLARKSON JR-SR HIGH SCHOOL	33164	14.80	*	*	11.49	11	*	*	*	*
SC	20062007	19	0058	001	CLARKSON JR-SR HIGH SCHOOL	34233	14.20	*	*	11.25	11	*	*	*	*
SC	19961997	19	0058	002	CLARKSON ELEMENTARY SCHOOL	25802	10.33	*	*	*					
SC	20012002	19	0058	002	CLARKSON ELEMENTARY SCHOOL	30458	15.17	*	*	*					
SC	20042005	19	0058	002	CLARKSON ELEMENTARY SCHOOL	31801	15.40	*	*	10.14	10	*	*	*	*
SC	20052006	19	0058	002	CLARKSON ELEMENTARY SCHOOL	32815	15.23	*	*	*	10	*	*	*	*
SC	20062007	19	0058	002	CLARKSON ELEMENTARY SCHOOL	34920	16.46	*	*	*	10	*	*	*	*
DI	19961997	19	0059	000	HOWELLS PUBLIC SCHOOLS	30253	21.16	*	*	17.67					
DI	20012002	19	0059	000	HOWELLS PUBLIC SCHOOLS	34200	24.21	*	*	17.38					
DI	20042005	19	0059	000	HOWELLS PUBLIC SCHOOLS	33590	20.75	*	*	18.38	18	*	*	*	*
DI	20052006	19	0059	000	HOWELLS PUBLIC SCHOOLS	33801	19.29	*	*	19.38	19	*	*	*	*
DI	20062007	19	0059	000	HOWELLS PUBLIC SCHOOLS	43441	19.95	*	*	18.61	19	*	*	*	*
SC	19961997	19	0059	001	HOWELLS JR/SR HIGH SCHOOL	30855	20.69	*	*	11.96					
SC	20012002	19	0059	001	HOWELLS JR/SR HIGH SCHOOL	34500	24.57	*	*	11.01					
SC	20042005	19	0059	001	HOWELLS JR/SR HIGH SCHOOL	34329	21.75	*	*	12.12	12	*	*	*	*
SC	20052006	19	0059	001	HOWELLS JR/SR HIGH SCHOOL	34276	19.65	*	*	12.50	13	*	*	*	*
SC	20062007	19	0059	001	HOWELLS JR/SR HIGH SCHOOL	43562	20.25	*	*	12.87	13	*	*	*	*
SC	19961997	19	0059	003	HOWELLS ELEMENTARY SCHOOL	29644	22.00	*	*	*					
SC	20012002	19	0059	003	HOWELLS ELEMENTARY SCHOOL	34875	27.55	*	*	*					
SC	20042005	19	0059	003	HOWELLS ELEMENTARY SCHOOL	33920	18.70	*	*	*	*	*	*	*	*
SC	20052006	19	0059	003	HOWELLS ELEMENTARY SCHOOL	32088	18.40	*	*	*	*	*	*	*	*
SC	20062007	19	0059	003	HOWELLS ELEMENTARY SCHOOL	42085	18.78	*	*	*	*	*	*	*	*
DI	19961997	19	0123	000	SCHUYLER COMMUNITY SCHOOLS	32884	16.67	16.67	0.3667	28.31					
DI	20012002	19	0123	000	SCHUYLER COMMUNITY SCHOOLS	38134	14.65	14.65	0.3824	31.98					
DI	20042005	19	0123	000	SCHUYLER COMMUNITY SCHOOLS	40995	16.47	16.47	0.3824	32.23	32	*	*	*	*
DI	20052006	19	0123	000	SCHUYLER COMMUNITY SCHOOLS	41771	16.75	16.75	0.4444	32.93	33	*	*	*	*
DI	20062007	19	0123	000	SCHUYLER COMMUNITY SCHOOLS	41498	16.11	16.11	0.2951	118.61	119	*	*	*	*
SC	19961997	19	0123	001	SCHUYLER CENTRAL HIGH SCHOOL	32645	16.67	16.67	0.3667	28.31					
SC	20012002	19	0123	001	SCHUYLER CENTRAL HIGH SCHOOL	38134	14.65	14.65	0.3824	31.98					
SC	20042005	19	0123	001	SCHUYLER CENTRAL HIGH SCHOOL	40995	16.47	16.47	0.3824	32.23	32	*	*	*	*
SC	20052006	19	0123	001	SCHUYLER CENTRAL HIGH SCHOOL	41771	16.75	16.75	0.4444	32.93	33	*	*	*	*
SC	20062007	19	0123	001	SCHUYLER CENTRAL HIGH SCHOOL	43655	18.33	18.33	0.4167	33.19	33	*	*	*	*
SC	20062007	19	0123	002	RICHLAND ELEMENTARY SCHOOL	43134	20.88	*	*	*	*	*	*	*	*
SC	20062007	19	0123	003	SCHUYLER NORTH WARD ELEMENTARY	36768	10.80	*	*	18.77	19	*	*	*	*
SC	20062007	19	0123	004	SCHUYLER WEST WARD ELEMENTARY	42467	16.60	16.60	0.3462	49.30	49	*	*	*	*
SC	20062007	19	0123	005	SCHUYLER ELEMENTARY-FISHER'S	39631	16.17	*	*	*	*	*	*	*	*
SC	20062007	19	0123	006	SCHUYLER ELEMENTARY 4R	42929	22.00	*	*	*	*	*	*	*	*
SC	20062007	19	0123	007	SCHUYLER ELEMENTARY-GARFIELD	45136	21.80	*	*	*	*	*	*	*	*
DI	19961997	20	0001	000	WEST POINT PUBLIC SCHOOLS	29502	18.68	18.68	0.1887	50.96					
DI	20012002	20	0001	000	WEST POINT PUBLIC SCHOOLS	34614	17.79	*	*	51.87					
DI	20042005	20	0001	000	WEST POINT PUBLIC SCHOOLS	40237	19.54	*	*	52.00	52	*	*	*	*
DI	20052006	20	0001	000	WEST POINT PUBLIC SCHOOLS	40673	19.25	19.25	0.2364	53.12	53	*	*	*	*
DI	20062007	20	0001	000	WEST POINT PUBLIC SCHOOLS	40961	18.31	18.31	0.2615	61.63	62	*	*	*	*
SC	19961997	20	0001	001	WEST POINT-BEEMER JR/SR HIGH	29486	18.07	*	*	26.15					
SC	20012002	20	0001	001	WEST POINT-BEEMER JR/SR HIGH	34137	17.57	*	*	28.12					
SC	20042005	20	0001	001	WEST POINT-BEEMER JR/SR HIGH	39811	19.90	*	*	28.12	28	*	*	*	*
SC	20052006	20	0001	001	WEST POINT-BEEMER JR/SR HIGH	41612	21.16	*	*	28.24	28	*	*	*	*
SC	20062007	20	0001	001	WEST POINT-BEEMER JR/SR HIGH	41178	19.09	*	*	27.68	28	*	*	*	*
SC	19961997	20	0001	002	WEST POINT ELEMENTARY SCHOOL	29354	19.31	*	*	24.81					
SC	20012002	20	0001	002	WEST POINT ELEMENTARY SCHOOL	34279	16.88	*	*	23.75					
SC	20042005	20	0001	002	WEST POINT ELEMENTARY SCHOOL	40642	18.12	*	*	23.88	24	*	*	*	*
SC	20052006	20	0001	002	WEST POINT ELEMENTARY SCHOOL	39021	16.12	*	*	24.88	25	*	*	*	*
SC	20062007	20	0001	002	WEST POINT ELEMENTARY SCHOOL	39546	16.57	*	*	26.38	26	*	*	*	*
SC	20062007	20	0001	003	BEEMER ELEMENTARY SCHOOL	42841	18.22	*	*	*	*	*	*	*	*
DI	19961997	20	0020	000	BANCROFT-ROSALIE COMM SCHOOLS	26773	11.72	*	*	21.43					
DI	20012002	20	0020	000	BANCROFT-ROSALIE COMM SCHOOLS	31536	13.85	*	*	22.88					
DI	20042005	20	0020	000	BANCROFT-ROSALIE COMM SCHOOLS	33920	13.92	*	*	21.90	22	*	*	*	*
DI	20052006	20	0020	000	BANCROFT-ROSALIE COMM SCHOOLS	33996	13.17	*	*	21.25	21	*	*	*	*
DI	20062007	20	0020	000	BANCROFT-ROSALIE COMM SCHOOLS	36166	14.42	14.42	0.4231	23.25	23	*	*	*	*
SC	19961997	20	0020	001	HIGH SCHOOL AT BANCROFT	27075	9.75	*	*	*					
SC	20012002	20	0020	001	HIGH SCHOOL AT BANCROFT	33392	13.50	*	*	*					
SC	20042005	20	0020	001	HIGH SCHOOL AT BANCROFT	36080	15.31	*	*	*	*	*	*	*	*
SC	20052006	20	0020	001	HIGH SCHOOL AT BANCROFT	35746	13.93	*	*	*	*	*	*	*	*
SC	20062007	20	0020	001	HIGH SCHOOL AT BANCROFT	37666	15.63	*	*	*	*	*	*	*	*
SC	20012002	20	0020	005	JUNIOR HIGH SCH AT BANCROFT	32834	13.31	*	*	*					
SC	20042005	20	0020	005	JUNIOR HIGH SCH AT BANCROFT	35424	13.82	*	*	*	*	*	*	*	*
SC	20052006	20	0020	005	JUNIOR HIGH SCH AT BANCROFT	34169	10.44	*	*	*	*	*	*	*	*
SC	20062007	20	0020	005	JUNIOR HIGH SCH AT BANCROFT	36761	12.90	*	*	*	*	*	*	*	*
SC	20012002	20	0020	006	ELEMENTARY SCHOOL AT BANCROFT	30533	13.93	*	*	10.40					
SC	20042005	20	0020	006	ELEMENTARY SCHOOL AT BANCROFT	31942	12.75	*	*	*	10	*	*	*	*
SC	20052006	20	0020	006	ELEMENTARY SCHOOL AT BANCROFT	31510	10.58	*	*	*	10	*	*	*	*
SC	20062007	20	0020	006	ELEMENTARY SCHOOL AT BANCROFT	34408	12.46	*	*	10.70	11	*	*	*	*
DI	19961997	20	0030	000	WISNER-PILGER PUBLIC SCHOOLS	32928	18.09	18.09	0.3404	34.80					
DI	20012002	20	0030	000	WISNER-PILGER PUBLIC SCHOOLS	39712	18.47	18.47	0.4474	36.27					
DI	20042005	20	0030	000	WISNER-PILGER PUBLIC SCHOOLS	39806	18.21	18.21	0.3947	36.82	37	*	*	*	*
DI	20052006	20	0030	000	WISNER-PILGER PUBLIC SCHOOLS	40971	18.97	18.97	0.3947	37.40	37	*	*	*	*
DI	20062007	20	0030	000	WISNER-PILGER PUBLIC SCHOOLS	42500	19.79	19.79	0.3947	37.40	37	*	*	*	*
SC	19961997	20	0030	001	HIGH SCHOOL AT WISNER	34719	18.76	18.76	0.5238	17.27					
SC	20012002	20	0030	001	HIGH SCHOOL AT WISNER	41904	18.50	18.50	0.5500	17.26					
SC	20042005	20	0030	001	HIGH SCHOOL AT WISNER	40670	20.10	20.10	0.5500	17.16	17	*	*	*	*
SC	20052006	20	0030	001	HIGH SCHOOL AT WISNER	41613	21.10	21.10	0.5500	17.74	18	*	*	*	*
SC	20062007	20	0030	001	HIGH SCHOOL AT WISNER	42552	20.90	20.90	0.5238	18.74	19	*	*	*	*
SC	19961997	20	0030	002	WISNER-PILGER ELEM SCHOOL	30731	19.56	*	*	12.00					
SC	20012002	20	0030	002	WISNER-PILGER ELEM SCHOOL	37546	19.14	*	*	12.42					
SC	20042005	20	0030	002	WISNER-PILGER ELEM SCHOOL	39603	19.33	*	*	13.42	13	*	*	*	*
SC	20052006	20	0030	002	WISNER-PILGER ELEM SCHOOL	40615	20.33	*	*	13.42	13	*	*	*	*
SC	20062007	20	0030	002	WISNER-PILGER ELEM SCHOOL	42069	21.33	*	*	13.42	13	*	*	*	*
SC	19961997	20	0030	003	WISNER-PILGER MIDDLE SCHOOL	29410	14.30	*	*	*					
SC	20012002	20	0030	003	WISNER-PILGER MIDDLE SCHOOL	38142	20.30	*	*	*					
SC	20042005	20	0030	003	WISNER-PILGER MIDDLE SCHOOL	36151	14.33	*	*	*	*	*	*	*	*
SC	20052006	20	0030	003	WISNER-PILGER MIDDLE SCHOOL	37469	14.33	*	*	*	*	*	*	*	*
SC	20062007	20	0030	003	WISNER-PILGER MIDDLE SCHOOL	40569	16.75	*	*	*	*	*	*	*	*
DI	19961997	21	0015	000	ANSELMO-MERNA PUBLIC SCHOOLS	28670	20.43	*	*	23.95					
DI	20012002	21	0015	000	ANSELMO-MERNA PUBLIC SCHOOLS	32908	16.69	*	*	23.75					
DI	20042005	21	0015	000	ANSELMO-MERNA PUBLIC SCHOOLS	33608	15.17	*	*	25.56	26	*	*	*	*
DI	20052006	21	0015	000	ANSELMO-MERNA PUBLIC SCHOOLS	37862	17.07	*	*	23.41	23	*	*	*	*
DI	20062007	21	0015	000	ANSELMO-MERNA PUBLIC SCHOOLS	35292	16.52	*	*	27.04	27	*	*	*	*
SC	19961997	21	0015	001	ANSELMO-MERNA HIGH SCHOOL	29013	20.00	*	*	12.72					
SC	20012002	21	0015	001	ANSELMO-MERNA HIGH SCHOOL	34753	17.59	*	*	13.89					
SC	20042005	21	0015	001	ANSELMO-MERNA HIGH SCHOOL	34087	16.50	*	*	14.14	14	*	*	*	*
SC	20052006	21	0015	001	ANSELMO-MERNA HIGH SCHOOL	37459	18.41	*	*	13.16	13	*	*	*	*
SC	20062007	21	0015	001	ANSELMO-MERNA HIGH SCHOOL	35231	17.89	*	*	14.46	14	*	*	*	*
SC	19961997	21	0015	002	ANSELMO-MERNA ELEMENTARY-MERNA	28061	21.00	*	*	11.23					
SC	20012002	21	0015	002	ANSELMO-MERNA ELEMENTARY-MERNA	30648	13.50	*	*	10.86					
SC	20042005	21	0015	002	ANSELMO-MERNA ELEMENTARY-MERNA	32841	13.29	*	*	11.42	11	*	*	*	*
SC	20052006	21	0015	002	ANSELMO-MERNA ELEMENTARY-MERNA	37640	15.83	*	*	10.25	10	*	*	*	*
SC	20062007	21	0015	002	ANSELMO-MERNA ELEMENTARY-MERNA	35583	12.85	*	*	10.55	11	*	*	*	*
SC	20062007	21	0015	003	ANSELMO-MERNA ELEMENTARY-GATES	28000	12.33	*	*	*	*	*	*	*	*
DI	19961997	21	0025	000	BROKEN BOW PUBLIC SCHOOLS	30215	16.82	16.82	0.3133	61.19					
