Type	School Year	County	District	School	Agency Name	Average Teacher Salary	Average Years of Teaching Experience	Masters Count	Percentage of Teachers with Master's Degrees	Teacher Count	White, Not Hispanic	Black, Not Hispanic	Hispanic	Asian / Pacific Islanders	American Indian / Alaskan Native
SC	19951996	21	0025	001	BROKEN BOW HIGH SCHOOL	30128	16.50	16.50	0.4000	20.07					
SC	20002001	21	0025	001	BROKEN BOW HIGH SCHOOL	32448	16.18	16.18	0.3929	20.37					
SC	20032004	21	0025	001	BROKEN BOW HIGH SCHOOL	40149	17.77	17.77	0.5000	19.02	19	*	*	*	*
SC	20042005	21	0025	001	BROKEN BOW HIGH SCHOOL	39424	17.64	17.64	0.5200	18.95	19	*	*	*	*
SC	20052006	21	0025	001	BROKEN BOW HIGH SCHOOL	38753	15.69	15.69	0.4483	20.91	21	*	*	*	*
SC	19951996	21	0025	003	CUSTER ELEMENTARY SCHOOL	29775	14.12	*	*	14.74					
SC	20002001	21	0025	003	CUSTER ELEMENTARY SCHOOL	35816	19.00	*	*	15.14					
SC	20032004	21	0025	003	CUSTER ELEMENTARY SCHOOL	40698	23.50	*	*	12.14	12	*	*	*	*
SC	20042005	21	0025	003	CUSTER ELEMENTARY SCHOOL	39995	21.93	*	*	12.64	13	*	*	*	*
SC	20052006	21	0025	003	CUSTER ELEMENTARY SCHOOL	41962	21.50	*	*	13.64	14	*	*	*	*
SC	19951996	21	0025	004	NORTH PARK ELEMENTARY SCHOOL	29570	14.33	*	*	13.00					
SC	20002001	21	0025	004	NORTH PARK ELEMENTARY SCHOOL	35358	19.63	*	*	13.57					
SC	20032004	21	0025	004	NORTH PARK ELEMENTARY SCHOOL	41031	20.75	*	*	14.40	14	*	*	*	*
SC	20042005	21	0025	004	NORTH PARK ELEMENTARY SCHOOL	40115	18.76	*	*	14.55	15	*	*	*	*
SC	20052006	21	0025	004	NORTH PARK ELEMENTARY SCHOOL	41101	20.87	*	*	13.68	14	*	*	*	*
SC	19951996	21	0025	006	BROKEN BOW MIDDLE SCHOOL	29420	14.54	*	*	13.18					
SC	20002001	21	0025	006	BROKEN BOW MIDDLE SCHOOL	32146	15.80	*	*	15.28					
SC	20032004	21	0025	006	BROKEN BOW MIDDLE SCHOOL	40393	16.26	*	*	12.43	12	*	*	*	*
SC	20042005	21	0025	006	BROKEN BOW MIDDLE SCHOOL	37279	14.91	*	*	12.43	12	*	*	*	*
SC	20052006	21	0025	006	BROKEN BOW MIDDLE SCHOOL	37703	14.83	*	*	12.88	13	*	*	*	*
DI	19951996	21	0044	000	ANSLEY PUBLIC SCHOOLS	29069	13.40	*	*	21.35					
DI	20002001	21	0044	000	ANSLEY PUBLIC SCHOOLS	29422	12.05	*	*	18.99					
DI	20032004	21	0044	000	ANSLEY PUBLIC SCHOOLS	33672	12.48	*	*	21.95	22	*	*	*	*
DI	20042005	21	0044	000	ANSLEY PUBLIC SCHOOLS	33651	13.48	*	*	21.46	21	*	*	*	*
DI	20052006	21	0044	000	ANSLEY PUBLIC SCHOOLS	35690	13.48	*	*	19.43	19	*	*	*	*
SC	19951996	21	0044	001	ANSLEY HIGH SCHOOL	30159	15.75	*	*	12.41					
SC	20002001	21	0044	001	ANSLEY HIGH SCHOOL	30635	13.27	*	*	10.66					
SC	20032004	21	0044	001	ANSLEY HIGH SCHOOL	33153	13.44	*	*	10.59	11	*	*	*	*
SC	20042005	21	0044	001	ANSLEY HIGH SCHOOL	34423	14.44	*	*	10.98	11	*	*	*	*
SC	20052006	21	0044	001	ANSLEY HIGH SCHOOL	37479	12.81	*	*	10.29	10	*	*	*	*
SC	19951996	21	0044	002	ANSLEY ELEMENTARY SCHOOL	28141	10.71	*	*	*					
SC	20002001	21	0044	002	ANSLEY ELEMENTARY SCHOOL	28996	11.87	*	*	*					
SC	20032004	21	0044	002	ANSLEY ELEMENTARY SCHOOL	34121	12.65	*	*	11.36	11	*	*	*	*
SC	20042005	21	0044	002	ANSLEY ELEMENTARY SCHOOL	33419	13.56	*	*	10.48	10	*	*	*	*
SC	20052006	21	0044	002	ANSLEY ELEMENTARY SCHOOL	34494	14.77	*	*	*	*	*	*	*	*
DI	19951996	21	0075	000	TAPPAN VALLEY PUBLIC SCHOOL	*	5.00	*	*	*					
DI	20002001	21	0075	000	TAPPAN VALLEY PUBLIC SCHOOL	25636	10.00	*	*	*					
SC	19951996	21	0075	001	TAPPAN VALLEY PUBLIC SCHOOL	*	5.00	*	*	*					
SC	20002001	21	0075	001	TAPPAN VALLEY PUBLIC SCHOOL	*	10.00	*	*	*					
DI	19951996	21	0084	000	SARGENT PUBLIC SCHOOLS	29003	15.67	*	*	20.15					
DI	20002001	21	0084	000	SARGENT PUBLIC SCHOOLS	31525	16.35	*	*	19.65					
DI	20032004	21	0084	000	SARGENT PUBLIC SCHOOLS	34617	16.63	*	*	18.62	19	*	*	*	*
DI	20042005	21	0084	000	SARGENT PUBLIC SCHOOLS	36035	17.68	*	*	18.12	18	*	*	*	*
DI	20052006	21	0084	000	SARGENT PUBLIC SCHOOLS	37835	17.95	*	*	18.12	18	*	*	*	*
SC	19951996	21	0084	001	SARGENT HIGH SCHOOL	29580	15.69	*	*	10.53					
SC	20002001	21	0084	001	SARGENT HIGH SCHOOL	30972	15.50	*	*	10.03					
SC	20032004	21	0084	001	SARGENT HIGH SCHOOL	33910	14.75	*	*	10.24	10	*	*	*	*
SC	20042005	21	0084	001	SARGENT HIGH SCHOOL	35754	15.83	*	*	*	10	*	*	*	*
SC	20052006	21	0084	001	SARGENT HIGH SCHOOL	37388	15.67	*	*	*	10	*	*	*	*
SC	19951996	21	0084	002	SARGENT ELEMENTARY SCHOOL	27770	15.64	*	*	*					
SC	20002001	21	0084	002	SARGENT ELEMENTARY SCHOOL	32389	18.09	*	*	*					
SC	20032004	21	0084	002	SARGENT ELEMENTARY SCHOOL	35056	18.50	*	*	*	*	*	*	*	*
SC	20042005	21	0084	002	SARGENT ELEMENTARY SCHOOL	36752	19.60	*	*	*	*	*	*	*	*
SC	20052006	21	0084	002	SARGENT ELEMENTARY SCHOOL	38943	20.60	*	*	*	*	*	*	*	*
DI	19951996	21	0089	000	ARNOLD PUBLIC SCHOOLS	29543	15.00	*	*	19.88					
DI	20002001	21	0089	000	ARNOLD PUBLIC SCHOOLS	31984	15.65	*	*	18.13					
DI	20032004	21	0089	000	ARNOLD PUBLIC SCHOOLS	38163	16.67	*	*	18.39	18	*	*	*	*
DI	20042005	21	0089	000	ARNOLD PUBLIC SCHOOLS	38948	17.14	*	*	18.73	19	*	*	*	*
DI	20052006	21	0089	000	ARNOLD PUBLIC SCHOOLS	40063	16.67	*	*	18.73	19	*	*	*	*
SC	19951996	21	0089	001	ARNOLD HIGH SCHOOL	30729	15.62	*	*	10.68					
SC	20002001	21	0089	001	ARNOLD HIGH SCHOOL	30349	12.69	*	*	*					
SC	20032004	21	0089	001	ARNOLD HIGH SCHOOL	37436	15.73	*	*	*	10	*	*	*	*
SC	20042005	21	0089	001	ARNOLD HIGH SCHOOL	37950	16.00	*	*	10.05	10	*	*	*	*
SC	20052006	21	0089	001	ARNOLD HIGH SCHOOL	38503	14.93	*	*	*	10	*	*	*	*
SC	19951996	21	0089	002	ARNOLD ELEMENTARY SCHOOL	28999	14.38	*	*	*					
SC	20002001	21	0089	002	ARNOLD ELEMENTARY SCHOOL	33505	19.67	*	*	*					
SC	20032004	21	0089	002	ARNOLD ELEMENTARY SCHOOL	39322	19.67	*	*	*	*	*	*	*	*
SC	20042005	21	0089	002	ARNOLD ELEMENTARY SCHOOL	40394	20.67	*	*	*	*	*	*	*	*
SC	20052006	21	0089	002	ARNOLD ELEMENTARY SCHOOL	40511	18.15	*	*	*	*	*	*	*	*
DI	19951996	21	0153	000	NEW HOPE PUBLIC SCHOOL	*	1.00	*	*	*					
DI	20002001	21	0153	000	NEW HOPE PUBLIC SCHOOL	18000	16.00	*	*	*					
SC	19951996	21	0153	001	NEW HOPE PUBLIC SCHOOL	*	1.00	*	*	*					
SC	20002001	21	0153	001	NEW HOPE PUBLIC SCHOOL	*	16.00	*	*	*					
DI	19951996	21	0164	000	ROUND HILL PUBLIC SCHOOL	*	18.00	*	*	*					
DI	20002001	21	0164	000	ROUND HILL PUBLIC SCHOOL	24500	20.00	*	*	*					
DI	20032004	21	0164	000	ROUND HILL PUBLIC SCHOOL	27775	23.00	*	*	*	*	*	*	*	*
DI	20042005	21	0164	000	ROUND HILL PUBLIC SCHOOL	28800	17.50	*	*	*	*	*	*	*	*
DI	20052006	21	0164	000	ROUND HILL PUBLIC SCHOOL	29800	18.50	*	*	*	*	*	*	*	*
SC	19951996	21	0164	001	ROUND HILL PUBLIC SCHOOL	*	18.00	*	*	*					
SC	20002001	21	0164	001	ROUND HILL PUBLIC SCHOOL	*	20.00	*	*	*					
SC	20032004	21	0164	001	ROUND HILL PUBLIC SCHOOL	27775	23.00	*	*	*	*	*	*	*	*
SC	20042005	21	0164	001	ROUND HILL PUBLIC SCHOOL	28800	17.50	*	*	*	*	*	*	*	*
SC	20052006	21	0164	001	ROUND HILL PUBLIC SCHOOL	29800	18.50	*	*	*	*	*	*	*	*
DI	19951996	21	0169	000	MASON CITY PUBLIC SCHOOL	18583	11.80	*	*	*					
DI	20002001	21	0169	000	MASON CITY PUBLIC SCHOOL	21389	21.00	*	*	*					
SC	19951996	21	0169	001	MASON CITY PUBLIC SCHOOL	18583	11.80	*	*	*					
SC	20002001	21	0169	001	MASON CITY PUBLIC SCHOOL	21389	21.00	*	*	*					
DI	19951996	21	0180	000	CALLAWAY PUBLIC SCHOOLS	26666	13.32	*	*	22.60					
DI	20002001	21	0180	000	CALLAWAY PUBLIC SCHOOLS	30687	14.86	*	*	20.50					
DI	20032004	21	0180	000	CALLAWAY PUBLIC SCHOOLS	37272	16.84	*	*	22.64	23	*	*	*	*
DI	20042005	21	0180	000	CALLAWAY PUBLIC SCHOOLS	37598	17.58	*	*	21.73	22	*	*	*	*
DI	20052006	21	0180	000	CALLAWAY PUBLIC SCHOOLS	38641	18.76	*	*	21.72	22	*	*	*	*
SC	19951996	21	0180	001	CALLAWAY HIGH SCHOOL	25981	13.47	*	*	12.95					
SC	20002001	21	0180	001	CALLAWAY HIGH SCHOOL	30158	14.36	*	*	11.12					
SC	20032004	21	0180	001	CALLAWAY HIGH SCHOOL	37063	16.87	*	*	12.23	12	*	*	*	*
SC	20042005	21	0180	001	CALLAWAY HIGH SCHOOL	36936	16.47	*	*	12.23	12	*	*	*	*
SC	20052006	21	0180	001	CALLAWAY HIGH SCHOOL	37828	17.40	*	*	12.00	12	*	*	*	*
SC	19951996	21	0180	002	CALLAWAY ELEMENTARY SCHOOL	26339	13.14	*	*	*					
SC	20002001	21	0180	002	CALLAWAY ELEMENTARY SCHOOL	31550	13.69	*	*	11.89					
SC	20032004	21	0180	002	CALLAWAY ELEMENTARY SCHOOL	37249	16.80	*	*	10.41	10	*	*	*	*
SC	20042005	21	0180	002	CALLAWAY ELEMENTARY SCHOOL	38131	17.80	*	*	*	10	*	*	*	*
SC	20052006	21	0180	002	CALLAWAY ELEMENTARY SCHOOL	39338	19.13	*	*	*	10	*	*	*	*
DI	19951996	21	0234	000	BERWYN PUBLIC SCHOOL	18538	2.25	*	*	*					
DI	20002001	21	0234	000	BERWYN PUBLIC SCHOOL	18733	8.50	*	*	*					
SC	19951996	21	0234	001	BERWYN PUBLIC SCHOOL	18538	2.25	*	*	*					
SC	20002001	21	0234	001	BERWYN PUBLIC SCHOOL	18733	6.00	*	*	*					
DI	19951996	21	0256	000	OCONTO PUBLIC SCHOOL	19500	2.67	*	*	*					
DI	20002001	21	0256	000	OCONTO PUBLIC SCHOOL	25577	8.50	*	*	*					
DI	20032004	21	0256	000	OCONTO PUBLIC SCHOOL	28550	9.00	*	*	*	*	*	*	*	*
DI	20042005	21	0256	000	OCONTO PUBLIC SCHOOL	29000	10.00	*	*	*	*	*	*	*	*
DI	20052006	21	0256	000	OCONTO PUBLIC SCHOOL	29000	11.00	*	*	*	*	*	*	*	*
SC	19951996	21	0256	001	OCONTO PUBLIC SCHOOL	19500	2.67	*	*	*					
SC	20002001	21	0256	001	OCONTO PUBLIC SCHOOL	25577	8.50	*	*	*					
SC	20032004	21	0256	001	OCONTO PUBLIC SCHOOL	28550	9.00	*	*	*	*	*	*	*	*
SC	20042005	21	0256	001	OCONTO PUBLIC SCHOOL	29000	10.00	*	*	*	*	*	*	*	*
SC	20052006	21	0256	001	OCONTO PUBLIC SCHOOL	29000	11.00	*	*	*	*	*	*	*	*
DI	19951996	21	0523	000	GATES PUBLIC SCHOOL	21667	7.67	*	*	*					
DI	20002001	21	0523	000	GATES PUBLIC SCHOOL	24083	14.00	*	*	*					
SC	19951996	21	0523	001	GATES PUBLIC SCHOOL	21667	7.67	*	*	*					
SC	20002001	21	0523	001	GATES PUBLIC SCHOOL	24083	14.00	*	*	*					
DI	19951996	22	0004	000	JACKSON PUBLIC SCHOOL	19732	6.17	*	*	*					
DI	20002001	22	0004	000	JACKSON PUBLIC SCHOOL	19580	2.00	*	*	*					
DI	20032004	22	0004	000	JACKSON PUBLIC SCHOOL	23716	3.20	*	*	*	*	*	*	*	*
DI	20042005	22	0004	000	JACKSON PUBLIC SCHOOL	26460	7.33	*	*	*	*	*	*	*	*
DI	20052006	22	0004	000	JACKSON PUBLIC SCHOOL	26987	7.14	*	*	*	*	*	*	*	*
SC	19951996	22	0004	001	JACKSON PUBLIC SCHOOL	19660	6.17	*	*	*					
SC	20002001	22	0004	001	JACKSON PUBLIC SCHOOL	19580	2.00	*	*	*					
SC	20032004	22	0004	001	JACKSON PUBLIC SCHOOL	23716	3.20	*	*	*	*	*	*	*	*
SC	20042005	22	0004	001	JACKSON PUBLIC SCHOOL	26460	7.33	*	*	*	*	*	*	*	*
SC	20052006	22	0004	001	JACKSON PUBLIC SCHOOL	26987	7.14	*	*	*	*	*	*	*	*
DI	19951996	22	0011	000	SO SIOUX CITY COMMUNITY SCHS	31075	16.11	16.11	0.3706	166.44					
DI	20002001	22	0011	000	SO SIOUX CITY COMMUNITY SCHS	34229	14.50	14.50	0.3500	214.52					
DI	20032004	22	0011	000	SO SIOUX CITY COMMUNITY SCHS	37977	13.71	13.71	0.3506	243.09	242	*	*	*	*
DI	20042005	22	0011	000	SO SIOUX CITY COMMUNITY SCHS	37173	13.46	13.46	0.3678	255.08	255	*	*	*	*
DI	20052006	22	0011	000	SO SIOUX CITY COMMUNITY SCHS	42019	14.03	14.03	0.4704	261.14	261	*	*	*	*
SC	19951996	22	0011	001	SOUTH SIOUX SENIOR HIGH SCHOOL	32887	16.23	16.23	0.4857	33.72					
SC	20002001	22	0011	001	SOUTH SIOUX SENIOR HIGH SCHOOL	35516	16.09	16.09	0.3953	40.57					
SC	20032004	22	0011	001	SOUTH SIOUX SENIOR HIGH SCHOOL	39277	14.56	14.56	0.4098	59.54	60	*	*	*	*
SC	20042005	22	0011	001	SOUTH SIOUX SENIOR HIGH SCHOOL	38588	14.19	14.19	0.4444	61.66	62	*	*	*	*
SC	20052006	22	0011	001	SOUTH SIOUX SENIOR HIGH SCHOOL	42867	14.81	14.81	0.4853	65.27	65	*	*	*	*
SC	19951996	22	0011	003	SOUTH SIOUX CITY MIDDLE SCHOOL	29259	15.25	*	*	25.45					
SC	20002001	22	0011	003	SOUTH SIOUX CITY MIDDLE SCHOOL	33952	15.69	*	*	26.50					
SC	20032004	22	0011	003	SOUTH SIOUX CITY MIDDLE SCHOOL	39214	14.65	14.65	0.3889	52.30	52	*	*	*	*
SC	20042005	22	0011	003	SOUTH SIOUX CITY MIDDLE SCHOOL	38375	14.76	14.76	0.4138	56.50	57	*	*	*	*
SC	20052006	22	0011	003	SOUTH SIOUX CITY MIDDLE SCHOOL	43466	14.73	14.73	0.4915	56.64	57	*	*	*	*
SC	19951996	22	0011	004	E N SWETT ELEMENTARY SCHOOL	29896	15.85	*	*	13.99					
SC	20002001	22	0011	004	E N SWETT ELEMENTARY SCHOOL	34891	14.40	*	*	15.87					
SC	20032004	22	0011	004	E N SWETT ELEMENTARY SCHOOL	34871	14.47	*	*	12.67	13	*	*	*	*
SC	20042005	22	0011	004	E N SWETT ELEMENTARY SCHOOL	34761	14.89	*	*	12.92	13	*	*	*	*
SC	20052006	22	0011	004	E N SWETT ELEMENTARY SCHOOL	40274	15.83	*	*	11.70	12	*	*	*	*
SC	19951996	22	0011	005	HARNEY ELEMENTARY SCHOOL	31866	18.28	*	*	12.78					
SC	20002001	22	0011	005	HARNEY ELEMENTARY SCHOOL	32989	12.89	12.89	0.3929	26.84					
SC	20032004	22	0011	005	HARNEY ELEMENTARY SCHOOL	37320	11.22	11.22	0.3125	30.00	30	*	*	*	*
SC	20042005	22	0011	005	HARNEY ELEMENTARY SCHOOL	36638	11.78	11.78	0.3438	30.70	31	*	*	*	*
SC	20052006	22	0011	005	HARNEY ELEMENTARY SCHOOL	41958	12.47	12.47	0.6176	30.55	31	*	*	*	*
SC	19951996	22	0011	006	LEWIS & CLARK ELEMENTARY SCH	32406	19.17	*	*	13.14					
SC	20002001	22	0011	006	LEWIS & CLARK ELEMENTARY SCH	31743	15.22	*	*	20.33					
SC	20032004	22	0011	006	LEWIS & CLARK ELEMENTARY SCH	37376	14.21	*	*	20.30	20	*	*	*	*
SC	20042005	22	0011	006	LEWIS & CLARK ELEMENTARY SCH	35574	12.88	*	*	20.67	21	*	*	*	*
SC	20052006	22	0011	006	LEWIS & CLARK ELEMENTARY SCH	40763	13.58	*	*	20.18	20	*	*	*	*
SC	19951996	22	0011	007	DAKOTA CITY ELEMENTARY SCHOOL	32454	19.26	*	*	13.69					
SC	20002001	22	0011	007	DAKOTA CITY ELEMENTARY SCHOOL	35459	16.67	*	*	16.93					
SC	20032004	22	0011	007	DAKOTA CITY ELEMENTARY SCHOOL	37296	14.36	*	*	20.74	20	*	*	*	*
SC	20042005	22	0011	007	DAKOTA CITY ELEMENTARY SCHOOL	37170	14.40	*	*	20.41	20	*	*	*	*
SC	20052006	22	0011	007	DAKOTA CITY ELEMENTARY SCHOOL	40913	14.44	14.44	0.4800	19.14	19	*	*	*	*
SC	19951996	22	0011	008	CARDINAL ELEMENTARY SCHOOL	29568	13.83	*	*	13.67					
SC	20002001	22	0011	008	CARDINAL ELEMENTARY SCHOOL	33879	13.79	13.79	0.5000	19.93					
SC	20032004	22	0011	008	CARDINAL ELEMENTARY SCHOOL	36872	13.48	*	*	20.08	20	*	*	*	*
SC	20042005	22	0011	008	CARDINAL ELEMENTARY SCHOOL	36452	11.72	*	*	21.75	22	*	*	*	*
SC	20052006	22	0011	008	CARDINAL ELEMENTARY SCHOOL	40923	11.76	11.76	0.4848	26.56	27	*	*	*	*
SC	20002001	22	0011	009	BRYAN SCHOOL	*	5.00	*	*	*					
SC	20032004	22	0011	009	BRYAN SCHOOL	33768	8.00	*	*	*	*	*	*	*	*
SC	20042005	22	0011	009	BRYAN SCHOOL	33768	9.00	*	*	*	*	*	*	*	*
SC	20052006	22	0011	009	BRYAN SCHOOL	37881	9.00	*	*	*	*	*	*	*	*
SC	20032004	22	0011	010	SIOUX LAND FAMILY CENTER	36708	10.67	*	*	*	*	*	*	*	*
SC	20042005	22	0011	010	SIOUX LAND FAMILY CENTER	34655	10.00	*	*	*	*	*	*	*	*
SC	20052006	22	0011	010	SIOUX LAND FAMILY CENTER	39185	11.50	*	*	*	*	*	*	*	*
SC	20032004	22	0011	011	COVINGTON ELEMENTARY SCHOOL	37790	14.18	14.18	0.3929	23.46	23	*	*	*	*
SC	20042005	22	0011	011	COVINGTON ELEMENTARY SCHOOL	37272	15.00	15.00	0.4063	25.47	25	*	*	*	*
SC	20052006	22	0011	011	COVINGTON ELEMENTARY SCHOOL	41572	14.41	14.41	0.4412	26.10	26	*	*	*	*
DI	19951996	22	0031	000	HOMER COMMUNITY SCHOOLS	30852	15.06	*	*	28.63					
DI	20002001	22	0031	000	HOMER COMMUNITY SCHOOLS	33194	15.54	*	*	27.70					
DI	20032004	22	0031	000	HOMER COMMUNITY SCHOOLS	34837	16.16	16.16	0.3125	30.92	31	*	*	*	*
DI	20042005	22	0031	000	HOMER COMMUNITY SCHOOLS	37273	17.32	17.32	0.3871	29.92	30	*	*	*	*
DI	20052006	22	0031	000	HOMER COMMUNITY SCHOOLS	39085	18.13	18.13	0.6452	29.92	30	*	*	*	*
SC	19951996	22	0031	001	HOMER HIGH SCHOOL	30891	14.78	*	*	15.63					
SC	20002001	22	0031	001	HOMER HIGH SCHOOL	33266	15.53	*	*	15.50					
SC	20032004	22	0031	001	HOMER HIGH SCHOOL	35086	16.89	*	*	15.95	16	*	*	*	*
SC	20042005	22	0031	001	HOMER HIGH SCHOOL	37085	17.89	*	*	15.95	16	*	*	*	*
SC	20052006	22	0031	001	HOMER HIGH SCHOOL	38905	18.58	18.58	0.5789	15.85	16	*	*	*	*
SC	19951996	22	0031	002	HOMER ELEMENTARY SCHOOL	31739	15.35	*	*	13.00					
SC	20002001	22	0031	002	HOMER ELEMENTARY SCHOOL	33018	16.50	*	*	12.20					
SC	20032004	22	0031	002	HOMER ELEMENTARY SCHOOL	35033	16.89	*	*	14.97	15	*	*	*	*
SC	20042005	22	0031	002	HOMER ELEMENTARY SCHOOL	37704	18.24	*	*	13.97	14	*	*	*	*
SC	20052006	22	0031	002	HOMER ELEMENTARY SCHOOL	39399	18.88	18.88	0.6471	14.07	14	*	*	*	*
DI	19951996	23	0002	000	CHADRON PUBLIC SCHOOLS	32872	14.58	14.58	0.5263	63.37					
DI	20002001	23	0002	000	CHADRON PUBLIC SCHOOLS	36638	15.22	15.22	0.6119	64.55					
DI	20032004	23	0002	000	CHADRON PUBLIC SCHOOLS	39036	16.15	16.15	0.5455	64.44	64	*	*	*	*
DI	20042005	23	0002	000	CHADRON PUBLIC SCHOOLS	39466	16.22	16.22	0.5147	66.06	65	*	*	*	*
DI	20052006	23	0002	000	CHADRON PUBLIC SCHOOLS	41125	16.96	16.96	0.5507	67.20	66	*	*	*	*
SC	19951996	23	0002	001	CHADRON SENIOR HIGH SCHOOL	33888	15.29	15.29	0.4583	19.68					
SC	20002001	23	0002	001	CHADRON SENIOR HIGH SCHOOL	37317	14.56	14.56	0.5556	23.05					
SC	20032004	23	0002	001	CHADRON SENIOR HIGH SCHOOL	37860	15.48	15.48	0.5185	23.19	23	*	*	*	*
SC	20042005	23	0002	001	CHADRON SENIOR HIGH SCHOOL	38121	15.07	15.07	0.4815	24.06	24	*	*	*	*
SC	20052006	23	0002	001	CHADRON SENIOR HIGH SCHOOL	41318	16.39	16.39	0.6786	25.20	25	*	*	*	*
SC	19951996	23	0002	002	CHADRON EAST WARD ELEMENTARY	33988	15.94	15.94	0.7059	15.10					
SC	20002001	23	0002	002	CHADRON EAST WARD ELEMENTARY	36122	16.28	16.28	0.6111	16.71					
SC	20032004	23	0002	002	CHADRON EAST WARD ELEMENTARY	41748	18.50	18.50	0.6875	14.71	15	*	*	*	*
SC	20042005	23	0002	002	CHADRON EAST WARD ELEMENTARY	41108	18.29	18.29	0.5882	16.21	15	*	*	*	*
SC	20052006	23	0002	002	CHADRON EAST WARD ELEMENTARY	41823	17.56	*	*	15.26	14	*	*	*	*
SC	19951996	23	0002	003	CHADRON MIDDLE SCHOOL	33294	13.29	13.29	0.5833	19.53					
SC	20002001	23	0002	003	CHADRON MIDDLE SCHOOL	37283	15.14	15.14	0.6190	17.67					
SC	20032004	23	0002	003	CHADRON MIDDLE SCHOOL	38063	14.55	14.55	0.4545	19.42	19	*	*	*	*
SC	20042005	23	0002	003	CHADRON MIDDLE SCHOOL	39356	15.38	15.38	0.4762	19.17	19	*	*	*	*
SC	20052006	23	0002	003	CHADRON MIDDLE SCHOOL	40394	15.95	15.95	0.5000	19.00	19	*	*	*	*
SC	19951996	23	0002	004	KENWOOD ELEMENTARY SCHOOL	29184	13.73	*	*	*					
SC	20002001	23	0002	004	KENWOOD ELEMENTARY SCHOOL	35597	14.78	*	*	*					
SC	20032004	23	0002	004	KENWOOD ELEMENTARY SCHOOL	35468	12.44	*	*	*	*	*	*	*	*
SC	20042005	23	0002	004	KENWOOD ELEMENTARY SCHOOL	36972	15.00	*	*	*	*	*	*	*	*
SC	20052006	23	0002	004	KENWOOD ELEMENTARY SCHOOL	38841	17.44	*	*	*	*	*	*	*	*
DI	19951996	23	0003	000	ALPHA PUBLIC SCHOOL	*	15.50	*	*	*					
DI	20002001	23	0003	000	ALPHA PUBLIC SCHOOL	19750	15.00	*	*	*					
DI	20032004	23	0003	000	ALPHA PUBLIC SCHOOL	23590	4.00	*	*	*	*	*	*	*	*
DI	20042005	23	0003	000	ALPHA PUBLIC SCHOOL	25000	3.50	*	*	*	*	*	*	*	*
DI	20052006	23	0003	000	ALPHA PUBLIC SCHOOL	25927	8.67	*	*	*	*	*	*	*	*
SC	19951996	23	0003	001	ALPHA PUBLIC SCHOOL	*	15.50	*	*	*					
SC	20002001	23	0003	001	ALPHA PUBLIC SCHOOL	19750	2.50	*	*	*					
SC	20032004	23	0003	001	ALPHA PUBLIC SCHOOL	23590	4.00	*	*	*	*	*	*	*	*
SC	20042005	23	0003	001	ALPHA PUBLIC SCHOOL	25000	3.50	*	*	*	*	*	*	*	*
SC	20052006	23	0003	001	ALPHA PUBLIC SCHOOL	25927	8.67	*	*	*	*	*	*	*	*
DI	19951996	23	0028	000	VALLEY STAR PUBLIC SCHOOL	20257	4.67	*	*	*					
DI	20002001	23	0028	000	VALLEY STAR PUBLIC SCHOOL	21250	11.67	*	*	*					
DI	20032004	23	0028	000	VALLEY STAR PUBLIC SCHOOL	24600	1.50	*	*	*	*	*	*	*	*
DI	20042005	23	0028	000	VALLEY STAR PUBLIC SCHOOL	25850	2.50	*	*	*	*	*	*	*	*
SC	19951996	23	0028	001	VALLEY STAR PUBLIC SCHOOL	20257	4.67	*	*	*					
SC	20002001	23	0028	001	VALLEY STAR PUBLIC SCHOOL	21250	16.50	*	*	*					
SC	20032004	23	0028	001	VALLEY STAR PUBLIC SCHOOL	24600	1.50	*	*	*	*	*	*	*	*
SC	20042005	23	0028	001	VALLEY STAR PUBLIC SCHOOL	25850	2.50	*	*	*	*	*	*	*	*
DI	19951996	23	0039	000	BELMONT PUBLIC SCHOOL	19875	3.00	*	*	*					
DI	20002001	23	0039	000	BELMONT PUBLIC SCHOOL	23250	21.00	*	*	*					
DI	20032004	23	0039	000	BELMONT PUBLIC SCHOOL	24000	18.00	*	*	*	*	*	*	*	*
DI	20042005	23	0039	000	BELMONT PUBLIC SCHOOL	24000	19.00	*	*	*	*	*	*	*	*
DI	20052006	23	0039	000	BELMONT PUBLIC SCHOOL	26000	20.00	*	*	*	*	*	*	*	*
SC	19951996	23	0039	001	BELMONT PUBLIC SCHOOL	19875	3.00	*	*	*					
SC	20002001	23	0039	001	BELMONT PUBLIC SCHOOL	23250	21.00	*	*	*					
SC	20032004	23	0039	001	BELMONT PUBLIC SCHOOL	24000	18.00	*	*	*	*	*	*	*	*
SC	20042005	23	0039	001	BELMONT PUBLIC SCHOOL	24000	19.00	*	*	*	*	*	*	*	*
SC	20052006	23	0039	001	BELMONT PUBLIC SCHOOL	26000	20.00	*	*	*	*	*	*	*	*
DI	19951996	23	0041	000	TABLE CENTER PUBLIC SCHOOL	*	4.00	*	*	*					
DI	20002001	23	0041	000	TABLE CENTER PUBLIC SCHOOL	22000	34.00	*	*	*					
DI	20032004	23	0041	000	TABLE CENTER PUBLIC SCHOOL	23000	9.00	*	*	*	*	*	*	*	*
DI	20042005	23	0041	000	TABLE CENTER PUBLIC SCHOOL	23000	10.00	*	*	*	*	*	*	*	*
SC	19951996	23	0041	001	TABLE CENTER PUBLIC SCHOOL	*	4.00	*	*	*					
