Type	School Year	County	District	School	Agency Name	Average Teacher Salary	Average Years of Teaching Experience	Masters Count	Percentage of Teachers with Master's Degrees	Teacher Count	White, Not Hispanic	Black, Not Hispanic	Hispanic	Asian / Pacific Islanders	American Indian / Alaskan Native
DI	19951996	76	0031	000	DIAMOND PUBLIC SCHOOL	*	11.00	*	*	*					
DI	20002001	76	0031	000	DIAMOND PUBLIC SCHOOL	16074	16.00	*	*	*					
DI	20032004	76	0031	000	DIAMOND PUBLIC SCHOOL	24000	24.00	*	*	*	*	*	*	*	*
DI	20042005	76	0031	000	DIAMOND PUBLIC SCHOOL	26000	25.00	*	*	*	*	*	*	*	*
DI	20052006	76	0031	000	DIAMOND PUBLIC SCHOOL	28000	26.00	*	*	*	*	*	*	*	*
SC	19951996	76	0031	001	DIAMOND PUBLIC SCHOOL	*	11.00	*	*	*					
SC	20002001	76	0031	001	DIAMOND PUBLIC SCHOOL	*	16.00	*	*	*					
SC	20032004	76	0031	001	DIAMOND PUBLIC SCHOOL	24000	24.00	*	*	*	*	*	*	*	*
SC	20042005	76	0031	001	DIAMOND PUBLIC SCHOOL	26000	25.00	*	*	*	*	*	*	*	*
SC	20052006	76	0031	001	DIAMOND PUBLIC SCHOOL	28000	26.00	*	*	*	*	*	*	*	*
DI	19951996	76	0044	000	DORCHESTER PUBLIC SCHOOLS	30405	15.75	15.75	0.3750	23.31					
DI	20002001	76	0044	000	DORCHESTER PUBLIC SCHOOLS	30979	16.63	16.63	0.5000	20.31					
DI	20032004	76	0044	000	DORCHESTER PUBLIC SCHOOLS	34944	16.18	*	*	20.33	20	*	*	*	*
DI	20042005	76	0044	000	DORCHESTER PUBLIC SCHOOLS	35947	15.95	*	*	20.44	20	*	*	*	*
DI	20052006	76	0044	000	DORCHESTER PUBLIC SCHOOLS	36629	16.95	*	*	20.44	20	*	*	*	*
SC	19951996	76	0044	001	DORCHESTER HIGH SCHOOL	31899	16.00	*	*	12.41					
SC	20002001	76	0044	001	DORCHESTER HIGH SCHOOL	31553	17.20	*	*	10.44					
SC	20032004	76	0044	001	DORCHESTER HIGH SCHOOL	36923	18.60	*	*	10.46	10	*	*	*	*
SC	20042005	76	0044	001	DORCHESTER HIGH SCHOOL	37542	17.93	*	*	10.40	10	*	*	*	*
SC	20052006	76	0044	001	DORCHESTER HIGH SCHOOL	38623	18.93	*	*	10.40	10	*	*	*	*
SC	19951996	76	0044	002	DORCHESTER ELEMENTARY SCHOOL	29423	15.47	*	*	10.90					
SC	20002001	76	0044	002	DORCHESTER ELEMENTARY SCHOOL	29335	11.92	*	*	*					
SC	20032004	76	0044	002	DORCHESTER ELEMENTARY SCHOOL	32960	12.25	*	*	*	10	*	*	*	*
SC	20042005	76	0044	002	DORCHESTER ELEMENTARY SCHOOL	34513	12.69	*	*	10.04	10	*	*	*	*
SC	20052006	76	0044	002	DORCHESTER ELEMENTARY SCHOOL	34669	13.69	*	*	10.04	10	*	*	*	*
DI	19951996	76	0068	000	FRIEND PUBLIC SCHOOLS	29632	16.47	*	*	23.44					
DI	20002001	76	0068	000	FRIEND PUBLIC SCHOOLS	32781	16.60	*	*	22.38					
DI	20032004	76	0068	000	FRIEND PUBLIC SCHOOLS	38383	19.64	*	*	23.26	23	*	*	*	*
DI	20042005	76	0068	000	FRIEND PUBLIC SCHOOLS	39168	19.20	*	*	23.13	23	*	*	*	*
DI	20052006	76	0068	000	FRIEND PUBLIC SCHOOLS	39417	18.40	*	*	23.13	23	*	*	*	*
SC	19951996	76	0068	001	FRIEND HIGH SCHOOL	30874	18.47	*	*	11.52					
SC	20002001	76	0068	001	FRIEND HIGH SCHOOL	34354	17.31	*	*	12.00					
SC	20032004	76	0068	001	FRIEND HIGH SCHOOL	39261	20.38	*	*	12.76	13	*	*	*	*
SC	20042005	76	0068	001	FRIEND HIGH SCHOOL	39775	19.67	*	*	12.63	13	*	*	*	*
SC	20052006	76	0068	001	FRIEND HIGH SCHOOL	38761	18.00	*	*	12.77	13	*	*	*	*
SC	19951996	76	0068	002	FRIEND ELEMENTARY SCHOOL	28537	14.47	*	*	11.92					
SC	20002001	76	0068	002	FRIEND ELEMENTARY SCHOOL	30965	16.42	*	*	10.38					
SC	20032004	76	0068	002	FRIEND ELEMENTARY SCHOOL	37654	19.50	*	*	10.50	11	*	*	*	*
SC	20042005	76	0068	002	FRIEND ELEMENTARY SCHOOL	38932	19.77	*	*	10.50	11	*	*	*	*
SC	20052006	76	0068	002	FRIEND ELEMENTARY SCHOOL	37944	17.31	*	*	10.36	10	*	*	*	*
DI	19951996	76	0082	000	WILBER-CLATONIA PUBLIC SCHOOLS	30887	13.82	13.82	0.3182	38.30					
DI	20002001	76	0082	000	WILBER-CLATONIA PUBLIC SCHOOLS	37064	16.56	16.56	0.5278	35.36					
DI	20032004	76	0082	000	WILBER-CLATONIA PUBLIC SCHOOLS	39744	18.14	18.14	0.5556	34.60	35	*	*	*	*
DI	20042005	76	0082	000	WILBER-CLATONIA PUBLIC SCHOOLS	41088	18.46	18.46	0.5405	34.72	35	*	*	*	*
DI	20052006	76	0082	000	WILBER-CLATONIA PUBLIC SCHOOLS	42389	18.74	18.74	0.5526	35.70	36	*	*	*	*
SC	19951996	76	0082	001	WILBER-CLATONIA HIGH SCHOOL	30130	12.41	*	*	21.10					
SC	20002001	76	0082	001	WILBER-CLATONIA HIGH SCHOOL	36473	14.85	14.85	0.6000	19.00					
SC	20032004	76	0082	001	WILBER-CLATONIA HIGH SCHOOL	39229	16.25	16.25	0.6000	17.60	18	*	*	*	*
SC	20042005	76	0082	001	WILBER-CLATONIA HIGH SCHOOL	40173	16.14	16.14	0.5714	17.72	18	*	*	*	*
SC	20052006	76	0082	001	WILBER-CLATONIA HIGH SCHOOL	40433	16.00	16.00	0.5455	18.70	19	*	*	*	*
SC	19951996	76	0082	002	ELEMENTARY SCHOOL AT WILBER	31354	15.23	*	*	17.20					
SC	20002001	76	0082	002	ELEMENTARY SCHOOL AT WILBER	37785	18.80	*	*	16.36					
SC	20032004	76	0082	002	ELEMENTARY SCHOOL AT WILBER	39726	20.00	*	*	17.00	17	*	*	*	*
SC	20042005	76	0082	002	ELEMENTARY SCHOOL AT WILBER	41501	20.67	*	*	17.00	17	*	*	*	*
SC	20052006	76	0082	002	ELEMENTARY SCHOOL AT WILBER	43130	21.05	21.05	0.4762	17.00	17	*	*	*	*
DI	19951996	76	0163	000	WESTERN PUBLIC SCHOOL	24888	18.83	*	*	*					
DI	20002001	76	0163	000	WESTERN PUBLIC SCHOOL	27807	22.17	*	*	*					
DI	20032004	76	0163	000	WESTERN PUBLIC SCHOOL	26822	24.40	*	*	*	*	*	*	*	*
DI	20042005	76	0163	000	WESTERN PUBLIC SCHOOL	30603	23.50	*	*	*	*	*	*	*	*
DI	20052006	76	0163	000	WESTERN PUBLIC SCHOOL	30560	24.50	*	*	*	*	*	*	*	*
SC	19951996	76	0163	001	WESTERN PUBLIC SCHOOL	24820	18.83	*	*	*					
SC	20002001	76	0163	001	WESTERN PUBLIC SCHOOL	26827	24.40	*	*	*					
SC	20032004	76	0163	001	WESTERN PUBLIC SCHOOL	26822	24.40	*	*	*	*	*	*	*	*
SC	20042005	76	0163	001	WESTERN PUBLIC SCHOOL	30603	23.50	*	*	*	*	*	*	*	*
SC	20052006	76	0163	001	WESTERN PUBLIC SCHOOL	30560	24.50	*	*	*	*	*	*	*	*
DI	19951996	77	0001	000	BELLEVUE PUBLIC SCHOOLS	38098	14.73	14.73	0.3298	509.74					
DI	20002001	77	0001	000	BELLEVUE PUBLIC SCHOOLS	36725	14.18	14.18	0.3304	575.06					
DI	20032004	77	0001	000	BELLEVUE PUBLIC SCHOOLS	39816	12.95	12.95	0.3946	583.71	554	16	*	*	*
DI	20042005	77	0001	000	BELLEVUE PUBLIC SCHOOLS	40735	12.93	12.93	0.4229	599.75	570	15	*	*	*
DI	20052006	77	0001	000	BELLEVUE PUBLIC SCHOOLS	41716	12.83	12.83	0.4444	600.55	573	15	*	*	*
SC	19951996	77	0001	001	BELLEVUE EAST SR HIGH SCHOOL	40311	16.80	16.80	0.4302	79.60					
SC	20002001	77	0001	001	BELLEVUE EAST SR HIGH SCHOOL	37227	14.80	14.80	0.3953	80.90					
SC	20032004	77	0001	001	BELLEVUE EAST SR HIGH SCHOOL	38621	11.78	11.78	0.4045	85.00	81	*	*	*	*
SC	20042005	77	0001	001	BELLEVUE EAST SR HIGH SCHOOL	39637	12.19	12.19	0.4222	86.60	84	*	*	*	*
SC	20052006	77	0001	001	BELLEVUE EAST SR HIGH SCHOOL	40338	11.80	11.80	0.4583	93.90	90	*	*	*	*
SC	19951996	77	0001	002	BELLEVUE MISSION MIDDLE SCHOOL	37931	14.44	14.44	0.3125	42.82					
SC	20002001	77	0001	002	BELLEVUE MISSION MIDDLE SCHOOL	35501	12.79	12.79	0.3333	45.54					
SC	20032004	77	0001	002	BELLEVUE MISSION MIDDLE SCHOOL	37895	10.66	10.66	0.3396	48.59	47	*	*	*	*
SC	20042005	77	0001	002	BELLEVUE MISSION MIDDLE SCHOOL	38591	10.37	10.37	0.3462	48.95	48	*	*	*	*
SC	20052006	77	0001	002	BELLEVUE MISSION MIDDLE SCHOOL	39558	10.06	10.06	0.3600	46.95	45	*	*	*	*
SC	19951996	77	0001	003	AVERY ELEMENTARY SCHOOL	36685	12.95	*	*	18.95					
SC	20002001	77	0001	003	AVERY ELEMENTARY SCHOOL	36705	14.10	*	*	18.65					
SC	20032004	77	0001	003	AVERY ELEMENTARY SCHOOL	40248	12.86	*	*	18.75	18	*	*	*	*
SC	20042005	77	0001	003	AVERY ELEMENTARY SCHOOL	40621	12.80	*	*	18.45	17	*	*	*	*
SC	20052006	77	0001	003	AVERY ELEMENTARY SCHOOL	41457	12.71	*	*	18.95	18	*	*	*	*
SC	19951996	77	0001	004	BELLEVUE WEST SR HIGH SCHOOL	41881	19.41	19.41	0.4304	71.02					
SC	20002001	77	0001	004	BELLEVUE WEST SR HIGH SCHOOL	38812	17.17	17.17	0.3721	81.50					
SC	20032004	77	0001	004	BELLEVUE WEST SR HIGH SCHOOL	40590	14.46	14.46	0.3667	86.20	83	*	*	*	*
SC	20042005	77	0001	004	BELLEVUE WEST SR HIGH SCHOOL	41512	14.49	14.49	0.4176	87.10	84	*	*	*	*
SC	20052006	77	0001	004	BELLEVUE WEST SR HIGH SCHOOL	42740	14.67	14.67	0.4286	89.10	86	*	*	*	*
SC	19951996	77	0001	005	LOGAN FONTENELLE MIDDLE SCHOOL	39309	15.72	15.72	0.3721	39.80					
SC	20002001	77	0001	005	LOGAN FONTENELLE MIDDLE SCHOOL	38871	15.81	15.81	0.4681	44.52					
SC	20032004	77	0001	005	LOGAN FONTENELLE MIDDLE SCHOOL	41644	13.74	13.74	0.4528	47.12	43	*	*	*	*
SC	20042005	77	0001	005	LOGAN FONTENELLE MIDDLE SCHOOL	42524	12.76	12.76	0.5926	49.30	46	*	*	*	*
SC	20052006	77	0001	005	LOGAN FONTENELLE MIDDLE SCHOOL	44627	13.52	13.52	0.6600	46.90	45	*	*	*	*
SC	19951996	77	0001	006	BELLEAIRE ELEMENTARY SCHOOL	37002	14.18	*	*	25.35					
SC	20002001	77	0001	006	BELLEAIRE ELEMENTARY SCHOOL	35795	12.39	*	*	26.20					
SC	20032004	77	0001	006	BELLEAIRE ELEMENTARY SCHOOL	34042	8.55	*	*	19.55	19	*	*	*	*
SC	20042005	77	0001	006	BELLEAIRE ELEMENTARY SCHOOL	38763	12.42	12.42	0.4583	19.75	19	*	*	*	*
SC	20052006	77	0001	006	BELLEAIRE ELEMENTARY SCHOOL	39256	11.21	*	*	21.10	20	*	*	*	*
SC	19951996	77	0001	007	BERTHA BARBER ELEMENTARY SCH	35302	11.40	*	*	11.40					
SC	20002001	77	0001	007	BERTHA BARBER ELEMENTARY SCH	35941	13.67	*	*	13.10					
SC	20032004	77	0001	007	BERTHA BARBER ELEMENTARY SCH	41697	16.19	*	*	13.25	12	*	*	*	*
SC	20042005	77	0001	007	BERTHA BARBER ELEMENTARY SCH	44634	17.35	17.35	0.7059	14.25	13	*	*	*	*
SC	20052006	77	0001	007	BERTHA BARBER ELEMENTARY SCH	46819	18.69	18.69	0.8125	14.05	13	*	*	*	*
SC	19951996	77	0001	008	BETZ ELEMENTARY SCHOOL	36225	14.21	*	*	22.45					
SC	20002001	77	0001	008	BETZ ELEMENTARY SCHOOL	36984	15.12	*	*	23.15					
SC	20032004	77	0001	008	BETZ ELEMENTARY SCHOOL	38357	11.00	*	*	23.60	22	*	*	*	*
SC	20042005	77	0001	008	BETZ ELEMENTARY SCHOOL	37980	10.64	*	*	24.60	22	*	*	*	*
SC	20052006	77	0001	008	BETZ ELEMENTARY SCHOOL	37855	11.62	*	*	24.15	21	*	*	*	*
SC	19951996	77	0001	009	CENTRAL ELEMENTARY SCHOOL	32878	10.25	*	*	10.25					
SC	20002001	77	0001	009	CENTRAL ELEMENTARY SCHOOL	35518	11.13	*	*	10.65					
SC	20032004	77	0001	009	CENTRAL ELEMENTARY SCHOOL	43440	15.00	*	*	*	*	*	*	*	*
SC	20042005	77	0001	009	CENTRAL ELEMENTARY SCHOOL	42154	11.77	*	*	11.40	10	*	*	*	*
SC	20052006	77	0001	009	CENTRAL ELEMENTARY SCHOOL	45826	14.00	*	*	10.65	11	*	*	*	*
SC	19951996	77	0001	010	PETER SARPY ELEMENTARY SCHOOL	39669	18.00	*	*	30.00					
SC	20002001	77	0001	010	PETER SARPY ELEMENTARY SCHOOL	38223	17.60	*	*	34.25					
SC	20032004	77	0001	010	PETER SARPY ELEMENTARY SCHOOL	42283	17.20	*	*	33.85	32	*	*	*	*
SC	20042005	77	0001	010	PETER SARPY ELEMENTARY SCHOOL	43152	17.52	*	*	28.95	28	*	*	*	*
SC	20052006	77	0001	010	PETER SARPY ELEMENTARY SCHOOL	41512	15.46	*	*	27.05	26	*	*	*	*
SC	19951996	77	0001	011	BIRCHCREST ELEMENTARY SCHOOL	35390	11.25	*	*	21.35					
SC	20002001	77	0001	011	BIRCHCREST ELEMENTARY SCHOOL	35001	12.96	12.96	0.3846	23.50					
SC	20032004	77	0001	011	BIRCHCREST ELEMENTARY SCHOOL	43014	16.95	16.95	0.5000	20.15	19	*	*	*	*
SC	20042005	77	0001	011	BIRCHCREST ELEMENTARY SCHOOL	40961	14.12	*	*	22.35	21	*	*	*	*
SC	20052006	77	0001	011	BIRCHCREST ELEMENTARY SCHOOL	42280	15.14	15.14	0.5000	25.55	24	*	*	*	*
SC	19951996	77	0001	012	FORT CROOK ELEMENTARY SCHOOL	39410	17.04	17.04	0.3929	26.90					
SC	20002001	77	0001	012	FORT CROOK ELEMENTARY SCHOOL	38708	17.00	17.00	0.4074	26.25					
SC	20032004	77	0001	012	FORT CROOK ELEMENTARY SCHOOL	39094	12.21	12.21	0.4167	22.95	21	*	*	*	*
SC	20042005	77	0001	012	FORT CROOK ELEMENTARY SCHOOL	41464	14.70	14.70	0.5217	21.65	20	*	*	*	*
SC	20052006	77	0001	012	FORT CROOK ELEMENTARY SCHOOL	42069	14.39	14.39	0.4783	21.45	21	*	*	*	*
SC	19951996	77	0001	013	TWIN RIDGE ELEMENTARY SCHOOL	38116	14.45	*	*	18.30					
SC	20002001	77	0001	013	TWIN RIDGE ELEMENTARY SCHOOL	37063	15.25	*	*	19.40					
SC	20032004	77	0001	013	TWIN RIDGE ELEMENTARY SCHOOL	40973	14.70	*	*	19.10	19	*	*	*	*
SC	20042005	77	0001	013	TWIN RIDGE ELEMENTARY SCHOOL	41388	15.25	*	*	19.10	19	*	*	*	*
SC	20052006	77	0001	013	TWIN RIDGE ELEMENTARY SCHOOL	43727	15.79	*	*	18.60	19	*	*	*	*
SC	19951996	77	0001	014	WAKE ROBIN ELEMENTARY SCHOOL	36020	12.24	*	*	22.45					
SC	20002001	77	0001	014	WAKE ROBIN ELEMENTARY SCHOOL	36054	13.50	*	*	22.90					
SC	20032004	77	0001	014	WAKE ROBIN ELEMENTARY SCHOOL	40656	14.04	14.04	0.4615	22.85	22	*	*	*	*
SC	20042005	77	0001	014	WAKE ROBIN ELEMENTARY SCHOOL	42264	14.40	14.40	0.4000	23.35	22	*	*	*	*
SC	20052006	77	0001	014	WAKE ROBIN ELEMENTARY SCHOOL	42597	13.00	*	*	23.50	23	*	*	*	*
SC	19951996	77	0001	015	LEMAY ELEMENTARY SCHOOL	34027	9.55	*	*	18.90					
SC	20002001	77	0001	015	LEMAY ELEMENTARY SCHOOL	33067	9.53	*	*	28.60					
SC	20032004	77	0001	015	LEMAY ELEMENTARY SCHOOL	39169	12.79	12.79	0.3929	26.75	26	*	*	*	*
SC	20042005	77	0001	015	LEMAY ELEMENTARY SCHOOL	40156	12.93	12.93	0.3667	28.75	28	*	*	*	*
SC	20052006	77	0001	015	LEMAY ELEMENTARY SCHOOL	42331	13.50	13.50	0.5000	27.05	27	*	*	*	*
SC	19951996	77	0001	016	RESOURCE CENTER	33202	7.56	*	*	*					
SC	20002001	77	0001	016	RESOURCE CENTER	40004	19.43	*	*	*					
SC	20032004	77	0001	016	RESOURCE CENTER	42904	20.20	*	*	*	*	*	*	*	*
SC	20042005	77	0001	016	RESOURCE CENTER	35695	5.60	*	*	*	*	*	*	*	*
SC	20052006	77	0001	016	RESOURCE CENTER	36597	4.50	*	*	*	*	*	*	*	*
SC	19951996	77	0001	017	LEONARD LAWRENCE ELEM SCHOOL	34224	10.68	*	*	29.60					
SC	20002001	77	0001	017	LEONARD LAWRENCE ELEM SCHOOL	36127	12.80	*	*	29.25					
SC	20032004	77	0001	017	LEONARD LAWRENCE ELEM SCHOOL	40517	13.65	13.65	0.4194	29.45	28	*	*	*	*
SC	20042005	77	0001	017	LEONARD LAWRENCE ELEM SCHOOL	40685	12.87	12.87	0.3667	29.25	27	*	*	*	*
SC	20052006	77	0001	017	LEONARD LAWRENCE ELEM SCHOOL	42700	12.13	12.13	0.3226	30.25	29	*	*	*	*
SC	19951996	77	0001	018	TWO SPRINGS ELEMENTARY SCHOOL	32966	7.60	*	*	13.70					
SC	20002001	77	0001	018	TWO SPRINGS ELEMENTARY SCHOOL	35927	11.71	*	*	23.30					
SC	20032004	77	0001	018	TWO SPRINGS ELEMENTARY SCHOOL	40736	12.08	12.08	0.5000	23.25	22	*	*	*	*
SC	20042005	77	0001	018	TWO SPRINGS ELEMENTARY SCHOOL	41001	12.21	12.21	0.4828	28.25	26	*	*	*	*
SC	20052006	77	0001	018	TWO SPRINGS ELEMENTARY SCHOOL	42513	13.21	13.21	0.5172	27.55	26	*	*	*	*
SC	20002001	77	0001	019	FAIRVIEW ELEMENTARY SCHOOL	33449	9.17	*	*	17.50					
SC	20032004	77	0001	019	FAIRVIEW ELEMENTARY SCHOOL	36324	7.47	7.47	0.4333	29.25	27	*	*	*	*
SC	20042005	77	0001	019	FAIRVIEW ELEMENTARY SCHOOL	38737	9.14	9.14	0.4857	34.25	30	*	*	*	*
SC	20052006	77	0001	019	FAIRVIEW ELEMENTARY SCHOOL	40099	8.90	8.90	0.4667	28.45	24	*	*	*	*
DI	19951996	77	0027	000	PAPILLION-LA VISTA PUBLIC SCHS	33421	14.86	14.86	0.3310	389.23					
DI	20002001	77	0027	000	PAPILLION-LA VISTA PUBLIC SCHS	37550	14.45	14.45	0.4179	471.31					
DI	20032004	77	0027	000	PAPILLION-LA VISTA PUBLIC SCHS	40348	14.00	14.00	0.4836	541.99	536	*	*	*	*
DI	20042005	77	0027	000	PAPILLION-LA VISTA PUBLIC SCHS	41119	13.72	13.72	0.4851	559.59	552	*	*	*	*
DI	20052006	77	0027	000	PAPILLION-LA VISTA PUBLIC SCHS	42286	13.77	13.77	0.4913	565.18	559	*	*	*	*
SC	19951996	77	0027	001	PAPILLION-LA VISTA SENIOR HIGH	35586	17.77	17.77	0.5067	73.68					
SC	20002001	77	0027	001	PAPILLION-LA VISTA SENIOR HIGH	37608	13.84	13.84	0.3889	87.58					
SC	20032004	77	0027	001	PAPILLION-LA VISTA SENIOR HIGH	41593	14.93	14.93	0.4941	84.16	81	*	*	*	*
SC	20042005	77	0027	001	PAPILLION-LA VISTA SENIOR HIGH	42624	15.08	15.08	0.5114	85.27	83	*	*	*	*
SC	20052006	77	0027	001	PAPILLION-LA VISTA SENIOR HIGH	44427	16.02	16.02	0.5568	85.52	84	*	*	*	*
SC	19951996	77	0027	002	PAPILLION JUNIOR HIGH SCHOOL	33966	14.16	14.16	0.5200	46.28					
SC	20002001	77	0027	002	PAPILLION JUNIOR HIGH SCHOOL	37821	14.12	14.12	0.4310	55.59					
SC	20032004	77	0027	002	PAPILLION JUNIOR HIGH SCHOOL	41518	14.58	14.58	0.5333	44.00	44	*	*	*	*
SC	20042005	77	0027	002	PAPILLION JUNIOR HIGH SCHOOL	43010	15.31	15.31	0.5333	44.00	44	*	*	*	*
SC	20052006	77	0027	002	PAPILLION JUNIOR HIGH SCHOOL	45265	16.50	16.50	0.5435	44.50	45	*	*	*	*
SC	19951996	77	0027	003	G STANLEY HALL ELEMENTARY SCH	31457	13.42	*	*	23.97					
SC	20002001	77	0027	003	G STANLEY HALL ELEMENTARY SCH	36698	14.31	*	*	26.49					
SC	20032004	77	0027	003	G STANLEY HALL ELEMENTARY SCH	39110	14.13	14.13	0.3667	27.75	28	*	*	*	*
SC	20042005	77	0027	003	G STANLEY HALL ELEMENTARY SCH	40300	13.34	13.34	0.4063	28.68	27	*	*	*	*
SC	20052006	77	0027	003	G STANLEY HALL ELEMENTARY SCH	40666	14.03	14.03	0.4483	26.84	25	*	*	*	*
SC	19951996	77	0027	004	LA VISTA JUNIOR HIGH SCHOOL	32964	14.44	14.44	0.3654	47.72					
SC	20002001	77	0027	004	LA VISTA JUNIOR HIGH SCHOOL	38398	15.44	15.44	0.4727	53.15					
SC	20032004	77	0027	004	LA VISTA JUNIOR HIGH SCHOOL	42005	15.38	15.38	0.5111	44.00	42	*	*	*	*
SC	20042005	77	0027	004	LA VISTA JUNIOR HIGH SCHOOL	42113	14.40	14.40	0.5111	44.00	42	*	*	*	*
SC	20052006	77	0027	004	LA VISTA JUNIOR HIGH SCHOOL	42568	14.15	14.15	0.4783	44.50	44	*	*	*	*
SC	19951996	77	0027	005	LA VISTA WEST ELEMENTARY SCH	34649	16.25	*	*	21.43					
SC	20002001	77	0027	005	LA VISTA WEST ELEMENTARY SCH	37231	14.18	*	*	22.78					
SC	20032004	77	0027	005	LA VISTA WEST ELEMENTARY SCH	39494	13.77	13.77	0.4000	26.15	26	*	*	*	*
SC	20042005	77	0027	005	LA VISTA WEST ELEMENTARY SCH	40953	14.07	14.07	0.4333	26.48	26	*	*	*	*
SC	20052006	77	0027	005	LA VISTA WEST ELEMENTARY SCH	43813	14.86	14.86	0.4828	26.15	26	*	*	*	*
SC	19951996	77	0027	006	TARA HEIGHTS ELEMENTARY SCHOOL	30747	12.42	*	*	23.80					
SC	20002001	77	0027	006	TARA HEIGHTS ELEMENTARY SCHOOL	35800	12.23	12.23	0.5333	27.19					
SC	20032004	77	0027	006	TARA HEIGHTS ELEMENTARY SCHOOL	38467	12.19	12.19	0.5161	27.55	28	*	*	*	*
SC	20042005	77	0027	006	TARA HEIGHTS ELEMENTARY SCHOOL	41064	13.59	13.59	0.5517	26.55	27	*	*	*	*
SC	20052006	77	0027	006	TARA HEIGHTS ELEMENTARY SCHOOL	41850	12.85	12.85	0.5000	24.05	24	*	*	*	*
SC	19951996	77	0027	007	TRUMBLE PARK ELEMENTARY SCHOOL	32931	14.45	*	*	26.08					
SC	20002001	77	0027	007	TRUMBLE PARK ELEMENTARY SCHOOL	38798	17.24	17.24	0.3448	24.94					
SC	20032004	77	0027	007	TRUMBLE PARK ELEMENTARY SCHOOL	41982	16.54	16.54	0.5000	25.69	26	*	*	*	*
SC	20042005	77	0027	007	TRUMBLE PARK ELEMENTARY SCHOOL	41743	16.00	16.00	0.4828	26.85	27	*	*	*	*
SC	20052006	77	0027	007	TRUMBLE PARK ELEMENTARY SCHOOL	43135	15.36	15.36	0.5000	26.35	26	*	*	*	*
SC	19951996	77	0027	008	PARKVIEW HEIGHTS ELEM SCHOOL	32380	14.32	*	*	23.00					
SC	20002001	77	0027	008	PARKVIEW HEIGHTS ELEM SCHOOL	38170	15.38	15.38	0.4483	25.88					
SC	20032004	77	0027	008	PARKVIEW HEIGHTS ELEM SCHOOL	41022	15.47	15.47	0.4333	27.18	27	*	*	*	*
SC	20042005	77	0027	008	PARKVIEW HEIGHTS ELEM SCHOOL	40363	12.90	12.90	0.4483	26.18	26	*	*	*	*
SC	20052006	77	0027	008	PARKVIEW HEIGHTS ELEM SCHOOL	42356	13.56	13.56	0.5185	25.35	25	*	*	*	*
SC	19951996	77	0027	009	CARRIAGE HILL ELEMENTARY SCH	34843	17.04	*	*	23.50					
SC	20002001	77	0027	009	CARRIAGE HILL ELEMENTARY SCH	41092	16.79	16.79	0.7586	26.18					
SC	20032004	77	0027	009	CARRIAGE HILL ELEMENTARY SCH	43750	16.72	16.72	0.7188	29.35	29	*	*	*	*
SC	20042005	77	0027	009	CARRIAGE HILL ELEMENTARY SCH	43620	15.59	15.59	0.6563	29.85	30	*	*	*	*
SC	20052006	77	0027	009	CARRIAGE HILL ELEMENTARY SCH	44880	15.57	15.57	0.6667	28.35	28	*	*	*	*
SC	19951996	77	0027	010	GOLDEN HILLS ELEMENTARY SCHOOL	34139	15.95	*	*	19.15					
SC	20002001	77	0027	010	GOLDEN HILLS ELEMENTARY SCHOOL	41085	18.69	18.69	0.4615	21.56					
SC	20032004	77	0027	010	GOLDEN HILLS ELEMENTARY SCHOOL	43876	18.46	18.46	0.5833	21.68	22	*	*	*	*
SC	20042005	77	0027	010	GOLDEN HILLS ELEMENTARY SCHOOL	44598	17.48	17.48	0.6087	20.68	21	*	*	*	*
SC	20052006	77	0027	010	GOLDEN HILLS ELEMENTARY SCHOOL	45313	17.38	17.38	0.6250	21.84	22	*	*	*	*
SC	20032004	77	0027	011	PORTAL ELEMENTARY SCHOOL	37175	11.00	*	*	12.55	12	*	*	*	*
SC	20042005	77	0027	011	PORTAL ELEMENTARY SCHOOL	38192	11.58	11.58	0.6316	14.88	15	*	*	*	*
SC	20052006	77	0027	011	PORTAL ELEMENTARY SCHOOL	36855	8.27	8.27	0.4545	19.95	20	*	*	*	*
SC	19951996	77	0027	012	ANDERSON GROVE ELEMENTARY SCH	31739	15.00	*	*	10.82					
SC	20002001	77	0027	012	ANDERSON GROVE ELEMENTARY SCH	35601	11.88	*	*	12.51					
SC	20032004	77	0027	012	ANDERSON GROVE ELEMENTARY SCH	38911	12.33	12.33	0.5556	13.75	14	*	*	*	*
SC	20042005	77	0027	012	ANDERSON GROVE ELEMENTARY SCH	37547	9.44	9.44	0.5556	13.98	14	*	*	*	*
SC	20052006	77	0027	012	ANDERSON GROVE ELEMENTARY SCH	37564	9.00	*	*	14.64	15	*	*	*	*
SC	19951996	77	0027	013	HICKORY HILL ELEMENTARY SCH	31247	13.75	*	*	25.80					
SC	20002001	77	0027	013	HICKORY HILL ELEMENTARY SCH	39178	16.04	16.04	0.3846	22.48					
SC	20032004	77	0027	013	HICKORY HILL ELEMENTARY SCH	38642	13.70	13.70	0.4444	24.85	24	*	*	*	*
SC	20042005	77	0027	013	HICKORY HILL ELEMENTARY SCH	39136	12.89	12.89	0.4444	24.85	23	*	*	*	*
SC	20052006	77	0027	013	HICKORY HILL ELEMENTARY SCH	40958	13.40	*	*	23.35	22	*	*	*	*
SC	19951996	77	0027	014	RUMSEY STATION ELEMENTARY SCH	29588	10.42	*	*	20.80					
SC	20002001	77	0027	014	RUMSEY STATION ELEMENTARY SCH	32709	10.50	*	*	30.73					
