DATAYEARS,Co-Dist,DistName,CLASS_CODE,COUNTY_NAME,DISTRICT_TYPE_CODE,AGENCYID,COUNTY,DISTRICT,SCHOOL,SchName,GRADE_CODE,FWNH,MWNH,FAPI,MAPI,FH,MH,FAIA,MAIA,FBNH,MBNH,Male,Female,TOTAL
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-003,21,0025,003,CUSTER ELEMENTARY SCHOOL      ,10,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-003,21,0025,003,CUSTER ELEMENTARY SCHOOL      ,11,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-003,21,0025,003,CUSTER ELEMENTARY SCHOOL      ,12,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-003,21,0025,003,CUSTER ELEMENTARY SCHOOL      ,K ,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-003,21,0025,003,CUSTER ELEMENTARY SCHOOL      ,PK,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-004,21,0025,004,NORTH PARK ELEMENTARY SCHOOL  ,01,18,34,0,0,1,0,0,0,0,1,35,19,54
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-004,21,0025,004,NORTH PARK ELEMENTARY SCHOOL  ,02,22,29,0,0,0,2,0,0,0,1,32,22,54
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-004,21,0025,004,NORTH PARK ELEMENTARY SCHOOL  ,03,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-004,21,0025,004,NORTH PARK ELEMENTARY SCHOOL  ,04,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-004,21,0025,004,NORTH PARK ELEMENTARY SCHOOL  ,05,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-004,21,0025,004,NORTH PARK ELEMENTARY SCHOOL  ,06,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-004,21,0025,004,NORTH PARK ELEMENTARY SCHOOL  ,07,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-004,21,0025,004,NORTH PARK ELEMENTARY SCHOOL  ,08,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-004,21,0025,004,NORTH PARK ELEMENTARY SCHOOL  ,09,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-004,21,0025,004,NORTH PARK ELEMENTARY SCHOOL  ,10,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-004,21,0025,004,NORTH PARK ELEMENTARY SCHOOL  ,11,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-004,21,0025,004,NORTH PARK ELEMENTARY SCHOOL  ,12,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-004,21,0025,004,NORTH PARK ELEMENTARY SCHOOL  ,K ,24,26,1,0,0,0,0,1,0,1,28,25,53
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-004,21,0025,004,NORTH PARK ELEMENTARY SCHOOL  ,PK,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-005,21,0025,005,SANDHILLS EDUC SERVICES COOP  ,01,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-005,21,0025,005,SANDHILLS EDUC SERVICES COOP  ,02,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-005,21,0025,005,SANDHILLS EDUC SERVICES COOP  ,03,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-005,21,0025,005,SANDHILLS EDUC SERVICES COOP  ,04,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-005,21,0025,005,SANDHILLS EDUC SERVICES COOP  ,05,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-005,21,0025,005,SANDHILLS EDUC SERVICES COOP  ,06,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-005,21,0025,005,SANDHILLS EDUC SERVICES COOP  ,07,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-005,21,0025,005,SANDHILLS EDUC SERVICES COOP  ,08,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-005,21,0025,005,SANDHILLS EDUC SERVICES COOP  ,09,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-005,21,0025,005,SANDHILLS EDUC SERVICES COOP  ,10,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-005,21,0025,005,SANDHILLS EDUC SERVICES COOP  ,11,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-005,21,0025,005,SANDHILLS EDUC SERVICES COOP  ,12,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-005,21,0025,005,SANDHILLS EDUC SERVICES COOP  ,K ,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-005,21,0025,005,SANDHILLS EDUC SERVICES COOP  ,PK,2,2,1,0,0,0,1,0,0,0,2,4,6
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-006,21,0025,006,BROKEN BOW MIDDLE SCHOOL      ,01,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-006,21,0025,006,BROKEN BOW MIDDLE SCHOOL      ,02,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-006,21,0025,006,BROKEN BOW MIDDLE SCHOOL      ,03,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-006,21,0025,006,BROKEN BOW MIDDLE SCHOOL      ,04,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-006,21,0025,006,BROKEN BOW MIDDLE SCHOOL      ,05,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-006,21,0025,006,BROKEN BOW MIDDLE SCHOOL      ,06,20,38,0,0,1,1,0,1,0,1,41,21,62
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-006,21,0025,006,BROKEN BOW MIDDLE SCHOOL      ,07,33,36,0,0,1,1,0,0,0,1,38,34,72
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-006,21,0025,006,BROKEN BOW MIDDLE SCHOOL      ,08,27,29,0,0,0,0,0,0,0,0,29,27,56
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-006,21,0025,006,BROKEN BOW MIDDLE SCHOOL      ,09,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-006,21,0025,006,BROKEN BOW MIDDLE SCHOOL      ,10,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-006,21,0025,006,BROKEN BOW MIDDLE SCHOOL      ,11,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-006,21,0025,006,BROKEN BOW MIDDLE SCHOOL      ,12,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-006,21,0025,006,BROKEN BOW MIDDLE SCHOOL      ,K ,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-006,21,0025,006,BROKEN BOW MIDDLE SCHOOL      ,PK,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-007,21,0025,007,BROKEN BOW ELEM-ROUND HILL    ,01,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-007,21,0025,007,BROKEN BOW ELEM-ROUND HILL    ,02,0,2,0,0,0,0,0,0,0,0,2,0,2
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-007,21,0025,007,BROKEN BOW ELEM-ROUND HILL    ,03,1,0,0,0,0,0,0,0,0,0,0,1,1
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-007,21,0025,007,BROKEN BOW ELEM-ROUND HILL    ,04,2,0,0,0,0,0,0,0,0,0,0,2,2
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-007,21,0025,007,BROKEN BOW ELEM-ROUND HILL    ,05,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-007,21,0025,007,BROKEN BOW ELEM-ROUND HILL    ,06,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-007,21,0025,007,BROKEN BOW ELEM-ROUND HILL    ,07,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-007,21,0025,007,BROKEN BOW ELEM-ROUND HILL    ,08,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-007,21,0025,007,BROKEN BOW ELEM-ROUND HILL    ,09,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-007,21,0025,007,BROKEN BOW ELEM-ROUND HILL    ,10,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-007,21,0025,007,BROKEN BOW ELEM-ROUND HILL    ,11,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-007,21,0025,007,BROKEN BOW ELEM-ROUND HILL    ,12,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-007,21,0025,007,BROKEN BOW ELEM-ROUND HILL    ,K ,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-007,21,0025,007,BROKEN BOW ELEM-ROUND HILL    ,PK,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-009,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY  ,01,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-009,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY  ,02,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-009,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY  ,03,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-009,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY  ,04,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-009,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY  ,05,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-009,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY  ,06,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-009,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY  ,07,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-009,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY  ,08,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-009,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY  ,09,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-009,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY  ,10,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-009,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY  ,11,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-009,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY  ,12,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-009,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY  ,K ,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0025,BROKEN BOW PUBLIC SCHOOLS     ,3,CUSTER,P,21-0025-009,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY  ,PK,14,18,0,0,0,0,1,0,0,0,18,15,33
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-001,21,0044,001,ANSLEY HIGH SCHOOL            ,01,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-001,21,0044,001,ANSLEY HIGH SCHOOL            ,02,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-001,21,0044,001,ANSLEY HIGH SCHOOL            ,03,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-001,21,0044,001,ANSLEY HIGH SCHOOL            ,04,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-001,21,0044,001,ANSLEY HIGH SCHOOL            ,05,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-001,21,0044,001,ANSLEY HIGH SCHOOL            ,06,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-001,21,0044,001,ANSLEY HIGH SCHOOL            ,07,3,4,0,0,0,0,0,0,0,0,4,3,7
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-001,21,0044,001,ANSLEY HIGH SCHOOL            ,08,11,11,0,0,0,0,0,0,0,0,11,11,22
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-001,21,0044,001,ANSLEY HIGH SCHOOL            ,09,8,13,0,0,0,0,0,0,0,0,13,8,21
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-001,21,0044,001,ANSLEY HIGH SCHOOL            ,10,5,11,0,0,0,0,0,0,0,0,11,5,16
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-001,21,0044,001,ANSLEY HIGH SCHOOL            ,11,10,12,0,0,0,0,0,0,0,0,12,10,22
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-001,21,0044,001,ANSLEY HIGH SCHOOL            ,12,13,9,0,0,0,0,0,0,0,0,9,13,22
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-001,21,0044,001,ANSLEY HIGH SCHOOL            ,K ,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-001,21,0044,001,ANSLEY HIGH SCHOOL            ,PK,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-002,21,0044,002,ANSLEY ELEMENTARY SCHOOL      ,01,5,7,0,0,0,0,0,0,0,0,7,5,12
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-002,21,0044,002,ANSLEY ELEMENTARY SCHOOL      ,02,7,5,0,0,0,0,0,0,0,0,5,7,12
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-002,21,0044,002,ANSLEY ELEMENTARY SCHOOL      ,03,7,5,0,0,0,0,0,0,0,0,5,7,12
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-002,21,0044,002,ANSLEY ELEMENTARY SCHOOL      ,04,5,7,0,0,0,0,0,0,0,0,7,5,12
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-002,21,0044,002,ANSLEY ELEMENTARY SCHOOL      ,05,7,10,0,0,0,0,0,0,0,0,10,7,17
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-002,21,0044,002,ANSLEY ELEMENTARY SCHOOL      ,06,5,7,0,0,1,0,0,0,0,0,7,6,13
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-002,21,0044,002,ANSLEY ELEMENTARY SCHOOL      ,07,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-002,21,0044,002,ANSLEY ELEMENTARY SCHOOL      ,08,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-002,21,0044,002,ANSLEY ELEMENTARY SCHOOL      ,09,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-002,21,0044,002,ANSLEY ELEMENTARY SCHOOL      ,10,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-002,21,0044,002,ANSLEY ELEMENTARY SCHOOL      ,11,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-002,21,0044,002,ANSLEY ELEMENTARY SCHOOL      ,12,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-002,21,0044,002,ANSLEY ELEMENTARY SCHOOL      ,K ,9,6,0,0,0,0,0,0,0,0,6,9,15
20072008,21-0044,ANSLEY PUBLIC SCHOOLS         ,3,CUSTER,P,21-0044-002,21,0044,002,ANSLEY ELEMENTARY SCHOOL      ,PK,0,1,0,0,1,0,0,0,0,0,1,1,2
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-001,21,0084,001,SARGENT HIGH SCHOOL           ,01,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-001,21,0084,001,SARGENT HIGH SCHOOL           ,02,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-001,21,0084,001,SARGENT HIGH SCHOOL           ,03,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-001,21,0084,001,SARGENT HIGH SCHOOL           ,04,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-001,21,0084,001,SARGENT HIGH SCHOOL           ,05,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-001,21,0084,001,SARGENT HIGH SCHOOL           ,06,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-001,21,0084,001,SARGENT HIGH SCHOOL           ,07,4,9,0,0,0,0,0,0,0,0,9,4,13
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-001,21,0084,001,SARGENT HIGH SCHOOL           ,08,3,8,0,0,0,1,1,0,0,0,9,4,13
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-001,21,0084,001,SARGENT HIGH SCHOOL           ,09,6,6,0,0,2,0,0,0,0,1,7,8,15
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-001,21,0084,001,SARGENT HIGH SCHOOL           ,10,11,5,0,1,0,1,0,0,0,0,7,11,18
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-001,21,0084,001,SARGENT HIGH SCHOOL           ,11,3,11,0,1,0,1,0,0,0,0,13,3,16
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-001,21,0084,001,SARGENT HIGH SCHOOL           ,12,5,8,1,0,0,0,1,0,0,0,8,7,15
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-001,21,0084,001,SARGENT HIGH SCHOOL           ,K ,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-001,21,0084,001,SARGENT HIGH SCHOOL           ,PK,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-002,21,0084,002,SARGENT ELEMENTARY SCHOOL     ,01,2,6,0,0,0,0,0,0,0,0,6,2,8
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-002,21,0084,002,SARGENT ELEMENTARY SCHOOL     ,02,4,8,0,0,1,0,0,0,0,0,8,5,13
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-002,21,0084,002,SARGENT ELEMENTARY SCHOOL     ,03,4,3,0,0,0,0,0,0,0,0,3,4,7
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-002,21,0084,002,SARGENT ELEMENTARY SCHOOL     ,04,5,5,0,0,0,1,0,0,0,0,6,5,11
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-002,21,0084,002,SARGENT ELEMENTARY SCHOOL     ,05,6,5,0,0,0,0,0,0,0,0,5,6,11
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-002,21,0084,002,SARGENT ELEMENTARY SCHOOL     ,06,5,7,1,0,0,1,0,0,0,0,8,6,14
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-002,21,0084,002,SARGENT ELEMENTARY SCHOOL     ,07,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-002,21,0084,002,SARGENT ELEMENTARY SCHOOL     ,08,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-002,21,0084,002,SARGENT ELEMENTARY SCHOOL     ,09,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-002,21,0084,002,SARGENT ELEMENTARY SCHOOL     ,10,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-002,21,0084,002,SARGENT ELEMENTARY SCHOOL     ,11,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-002,21,0084,002,SARGENT ELEMENTARY SCHOOL     ,12,0,0,0,0,0,0,0,0,0,0,0,0,0
20072008,21-0084,SARGENT PUBLIC SCHOOLS        ,3,CUSTER,P,21-0084-002,21,0084,002,SARGENT ELEMENTARY SCHOOL     ,K ,12,4,0,0,0,0,0,0,0,0,4,12,16
