"CoDist","DistName","CoDistSch","SchName","Grade","FWNH","MWNH","FAPI","MAPI","FH","MH","FAIA","MAIA","FBNH","MBNH","Ftotal","Mtotal","TOTAL"
"17-0504","LODGEPOLE PUBLIC SCHOOLS","17-0504-002","LODGEPOLE ELEMENTARY SCHOOL","06",3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,6.00,9.00
"18-0002","SUTTON PUBLIC SCHOOLS","18-0002-001","SUTTON SECONDARY SCHOOL","07",18.00,15.00,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,19.00,19.00,38.00
"18-0002","SUTTON PUBLIC SCHOOLS","18-0002-001","SUTTON SECONDARY SCHOOL","08",18.00,13.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,20.00,14.00,34.00
"18-0002","SUTTON PUBLIC SCHOOLS","18-0002-001","SUTTON SECONDARY SCHOOL","09",12.00,15.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,13.00,16.00,29.00
"18-0002","SUTTON PUBLIC SCHOOLS","18-0002-001","SUTTON SECONDARY SCHOOL","10",18.00,22.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,18.00,23.00,41.00
"18-0002","SUTTON PUBLIC SCHOOLS","18-0002-001","SUTTON SECONDARY SCHOOL","11",18.00,12.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,21.00,13.00,34.00
"18-0002","SUTTON PUBLIC SCHOOLS","18-0002-001","SUTTON SECONDARY SCHOOL","12",24.00,22.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,25.00,23.00,48.00
"18-0002","SUTTON PUBLIC SCHOOLS","18-0002-002","SUTTON ELEMENTARY SCHOOL","PK",9.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,10.00,19.00
"18-0002","SUTTON PUBLIC SCHOOLS","18-0002-002","SUTTON ELEMENTARY SCHOOL","K",15.00,14.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,16.00,15.00,31.00
"18-0002","SUTTON PUBLIC SCHOOLS","18-0002-002","SUTTON ELEMENTARY SCHOOL","01",10.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,11.00,21.00
"18-0002","SUTTON PUBLIC SCHOOLS","18-0002-002","SUTTON ELEMENTARY SCHOOL","02",17.00,13.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,20.00,14.00,34.00
"18-0002","SUTTON PUBLIC SCHOOLS","18-0002-002","SUTTON ELEMENTARY SCHOOL","03",7.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,15.00,22.00
"18-0002","SUTTON PUBLIC SCHOOLS","18-0002-002","SUTTON ELEMENTARY SCHOOL","04",12.00,14.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,14.00,15.00,29.00
"18-0002","SUTTON PUBLIC SCHOOLS","18-0002-002","SUTTON ELEMENTARY SCHOOL","05",19.00,15.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,20.00,15.00,35.00
"18-0002","SUTTON PUBLIC SCHOOLS","18-0002-002","SUTTON ELEMENTARY SCHOOL","06",12.00,14.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,13.00,15.00,28.00
"18-0011","HARVARD PUBLIC SCHOOLS","18-0011-001","HARVARD HIGH SCHOOL","07",6.00,8.00,0.00,0.00,5.00,2.00,0.00,0.00,0.00,1.00,11.00,11.00,22.00
"18-0011","HARVARD PUBLIC SCHOOLS","18-0011-001","HARVARD HIGH SCHOOL","08",8.00,7.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,10.00,8.00,18.00
"18-0011","HARVARD PUBLIC SCHOOLS","18-0011-001","HARVARD HIGH SCHOOL","09",12.00,10.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,14.00,12.00,26.00
"18-0011","HARVARD PUBLIC SCHOOLS","18-0011-001","HARVARD HIGH SCHOOL","10",7.00,15.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,8.00,19.00,27.00
"18-0011","HARVARD PUBLIC SCHOOLS","18-0011-001","HARVARD HIGH SCHOOL","11",17.00,15.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,18.00,16.00,34.00
"18-0011","HARVARD PUBLIC SCHOOLS","18-0011-001","HARVARD HIGH SCHOOL","12",11.00,5.00,1.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,14.00,8.00,22.00
"18-0011","HARVARD PUBLIC SCHOOLS","18-0011-002","HARVARD ELEMENTARY SCHOOL","PK",3.00,3.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,5.00,4.00,9.00
"18-0011","HARVARD PUBLIC SCHOOLS","18-0011-002","HARVARD ELEMENTARY SCHOOL","K",10.00,9.00,0.00,0.00,4.00,3.00,0.00,0.00,0.00,0.00,14.00,12.00,26.00
"18-0011","HARVARD PUBLIC SCHOOLS","18-0011-002","HARVARD ELEMENTARY SCHOOL","01",5.00,6.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,8.00,9.00,17.00
"18-0011","HARVARD PUBLIC SCHOOLS","18-0011-002","HARVARD ELEMENTARY SCHOOL","02",4.00,7.00,0.00,0.00,3.00,3.00,0.00,0.00,1.00,0.00,8.00,10.00,18.00
"18-0011","HARVARD PUBLIC SCHOOLS","18-0011-002","HARVARD ELEMENTARY SCHOOL","03",6.00,9.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.00,9.00,16.00
"18-0011","HARVARD PUBLIC SCHOOLS","18-0011-002","HARVARD ELEMENTARY SCHOOL","04",8.00,5.00,0.00,0.00,4.00,7.00,0.00,0.00,0.00,0.00,12.00,12.00,24.00
"18-0011","HARVARD PUBLIC SCHOOLS","18-0011-002","HARVARD ELEMENTARY SCHOOL","05",7.00,8.00,0.00,0.00,5.00,2.00,0.00,0.00,0.00,0.00,12.00,10.00,22.00
"18-0011","HARVARD PUBLIC SCHOOLS","18-0011-002","HARVARD ELEMENTARY SCHOOL","06",11.00,5.00,0.00,0.00,3.00,4.00,0.00,0.00,0.00,1.00,14.00,10.00,24.00
"18-0070","CLAY CENTER PUBLIC SCHOOLS","18-0070-001","CLAY CENTER HIGH SCHOOL","07",7.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,14.00,21.00
"18-0070","CLAY CENTER PUBLIC SCHOOLS","18-0070-001","CLAY CENTER HIGH SCHOOL","08",4.00,10.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,12.00,17.00
"18-0070","CLAY CENTER PUBLIC SCHOOLS","18-0070-001","CLAY CENTER HIGH SCHOOL","09",12.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,8.00,20.00
"18-0070","CLAY CENTER PUBLIC SCHOOLS","18-0070-001","CLAY CENTER HIGH SCHOOL","10",8.00,5.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.00,5.00,14.00
"18-0070","CLAY CENTER PUBLIC SCHOOLS","18-0070-001","CLAY CENTER HIGH SCHOOL","11",10.00,11.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,10.00,13.00,23.00
"18-0070","CLAY CENTER PUBLIC SCHOOLS","18-0070-001","CLAY CENTER HIGH SCHOOL","12",11.00,5.00,4.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,15.00,8.00,23.00
"18-0070","CLAY CENTER PUBLIC SCHOOLS","18-0070-002","CLAY CENTER ELEMENTARY SCHOOL","K",7.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,8.00,8.00,16.00
"18-0070","CLAY CENTER PUBLIC SCHOOLS","18-0070-002","CLAY CENTER ELEMENTARY SCHOOL","01",5.00,6.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,6.00,7.00,13.00
"18-0070","CLAY CENTER PUBLIC SCHOOLS","18-0070-002","CLAY CENTER ELEMENTARY SCHOOL","02",9.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,3.00,13.00
"18-0070","CLAY CENTER PUBLIC SCHOOLS","18-0070-002","CLAY CENTER ELEMENTARY SCHOOL","03",10.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,6.00,16.00
"18-0070","CLAY CENTER PUBLIC SCHOOLS","18-0070-002","CLAY CENTER ELEMENTARY SCHOOL","04",4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,8.00
"18-0070","CLAY CENTER PUBLIC SCHOOLS","18-0070-002","CLAY CENTER ELEMENTARY SCHOOL","05",8.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,10.00,18.00
"18-0070","CLAY CENTER PUBLIC SCHOOLS","18-0070-002","CLAY CENTER ELEMENTARY SCHOOL","06",11.00,4.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,12.00,5.00,17.00
"18-0701","SUTTON CHRISTIAN SCHOOL","18-0701-001","SUTTON CHRISTIAN SCHOOL","K",1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00
"18-0701","SUTTON CHRISTIAN SCHOOL","18-0701-001","SUTTON CHRISTIAN SCHOOL","01",0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00
"18-0701","SUTTON CHRISTIAN SCHOOL","18-0701-001","SUTTON CHRISTIAN SCHOOL","02",4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,6.00
"18-0701","SUTTON CHRISTIAN SCHOOL","18-0701-001","SUTTON CHRISTIAN SCHOOL","03",2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5.00,7.00
"18-0701","SUTTON CHRISTIAN SCHOOL","18-0701-001","SUTTON CHRISTIAN SCHOOL","04",4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,6.00
"18-0701","SUTTON CHRISTIAN SCHOOL","18-0701-001","SUTTON CHRISTIAN SCHOOL","05",3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00,7.00
"18-0701","SUTTON CHRISTIAN SCHOOL","18-0701-001","SUTTON CHRISTIAN SCHOOL","06",3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,5.00
"18-0701","SUTTON CHRISTIAN SCHOOL","18-0701-001","SUTTON CHRISTIAN SCHOOL","07",3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,6.00
"18-0701","SUTTON CHRISTIAN SCHOOL","18-0701-001","SUTTON CHRISTIAN SCHOOL","08",3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,5.00
"19-0001","RICHLAND PUBLIC SCHOOL","19-0001-001","RICHLAND PUBLIC SCHOOL","PK",4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,5.00,9.00
"19-0001","RICHLAND PUBLIC SCHOOL","19-0001-001","RICHLAND PUBLIC SCHOOL","K",2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,6.00
"19-0001","RICHLAND PUBLIC SCHOOL","19-0001-001","RICHLAND PUBLIC SCHOOL","01",6.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,5.00,11.00
"19-0001","RICHLAND PUBLIC SCHOOL","19-0001-001","RICHLAND PUBLIC SCHOOL","02",2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,6.00
"19-0001","RICHLAND PUBLIC SCHOOL","19-0001-001","RICHLAND PUBLIC SCHOOL","03",3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00,7.00
"19-0001","RICHLAND PUBLIC SCHOOL","19-0001-001","RICHLAND PUBLIC SCHOOL","04",2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,8.00,10.00
"19-0001","RICHLAND PUBLIC SCHOOL","19-0001-001","RICHLAND PUBLIC SCHOOL","05",2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,4.00
"19-0001","RICHLAND PUBLIC SCHOOL","19-0001-001","RICHLAND PUBLIC SCHOOL","06",2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5.00,7.00
"19-0001","RICHLAND PUBLIC SCHOOL","19-0001-001","RICHLAND PUBLIC SCHOOL","07",4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,6.00
"19-0001","RICHLAND PUBLIC SCHOOL","19-0001-001","RICHLAND PUBLIC SCHOOL","08",2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,8.00,10.00
"19-0002","SCHUYLER GRADE SCHOOLS","19-0002-001","SCHUYLER NORTH WARD ELEMENTARY","K",10.00,8.00,0.00,0.00,52.00,51.00,0.00,0.00,0.00,0.00,62.00,59.00,121.00
"19-0002","SCHUYLER GRADE SCHOOLS","19-0002-001","SCHUYLER NORTH WARD ELEMENTARY","01",8.00,13.00,0.00,0.00,38.00,38.00,0.00,0.00,0.00,0.00,46.00,51.00,97.00
"19-0002","SCHUYLER GRADE SCHOOLS","19-0002-002","SCHUYLER WEST WARD ELEMENTARY","02",10.00,10.00,0.00,0.00,29.00,30.00,0.00,0.00,0.00,0.00,39.00,40.00,79.00
"19-0002","SCHUYLER GRADE SCHOOLS","19-0002-002","SCHUYLER WEST WARD ELEMENTARY","03",8.00,9.00,0.00,0.00,32.00,32.00,0.00,0.00,0.00,0.00,40.00,41.00,81.00
"19-0002","SCHUYLER GRADE SCHOOLS","19-0002-002","SCHUYLER WEST WARD ELEMENTARY","04",12.00,18.00,0.00,0.00,24.00,32.00,1.00,2.00,0.00,0.00,37.00,52.00,89.00
"19-0002","SCHUYLER GRADE SCHOOLS","19-0002-002","SCHUYLER WEST WARD ELEMENTARY","05",15.00,17.00,0.00,0.00,27.00,33.00,2.00,0.00,0.00,2.00,44.00,52.00,96.00
"19-0002","SCHUYLER GRADE SCHOOLS","19-0002-002","SCHUYLER WEST WARD ELEMENTARY","06",20.00,18.00,0.00,0.00,38.00,32.00,0.00,1.00,0.00,0.00,58.00,51.00,109.00
"19-0002","SCHUYLER GRADE SCHOOLS","19-0002-002","SCHUYLER WEST WARD ELEMENTARY","07",18.00,11.00,0.00,1.00,24.00,31.00,1.00,0.00,0.00,0.00,43.00,43.00,86.00
"19-0002","SCHUYLER GRADE SCHOOLS","19-0002-002","SCHUYLER WEST WARD ELEMENTARY","08",20.00,16.00,0.00,1.00,20.00,28.00,1.00,0.00,0.00,0.00,41.00,45.00,86.00
"19-0024","FISHER'S PUBLIC SCHOOL","19-0024-001","FISHER'S PUBLIC SCHOOL","K",3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,5.00
"19-0024","FISHER'S PUBLIC SCHOOL","19-0024-001","FISHER'S PUBLIC SCHOOL","01",3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,5.00,8.00
"19-0024","FISHER'S PUBLIC SCHOOL","19-0024-001","FISHER'S PUBLIC SCHOOL","02",3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,5.00
"19-0024","FISHER'S PUBLIC SCHOOL","19-0024-001","FISHER'S PUBLIC SCHOOL","03",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00
"19-0024","FISHER'S PUBLIC SCHOOL","19-0024-001","FISHER'S PUBLIC SCHOOL","04",2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,4.00
"19-0024","FISHER'S PUBLIC SCHOOL","19-0024-001","FISHER'S PUBLIC SCHOOL","05",2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5.00,7.00
"19-0024","FISHER'S PUBLIC SCHOOL","19-0024-001","FISHER'S PUBLIC SCHOOL","06",1.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,4.00,5.00
"19-0024","FISHER'S PUBLIC SCHOOL","19-0024-001","FISHER'S PUBLIC SCHOOL","07",2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,4.00
"19-0024","FISHER'S PUBLIC SCHOOL","19-0024-001","FISHER'S PUBLIC SCHOOL","08",2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00
"19-0039","LEIGH COMMUNITY SCHOOLS","19-0039-001","LEIGH HIGH SCHOOL","07",10.00,14.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.00,14.00,25.00
"19-0039","LEIGH COMMUNITY SCHOOLS","19-0039-001","LEIGH HIGH SCHOOL","08",11.00,17.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.00,17.00,29.00
"19-0039","LEIGH COMMUNITY SCHOOLS","19-0039-001","LEIGH HIGH SCHOOL","09",11.00,13.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.00,13.00,25.00
"19-0039","LEIGH COMMUNITY SCHOOLS","19-0039-001","LEIGH HIGH SCHOOL","10",12.00,15.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,13.00,16.00,29.00
"19-0039","LEIGH COMMUNITY SCHOOLS","19-0039-001","LEIGH HIGH SCHOOL","11",8.00,19.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,9.00,20.00,29.00
"19-0039","LEIGH COMMUNITY SCHOOLS","19-0039-001","LEIGH HIGH SCHOOL","12",12.00,12.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,12.00,13.00,25.00
"19-0039","LEIGH COMMUNITY SCHOOLS","19-0039-002","LEIGH ELEMENTARY SCHOOL","K",6.00,8.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,6.00,9.00,15.00
"19-0039","LEIGH COMMUNITY SCHOOLS","19-0039-002","LEIGH ELEMENTARY SCHOOL","01",2.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,4.00,6.00
"19-0039","LEIGH COMMUNITY SCHOOLS","19-0039-002","LEIGH ELEMENTARY SCHOOL","02",8.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,8.00,5.00,13.00
"19-0039","LEIGH COMMUNITY SCHOOLS","19-0039-002","LEIGH ELEMENTARY SCHOOL","03",7.00,9.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,8.00,10.00,18.00
"19-0039","LEIGH COMMUNITY SCHOOLS","19-0039-002","LEIGH ELEMENTARY SCHOOL","04",6.00,8.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,6.00,9.00,15.00
"19-0039","LEIGH COMMUNITY SCHOOLS","19-0039-002","LEIGH ELEMENTARY SCHOOL","05",5.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,9.00,14.00
"19-0039","LEIGH COMMUNITY SCHOOLS","19-0039-002","LEIGH ELEMENTARY SCHOOL","06",5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,10.00
"19-0058","CLARKSON PUBLIC SCHOOLS","19-0058-001","CLARKSON JR-SR HIGH SCHOOL","07",17.00,12.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,18.00,13.00,31.00
"19-0058","CLARKSON PUBLIC SCHOOLS","19-0058-001","CLARKSON JR-SR HIGH SCHOOL","08",14.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,11.00,25.00
"19-0058","CLARKSON PUBLIC SCHOOLS","19-0058-001","CLARKSON JR-SR HIGH SCHOOL","09",13.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,10.00,23.00
"19-0058","CLARKSON PUBLIC SCHOOLS","19-0058-001","CLARKSON JR-SR HIGH SCHOOL","10",6.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,14.00,20.00
"19-0058","CLARKSON PUBLIC SCHOOLS","19-0058-001","CLARKSON JR-SR HIGH SCHOOL","11",12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,12.00,24.00
"19-0058","CLARKSON PUBLIC SCHOOLS","19-0058-001","CLARKSON JR-SR HIGH SCHOOL","12",10.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,13.00,23.00
"19-0058","CLARKSON PUBLIC SCHOOLS","19-0058-002","CLARKSON ELEMENTARY SCHOOL","K",7.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,9.00,16.00
"19-0058","CLARKSON PUBLIC SCHOOLS","19-0058-002","CLARKSON ELEMENTARY SCHOOL","01",5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,7.00,12.00
"19-0058","CLARKSON PUBLIC SCHOOLS","19-0058-002","CLARKSON ELEMENTARY SCHOOL","02",4.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,9.00,13.00
"19-0058","CLARKSON PUBLIC SCHOOLS","19-0058-002","CLARKSON ELEMENTARY SCHOOL","03",4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,8.00
"19-0058","CLARKSON PUBLIC SCHOOLS","19-0058-002","CLARKSON ELEMENTARY SCHOOL","04",10.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,4.00,14.00
"19-0058","CLARKSON PUBLIC SCHOOLS","19-0058-002","CLARKSON ELEMENTARY SCHOOL","05",3.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,9.00,12.00
"19-0058","CLARKSON PUBLIC SCHOOLS","19-0058-002","CLARKSON ELEMENTARY SCHOOL","06",8.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,10.00,18.00
"19-0059","HOWELLS PUBLIC SCHOOLS","19-0059-001","HOWELLS JR/SR HIGH SCHOOL","07",14.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,17.00,31.00
"19-0059","HOWELLS PUBLIC SCHOOLS","19-0059-001","HOWELLS JR/SR HIGH SCHOOL","08",16.00,17.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,16.00,19.00,35.00
"19-0059","HOWELLS PUBLIC SCHOOLS","19-0059-001","HOWELLS JR/SR HIGH SCHOOL","09",12.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,17.00,29.00
"19-0059","HOWELLS PUBLIC SCHOOLS","19-0059-001","HOWELLS JR/SR HIGH SCHOOL","10",15.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,13.00,28.00
"19-0059","HOWELLS PUBLIC SCHOOLS","19-0059-001","HOWELLS JR/SR HIGH SCHOOL","11",9.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,13.00,22.00
"19-0059","HOWELLS PUBLIC SCHOOLS","19-0059-001","HOWELLS JR/SR HIGH SCHOOL","12",17.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,14.00,31.00
"19-0059","HOWELLS PUBLIC SCHOOLS","19-0059-003","HOWELLS ELEMENTARY SCHOOL","K",7.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,8.00,7.00,15.00
"19-0059","HOWELLS PUBLIC SCHOOLS","19-0059-003","HOWELLS ELEMENTARY SCHOOL","01",3.00,3.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,4.00,5.00,9.00
"19-0059","HOWELLS PUBLIC SCHOOLS","19-0059-003","HOWELLS ELEMENTARY SCHOOL","02",2.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,5.00,7.00
"19-0059","HOWELLS PUBLIC SCHOOLS","19-0059-003","HOWELLS ELEMENTARY SCHOOL","03",4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,5.00,9.00
"19-0059","HOWELLS PUBLIC SCHOOLS","19-0059-003","HOWELLS ELEMENTARY SCHOOL","04",1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,3.00
"19-0059","HOWELLS PUBLIC SCHOOLS","19-0059-003","HOWELLS ELEMENTARY SCHOOL","05",5.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,8.00,13.00
"19-0059","HOWELLS PUBLIC SCHOOLS","19-0059-003","HOWELLS ELEMENTARY SCHOOL","06",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00
"19-0123","SCHUYLER CENTRAL HIGH SCHOOL","19-0123-001","SCHUYLER CENTRAL HIGH SCHOOL","09",31.00,39.00,1.00,0.00,20.00,27.00,1.00,1.00,0.00,0.00,53.00,67.00,120.00
"19-0123","SCHUYLER CENTRAL HIGH SCHOOL","19-0123-001","SCHUYLER CENTRAL HIGH SCHOOL","10",26.00,31.00,0.00,0.00,25.00,23.00,0.00,1.00,0.00,0.00,51.00,55.00,106.00
"19-0123","SCHUYLER CENTRAL HIGH SCHOOL","19-0123-001","SCHUYLER CENTRAL HIGH SCHOOL","11",29.00,31.00,1.00,0.00,19.00,9.00,0.00,1.00,0.00,0.00,49.00,41.00,90.00
"19-0123","SCHUYLER CENTRAL HIGH SCHOOL","19-0123-001","SCHUYLER CENTRAL HIGH SCHOOL","12",24.00,36.00,0.00,0.00,14.00,14.00,0.00,0.00,0.00,0.00,38.00,50.00,88.00
"19-0504","DIST 504 - COLFAX COUNTY","19-0504-001","DIST 504 - COLFAX COUNTY","K",1.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,5.00
"19-0504","DIST 504 - COLFAX COUNTY","19-0504-001","DIST 504 - COLFAX COUNTY","01",1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00
"19-0504","DIST 504 - COLFAX COUNTY","19-0504-001","DIST 504 - COLFAX COUNTY","02",2.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,4.00,6.00
"19-0504","DIST 504 - COLFAX COUNTY","19-0504-001","DIST 504 - COLFAX COUNTY","03",3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,4.00
"19-0504","DIST 504 - COLFAX COUNTY","19-0504-001","DIST 504 - COLFAX COUNTY","04",3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,6.00
"19-0504","DIST 504 - COLFAX COUNTY","19-0504-001","DIST 504 - COLFAX COUNTY","05",2.00,5.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,6.00,9.00
"19-0504","DIST 504 - COLFAX COUNTY","19-0504-001","DIST 504 - COLFAX COUNTY","06",3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,4.00
"19-0504","DIST 504 - COLFAX COUNTY","19-0504-001","DIST 504 - COLFAX COUNTY","07",3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,6.00
