"CoDist","DistName","CoDistSch","SchName","Grade","FWNH","MWNH","FAPI","MAPI","FH","MH","FAIA","MAIA","FBNH","MBNH","Ftotal","Mtotal","TOTAL"
"70-0005","PLAINVIEW PUBLIC SCHOOLS","70-0005-002","PLAINVIEW ELEMENTARY SCHOOL","06",9.00,19.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,10.00,20.00,30.00
"70-0015","HADAR PUBLIC SCHOOL","70-0015-001","HADAR PUBLIC SCHOOL","K",1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,3.00
"70-0015","HADAR PUBLIC SCHOOL","70-0015-001","HADAR PUBLIC SCHOOL","01",0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00
"70-0015","HADAR PUBLIC SCHOOL","70-0015-001","HADAR PUBLIC SCHOOL","02",4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,6.00
"70-0015","HADAR PUBLIC SCHOOL","70-0015-001","HADAR PUBLIC SCHOOL","03",0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00
"70-0015","HADAR PUBLIC SCHOOL","70-0015-001","HADAR PUBLIC SCHOOL","04",1.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,7.00,8.00
"70-0015","HADAR PUBLIC SCHOOL","70-0015-001","HADAR PUBLIC SCHOOL","05",1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,3.00
"70-0015","HADAR PUBLIC SCHOOL","70-0015-001","HADAR PUBLIC SCHOOL","06",4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,5.00
"70-0542","OSMOND PUBLIC SCHOOLS","70-0542-001","OSMOND HIGH SCHOOL","07",6.00,11.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,11.00,18.00
"70-0542","OSMOND PUBLIC SCHOOLS","70-0542-001","OSMOND HIGH SCHOOL","08",6.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,8.00,14.00
"70-0542","OSMOND PUBLIC SCHOOLS","70-0542-001","OSMOND HIGH SCHOOL","09",16.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,20.00,36.00
"70-0542","OSMOND PUBLIC SCHOOLS","70-0542-001","OSMOND HIGH SCHOOL","10",16.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,7.00,23.00
"70-0542","OSMOND PUBLIC SCHOOLS","70-0542-001","OSMOND HIGH SCHOOL","11",20.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,13.00,33.00
"70-0542","OSMOND PUBLIC SCHOOLS","70-0542-001","OSMOND HIGH SCHOOL","12",9.00,17.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,17.00,28.00
"70-0542","OSMOND PUBLIC SCHOOLS","70-0542-002","OSMOND ELEMENTARY SCHOOL","K",4.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,14.00,18.00
"70-0542","OSMOND PUBLIC SCHOOLS","70-0542-002","OSMOND ELEMENTARY SCHOOL","01",10.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2.00,12.00
"70-0542","OSMOND PUBLIC SCHOOLS","70-0542-002","OSMOND ELEMENTARY SCHOOL","02",7.00,12.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,13.00,20.00
"70-0542","OSMOND PUBLIC SCHOOLS","70-0542-002","OSMOND ELEMENTARY SCHOOL","03",12.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,7.00,19.00
"70-0542","OSMOND PUBLIC SCHOOLS","70-0542-002","OSMOND ELEMENTARY SCHOOL","04",8.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,13.00,21.00
"70-0542","OSMOND PUBLIC SCHOOLS","70-0542-002","OSMOND ELEMENTARY SCHOOL","05",8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,8.00,16.00
"70-0542","OSMOND PUBLIC SCHOOLS","70-0542-002","OSMOND ELEMENTARY SCHOOL","06",4.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,14.00,18.00
"70-0701","ZION LUTHERAN ELEMENTARY SCH","70-0701-001","ZION LUTHERAN ELEMENTARY SCH","PK",4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,6.00,10.00
"70-0701","ZION LUTHERAN ELEMENTARY SCH","70-0701-001","ZION LUTHERAN ELEMENTARY SCH","K",4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,8.00
"70-0701","ZION LUTHERAN ELEMENTARY SCH","70-0701-001","ZION LUTHERAN ELEMENTARY SCH","01",7.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,3.00,10.00
"70-0701","ZION LUTHERAN ELEMENTARY SCH","70-0701-001","ZION LUTHERAN ELEMENTARY SCH","02",2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,5.00
"70-0701","ZION LUTHERAN ELEMENTARY SCH","70-0701-001","ZION LUTHERAN ELEMENTARY SCH","03",7.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,4.00,11.00
"70-0701","ZION LUTHERAN ELEMENTARY SCH","70-0701-001","ZION LUTHERAN ELEMENTARY SCH","04",3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00,7.00
"70-0701","ZION LUTHERAN ELEMENTARY SCH","70-0701-001","ZION LUTHERAN ELEMENTARY SCH","05",5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,6.00
"70-0701","ZION LUTHERAN ELEMENTARY SCH","70-0701-001","ZION LUTHERAN ELEMENTARY SCH","06",7.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,7.00,14.00
"70-0701","ZION LUTHERAN ELEMENTARY SCH","70-0701-001","ZION LUTHERAN ELEMENTARY SCH","07",2.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,6.00,8.00
"70-0701","ZION LUTHERAN ELEMENTARY SCH","70-0701-001","ZION LUTHERAN ELEMENTARY SCH","08",7.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,4.00,11.00
"70-0702","ZION LUTHERAN ELEMENTARY SCH","70-0702-001","ZION LUTHERAN ELEMENTARY SCH","PK",13.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,11.00,24.00
"70-0702","ZION LUTHERAN ELEMENTARY SCH","70-0702-001","ZION LUTHERAN ELEMENTARY SCH","K",1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,5.00
"70-0702","ZION LUTHERAN ELEMENTARY SCH","70-0702-001","ZION LUTHERAN ELEMENTARY SCH","01",4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,5.00
"70-0702","ZION LUTHERAN ELEMENTARY SCH","70-0702-001","ZION LUTHERAN ELEMENTARY SCH","02",4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,5.00,9.00
"70-0702","ZION LUTHERAN ELEMENTARY SCH","70-0702-001","ZION LUTHERAN ELEMENTARY SCH","03",1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,3.00
"70-0702","ZION LUTHERAN ELEMENTARY SCH","70-0702-001","ZION LUTHERAN ELEMENTARY SCH","04",2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,4.00
"70-0702","ZION LUTHERAN ELEMENTARY SCH","70-0702-001","ZION LUTHERAN ELEMENTARY SCH","05",2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,5.00
"70-0702","ZION LUTHERAN ELEMENTARY SCH","70-0702-001","ZION LUTHERAN ELEMENTARY SCH","06",7.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,6.00,13.00
"70-0702","ZION LUTHERAN ELEMENTARY SCH","70-0702-001","ZION LUTHERAN ELEMENTARY SCH","07",1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,3.00
"70-0702","ZION LUTHERAN ELEMENTARY SCH","70-0702-001","ZION LUTHERAN ELEMENTARY SCH","08",2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,5.00
"70-0703","IMMANUEL LUTHERAN ELEM SCH","70-0703-001","IMMANUEL LUTHERAN ELEM SCH","PK",0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,8.00
"70-0703","IMMANUEL LUTHERAN ELEM SCH","70-0703-001","IMMANUEL LUTHERAN ELEM SCH","K",3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,4.00
"70-0703","IMMANUEL LUTHERAN ELEM SCH","70-0703-001","IMMANUEL LUTHERAN ELEM SCH","01",3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,5.00
"70-0703","IMMANUEL LUTHERAN ELEM SCH","70-0703-001","IMMANUEL LUTHERAN ELEM SCH","02",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
"70-0703","IMMANUEL LUTHERAN ELEM SCH","70-0703-001","IMMANUEL LUTHERAN ELEM SCH","03",1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00
"70-0703","IMMANUEL LUTHERAN ELEM SCH","70-0703-001","IMMANUEL LUTHERAN ELEM SCH","04",1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00
"70-0703","IMMANUEL LUTHERAN ELEM SCH","70-0703-001","IMMANUEL LUTHERAN ELEM SCH","05",1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00
"70-0703","IMMANUEL LUTHERAN ELEM SCH","70-0703-001","IMMANUEL LUTHERAN ELEM SCH","08",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
"70-0704","IMMANUEL LUTHERAN ELEM SCH","70-0704-001","IMMANUEL LUTHERAN ELEM SCH","PK",2.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,6.00,8.00
"70-0704","IMMANUEL LUTHERAN ELEM SCH","70-0704-001","IMMANUEL LUTHERAN ELEM SCH","K",1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,5.00,6.00
"70-0705","ST MARY ELEMENTARY SCHOOL","70-0705-001","ST MARY ELEMENTARY SCHOOL","01",0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
"70-0705","ST MARY ELEMENTARY SCHOOL","70-0705-001","ST MARY ELEMENTARY SCHOOL","02",1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00
"70-0705","ST MARY ELEMENTARY SCHOOL","70-0705-001","ST MARY ELEMENTARY SCHOOL","03",3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,5.00
"70-0705","ST MARY ELEMENTARY SCHOOL","70-0705-001","ST MARY ELEMENTARY SCHOOL","04",2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,3.00
"70-0705","ST MARY ELEMENTARY SCHOOL","70-0705-001","ST MARY ELEMENTARY SCHOOL","05",2.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,6.00,8.00
"70-0705","ST MARY ELEMENTARY SCHOOL","70-0705-001","ST MARY ELEMENTARY SCHOOL","06",2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,5.00
"70-0705","ST MARY ELEMENTARY SCHOOL","70-0705-001","ST MARY ELEMENTARY SCHOOL","07",4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,7.00
"70-0705","ST MARY ELEMENTARY SCHOOL","70-0705-001","ST MARY ELEMENTARY SCHOOL","08",6.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,8.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-001","COLUMBUS HIGH SCHOOL","09",134.00,125.00,0.00,2.00,21.00,22.00,0.00,3.00,0.00,0.00,155.00,152.00,307.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-001","COLUMBUS HIGH SCHOOL","10",118.00,117.00,1.00,2.00,14.00,14.00,0.00,2.00,0.00,1.00,133.00,136.00,269.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-001","COLUMBUS HIGH SCHOOL","11",119.00,137.00,0.00,1.00,16.00,8.00,3.00,0.00,3.00,3.00,141.00,149.00,290.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-001","COLUMBUS HIGH SCHOOL","12",155.00,136.00,1.00,0.00,7.00,16.00,1.00,0.00,0.00,4.00,164.00,156.00,320.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-002","COLUMBUS MIDDLE SCHOOL","06",115.00,111.00,1.00,2.00,21.00,16.00,1.00,1.00,1.00,0.00,139.00,130.00,269.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-002","COLUMBUS MIDDLE SCHOOL","07",110.00,97.00,0.00,1.00,14.00,23.00,0.00,2.00,1.00,1.00,125.00,124.00,249.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-002","COLUMBUS MIDDLE SCHOOL","08",98.00,117.00,0.00,3.00,21.00,13.00,0.00,1.00,2.00,0.00,121.00,134.00,255.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-003","EMERSON ELEMENTARY SCHOOL","K",18.00,14.00,1.00,0.00,2.00,6.00,0.00,0.00,0.00,1.00,21.00,21.00,42.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-003","EMERSON ELEMENTARY SCHOOL","01",10.00,14.00,0.00,2.00,11.00,7.00,0.00,0.00,0.00,0.00,21.00,23.00,44.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-003","EMERSON ELEMENTARY SCHOOL","02",9.00,14.00,1.00,0.00,6.00,4.00,0.00,0.00,0.00,0.00,16.00,18.00,34.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-003","EMERSON ELEMENTARY SCHOOL","03",18.00,17.00,0.00,0.00,9.00,7.00,0.00,0.00,0.00,1.00,27.00,25.00,52.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-003","EMERSON ELEMENTARY SCHOOL","04",16.00,10.00,0.00,2.00,5.00,5.00,1.00,1.00,0.00,2.00,22.00,20.00,42.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-003","EMERSON ELEMENTARY SCHOOL","05",13.00,21.00,0.00,0.00,8.00,4.00,0.00,0.00,0.00,2.00,21.00,27.00,48.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-006","NORTH PARK ELEMENTARY","K",12.00,23.00,0.00,0.00,8.00,12.00,0.00,2.00,0.00,1.00,20.00,38.00,58.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-006","NORTH PARK ELEMENTARY","01",21.00,12.00,0.00,0.00,13.00,10.00,0.00,0.00,0.00,0.00,34.00,22.00,56.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-006","NORTH PARK ELEMENTARY","02",12.00,13.00,0.00,0.00,7.00,10.00,0.00,0.00,0.00,0.00,19.00,23.00,42.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-006","NORTH PARK ELEMENTARY","03",15.00,20.00,1.00,1.00,8.00,5.00,0.00,0.00,1.00,0.00,25.00,26.00,51.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-006","NORTH PARK ELEMENTARY","04",9.00,18.00,0.00,1.00,5.00,5.00,1.00,0.00,0.00,1.00,15.00,25.00,40.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-006","NORTH PARK ELEMENTARY","05",18.00,21.00,0.00,0.00,3.00,7.00,0.00,0.00,0.00,0.00,21.00,28.00,49.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-007","WEST PARK ELEMENTARY","K",14.00,6.00,0.00,0.00,2.00,9.00,0.00,1.00,0.00,2.00,16.00,18.00,34.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-007","WEST PARK ELEMENTARY","01",10.00,15.00,0.00,0.00,6.00,7.00,1.00,1.00,2.00,0.00,19.00,23.00,42.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-007","WEST PARK ELEMENTARY","02",9.00,9.00,0.00,0.00,8.00,9.00,0.00,1.00,1.00,0.00,18.00,19.00,37.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-007","WEST PARK ELEMENTARY","03",17.00,12.00,0.00,0.00,4.00,3.00,0.00,0.00,1.00,1.00,22.00,16.00,38.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-007","WEST PARK ELEMENTARY","04",17.00,17.00,0.00,0.00,7.00,5.00,0.00,1.00,0.00,1.00,24.00,24.00,48.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-007","WEST PARK ELEMENTARY","05",15.00,14.00,0.00,0.00,7.00,3.00,0.00,1.00,1.00,3.00,23.00,21.00,44.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-010","DUNCAN ELEMENTARY SCHOOL","K",5.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,7.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-010","DUNCAN ELEMENTARY SCHOOL","01",4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,6.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-010","DUNCAN ELEMENTARY SCHOOL","02",3.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,5.00,8.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-010","DUNCAN ELEMENTARY SCHOOL","03",2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,6.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-010","DUNCAN ELEMENTARY SCHOOL","04",6.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,4.00,10.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-010","DUNCAN ELEMENTARY SCHOOL","05",3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,6.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-011","LOST CREEK ELEMENTARY SCH","K",15.00,13.00,1.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,17.00,17.00,34.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-011","LOST CREEK ELEMENTARY SCH","01",13.00,15.00,0.00,2.00,5.00,2.00,0.00,0.00,1.00,0.00,19.00,19.00,38.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-011","LOST CREEK ELEMENTARY SCH","02",21.00,17.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,23.00,17.00,40.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-011","LOST CREEK ELEMENTARY SCH","03",22.00,18.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,23.00,21.00,44.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-011","LOST CREEK ELEMENTARY SCH","04",19.00,16.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,21.00,17.00,38.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-011","LOST CREEK ELEMENTARY SCH","05",17.00,26.00,1.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,20.00,28.00,48.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-012","CENTENNIAL ELEMENTARY SCHOOL","PK",14.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,4.00,18.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-012","CENTENNIAL ELEMENTARY SCHOOL","K",23.00,14.00,0.00,0.00,10.00,9.00,0.00,0.00,2.00,0.00,35.00,23.00,58.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-012","CENTENNIAL ELEMENTARY SCHOOL","01",15.00,32.00,0.00,1.00,9.00,4.00,0.00,0.00,1.00,0.00,25.00,37.00,62.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-012","CENTENNIAL ELEMENTARY SCHOOL","02",23.00,20.00,0.00,1.00,3.00,8.00,0.00,0.00,1.00,1.00,27.00,30.00,57.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-012","CENTENNIAL ELEMENTARY SCHOOL","03",29.00,17.00,1.00,0.00,3.00,9.00,0.00,1.00,1.00,1.00,34.00,28.00,62.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-012","CENTENNIAL ELEMENTARY SCHOOL","04",27.00,27.00,0.00,0.00,4.00,7.00,0.00,0.00,0.00,0.00,31.00,34.00,65.00
"71-0001","COLUMBUS PUBLIC SCHOOLS","71-0001-012","CENTENNIAL ELEMENTARY SCHOOL","05",30.00,31.00,0.00,0.00,8.00,4.00,0.00,1.00,1.00,1.00,39.00,37.00,76.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-001","LAKEVIEW HIGH SCHOOL","09",31.00,41.00,1.00,0.00,1.00,5.00,0.00,0.00,0.00,0.00,33.00,46.00,79.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-001","LAKEVIEW HIGH SCHOOL","10",31.00,33.00,1.00,0.00,2.00,4.00,1.00,0.00,0.00,0.00,35.00,37.00,72.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-001","LAKEVIEW HIGH SCHOOL","11",40.00,28.00,2.00,1.00,3.00,1.00,0.00,0.00,0.00,1.00,45.00,31.00,76.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-001","LAKEVIEW HIGH SCHOOL","12",40.00,35.00,1.00,0.00,2.00,1.00,0.00,1.00,0.00,0.00,43.00,37.00,80.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-002","SUNRISE ELEMENTARY SCHOOL","K",2.00,1.00,0.00,0.00,8.00,6.00,0.00,0.00,0.00,0.00,10.00,7.00,17.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-002","SUNRISE ELEMENTARY SCHOOL","01",3.00,0.00,1.00,0.00,6.00,7.00,0.00,0.00,0.00,0.00,10.00,7.00,17.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-002","SUNRISE ELEMENTARY SCHOOL","02",2.00,2.00,0.00,0.00,10.00,5.00,0.00,0.00,0.00,0.00,12.00,7.00,19.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-002","SUNRISE ELEMENTARY SCHOOL","03",3.00,4.00,0.00,0.00,4.00,10.00,0.00,0.00,0.00,0.00,7.00,14.00,21.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-002","SUNRISE ELEMENTARY SCHOOL","04",2.00,0.00,0.00,0.00,8.00,6.00,0.00,0.00,0.00,0.00,10.00,6.00,16.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-002","SUNRISE ELEMENTARY SCHOOL","05",3.00,1.00,0.00,0.00,3.00,9.00,0.00,0.00,0.00,0.00,6.00,10.00,16.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-002","SUNRISE ELEMENTARY SCHOOL","06",3.00,1.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,7.00,5.00,12.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-002","SUNRISE ELEMENTARY SCHOOL","07",4.00,4.00,0.00,0.00,5.00,4.00,0.00,0.00,0.00,0.00,9.00,8.00,17.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-002","SUNRISE ELEMENTARY SCHOOL","08",2.00,5.00,0.00,0.00,5.00,4.00,0.00,0.00,0.00,0.00,7.00,9.00,16.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-003","SHELL CREEK ELEMENTARY SCHOOL","K",11.00,8.00,1.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,13.00,11.00,24.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-003","SHELL CREEK ELEMENTARY SCHOOL","01",7.00,12.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,7.00,14.00,21.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-003","SHELL CREEK ELEMENTARY SCHOOL","02",10.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,8.00,18.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-003","SHELL CREEK ELEMENTARY SCHOOL","03",8.00,11.00,1.00,0.00,2.00,1.00,0.00,1.00,0.00,0.00,11.00,13.00,24.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-003","SHELL CREEK ELEMENTARY SCHOOL","04",10.00,10.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,13.00,12.00,25.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-003","SHELL CREEK ELEMENTARY SCHOOL","05",9.00,18.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,10.00,19.00,29.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-003","SHELL CREEK ELEMENTARY SCHOOL","06",8.00,10.00,0.00,1.00,2.00,3.00,0.00,0.00,0.00,0.00,10.00,14.00,24.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-003","SHELL CREEK ELEMENTARY SCHOOL","07",12.00,11.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,12.00,13.00,25.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-003","SHELL CREEK ELEMENTARY SCHOOL","08",14.00,8.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,15.00,8.00,23.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-004","PLATTE CENTER ELEMENTARY SCH","K",7.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,6.00,13.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-004","PLATTE CENTER ELEMENTARY SCH","01",5.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,6.00,6.00,12.00
"71-0005","LAKEVIEW COMMUNITY SCHOOLS","71-0005-004","PLATTE CENTER ELEMENTARY SCH","02",5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,7.00,12.00
