"DATAYEARS","COUNTY_NAME","CLASS_CODE","CLASS_LITERAL","DistrictName","COUNTY","DISTRICT","SCHOOL","SchoolName","GRADE_CODE","FWNH","MWNH","FAPI","MAPI","FH","MH","FAIA","MAIA","FBNH","MBNH","TOTAL","MALE","FEMALE"
"20042005","DAWSON","3","CLASS III","OVERTON PUBLIC SCHOOLS","24","0004","001","OVERTON HIGH SCHOOL","08","10","9","0","0","1","1","0","0","0","0","21","10","11"
"20042005","DAWSON","3","CLASS III","OVERTON PUBLIC SCHOOLS","24","0004","001","OVERTON HIGH SCHOOL","09","10","12","0","0","0","0","1","0","0","0","23","12","11"
"20042005","DAWSON","3","CLASS III","OVERTON PUBLIC SCHOOLS","24","0004","001","OVERTON HIGH SCHOOL","10","14","15","0","0","0","3","1","0","0","0","33","18","15"
"20042005","DAWSON","3","CLASS III","OVERTON PUBLIC SCHOOLS","24","0004","001","OVERTON HIGH SCHOOL","11","11","13","0","0","1","0","0","0","0","0","25","13","12"
"20042005","DAWSON","3","CLASS III","OVERTON PUBLIC SCHOOLS","24","0004","001","OVERTON HIGH SCHOOL","12","11","12","0","0","0","1","1","0","0","0","25","13","12"
"20042005","DAWSON","3","CLASS III","OVERTON PUBLIC SCHOOLS","24","0004","002","OVERTON ELEMENTARY SCHOOL","01","9","4","0","0","1","0","0","0","0","1","15","5","10"
"20042005","DAWSON","3","CLASS III","OVERTON PUBLIC SCHOOLS","24","0004","002","OVERTON ELEMENTARY SCHOOL","02","4","11","0","0","0","1","0","0","0","0","16","12","4"
"20042005","DAWSON","3","CLASS III","OVERTON PUBLIC SCHOOLS","24","0004","002","OVERTON ELEMENTARY SCHOOL","03","5","10","0","0","1","2","0","0","0","0","18","12","6"
"20042005","DAWSON","3","CLASS III","OVERTON PUBLIC SCHOOLS","24","0004","002","OVERTON ELEMENTARY SCHOOL","04","8","7","0","0","1","0","0","0","0","0","16","7","9"
"20042005","DAWSON","3","CLASS III","OVERTON PUBLIC SCHOOLS","24","0004","002","OVERTON ELEMENTARY SCHOOL","05","5","11","1","0","1","4","0","0","0","0","22","15","7"
"20042005","DAWSON","3","CLASS III","OVERTON PUBLIC SCHOOLS","24","0004","002","OVERTON ELEMENTARY SCHOOL","06","7","6","0","0","1","1","0","0","0","2","17","9","8"
"20042005","DAWSON","3","CLASS III","OVERTON PUBLIC SCHOOLS","24","0004","002","OVERTON ELEMENTARY SCHOOL","K ","5","7","0","1","2","0","0","0","0","0","15","8","7"
"20042005","DAWSON","3","CLASS III","COZAD CITY SCHOOLS","24","0011","001","COZAD HIGH SCHOOL","09","36","36","0","1","8","7","0","0","0","0","88","44","44"
"20042005","DAWSON","3","CLASS III","COZAD CITY SCHOOLS","24","0011","001","COZAD HIGH SCHOOL","10","42","30","0","0","4","8","0","0","0","0","84","38","46"
"20042005","DAWSON","3","CLASS III","COZAD CITY SCHOOLS","24","0011","001","COZAD HIGH SCHOOL","11","23","30","0","0","4","5","0","0","0","0","62","35","27"
"20042005","DAWSON","3","CLASS III","COZAD CITY SCHOOLS","24","0011","001","COZAD HIGH SCHOOL","12","29","23","0","0","2","7","0","0","0","0","61","30","31"
"20042005","DAWSON","3","CLASS III","COZAD CITY SCHOOLS","24","0011","002","COZAD MIDDLE SCHOOL","06","33","26","1","0","5","9","0","1","0","0","75","36","39"
"20042005","DAWSON","3","CLASS III","COZAD CITY SCHOOLS","24","0011","002","COZAD MIDDLE SCHOOL","07","27","38","0","0","5","2","0","0","0","1","73","41","32"
"20042005","DAWSON","3","CLASS III","COZAD CITY SCHOOLS","24","0011","002","COZAD MIDDLE SCHOOL","08","36","35","1","0","8","4","0","1","0","0","85","40","45"
"20042005","DAWSON","3","CLASS III","COZAD CITY SCHOOLS","24","0011","004","COZAD ELEMENTARY SCHOOL","01","19","33","0","0","7","7","0","1","1","1","69","42","27"
"20042005","DAWSON","3","CLASS III","COZAD CITY SCHOOLS","24","0011","004","COZAD ELEMENTARY SCHOOL","02","27","25","0","1","5","5","0","0","0","1","64","32","32"
"20042005","DAWSON","3","CLASS III","COZAD CITY SCHOOLS","24","0011","004","COZAD ELEMENTARY SCHOOL","03","31","24","0","0","2","10","0","0","1","0","68","34","34"
"20042005","DAWSON","3","CLASS III","COZAD CITY SCHOOLS","24","0011","004","COZAD ELEMENTARY SCHOOL","04","31","23","0","0","11","7","0","0","1","0","73","30","43"
"20042005","DAWSON","3","CLASS III","COZAD CITY SCHOOLS","24","0011","004","COZAD ELEMENTARY SCHOOL","05","27","23","1","0","7","10","0","0","2","0","70","33","37"
"20042005","DAWSON","3","CLASS III","COZAD CITY SCHOOLS","24","0011","005","COZAD EARLY EDUCATION CENTER","K ","24","26","0","0","7","5","0","0","0","0","62","31","31"
"20042005","DAWSON","3","CLASS III","COZAD CITY SCHOOLS","24","0011","005","COZAD EARLY EDUCATION CENTER","PK","4","13","0","0","0","3","0","0","0","0","20","16","4"
"20042005","DAWSON","1","CLASS I","DIST 013 - DAWSON COUNTY","24","0013","001","DIST 013 - DAWSON COUNTY","01","1","1","0","0","0","0","0","0","0","0","2","1","1"
"20042005","DAWSON","1","CLASS I","DIST 013 - DAWSON COUNTY","24","0013","001","DIST 013 - DAWSON COUNTY","02","2","3","0","0","0","0","0","0","0","0","5","3","2"
"20042005","DAWSON","1","CLASS I","DIST 013 - DAWSON COUNTY","24","0013","001","DIST 013 - DAWSON COUNTY","03","0","3","0","0","0","0","0","0","0","0","3","3","0"
"20042005","DAWSON","1","CLASS I","DIST 013 - DAWSON COUNTY","24","0013","001","DIST 013 - DAWSON COUNTY","04","3","4","0","0","0","0","0","0","0","0","7","4","3"
"20042005","DAWSON","1","CLASS I","DIST 013 - DAWSON COUNTY","24","0013","001","DIST 013 - DAWSON COUNTY","K ","2","0","0","0","0","0","0","0","0","0","2","0","2"
"20042005","DAWSON","1","CLASS I","DIST 015 - DAWSON COUNTY","24","0015","001","DIST 015 - DAWSON COUNTY","01","3","2","0","0","0","0","0","0","0","0","5","2","3"
"20042005","DAWSON","1","CLASS I","DIST 015 - DAWSON COUNTY","24","0015","001","DIST 015 - DAWSON COUNTY","02","0","3","0","0","0","0","0","0","0","0","3","3","0"
"20042005","DAWSON","1","CLASS I","DIST 015 - DAWSON COUNTY","24","0015","001","DIST 015 - DAWSON COUNTY","03","2","2","0","0","0","0","0","0","0","0","4","2","2"
"20042005","DAWSON","1","CLASS I","DIST 015 - DAWSON COUNTY","24","0015","001","DIST 015 - DAWSON COUNTY","04","1","2","0","0","1","0","0","0","0","0","4","2","2"
"20042005","DAWSON","1","CLASS I","DIST 015 - DAWSON COUNTY","24","0015","001","DIST 015 - DAWSON COUNTY","05","2","3","0","0","1","0","0","0","0","0","6","3","3"
"20042005","DAWSON","1","CLASS I","DIST 015 - DAWSON COUNTY","24","0015","001","DIST 015 - DAWSON COUNTY","06","0","0","0","0","0","1","0","0","0","0","1","1","0"
"20042005","DAWSON","1","CLASS I","DIST 015 - DAWSON COUNTY","24","0015","001","DIST 015 - DAWSON COUNTY","K ","1","1","0","0","0","1","0","0","0","0","3","2","1"
"20042005","DAWSON","1","CLASS I","DIST 016 - DAWSON COUNTY","24","0016","001","DIST 016 - DAWSON COUNTY","01","1","0","0","0","2","0","0","0","0","0","3","0","3"
"20042005","DAWSON","1","CLASS I","DIST 016 - DAWSON COUNTY","24","0016","001","DIST 016 - DAWSON COUNTY","02","1","0","0","0","1","2","0","0","0","0","4","2","2"
"20042005","DAWSON","1","CLASS I","DIST 016 - DAWSON COUNTY","24","0016","001","DIST 016 - DAWSON COUNTY","03","0","1","0","0","1","0","0","0","0","0","2","1","1"
"20042005","DAWSON","1","CLASS I","DIST 016 - DAWSON COUNTY","24","0016","001","DIST 016 - DAWSON COUNTY","04","2","0","0","0","0","0","0","0","0","0","2","0","2"
"20042005","DAWSON","1","CLASS I","DIST 016 - DAWSON COUNTY","24","0016","001","DIST 016 - DAWSON COUNTY","05","0","1","0","0","1","0","0","0","0","0","2","1","1"
"20042005","DAWSON","1","CLASS I","DIST 016 - DAWSON COUNTY","24","0016","001","DIST 016 - DAWSON COUNTY","06","0","1","0","0","0","1","0","0","0","0","2","2","0"
"20042005","DAWSON","1","CLASS I","DIST 016 - DAWSON COUNTY","24","0016","001","DIST 016 - DAWSON COUNTY","07","0","1","0","0","0","0","0","0","0","0","1","1","0"
"20042005","DAWSON","1","CLASS I","DIST 016 - DAWSON COUNTY","24","0016","001","DIST 016 - DAWSON COUNTY","08","0","1","0","0","0","2","0","0","0","0","3","3","0"
"20042005","DAWSON","1","CLASS I","DIST 016 - DAWSON COUNTY","24","0016","001","DIST 016 - DAWSON COUNTY","K ","1","0","0","0","1","0","0","0","0","0","2","0","2"
"20042005","DAWSON","1","CLASS I","DIST 017 - DAWSON COUNTY","24","0017","001","DIST 017 - DAWSON COUNTY","01","2","4","0","0","1","0","0","0","0","0","7","4","3"
"20042005","DAWSON","1","CLASS I","DIST 017 - DAWSON COUNTY","24","0017","001","DIST 017 - DAWSON COUNTY","02","1","4","0","0","1","1","0","1","0","0","8","6","2"
"20042005","DAWSON","1","CLASS I","DIST 017 - DAWSON COUNTY","24","0017","001","DIST 017 - DAWSON COUNTY","03","1","1","0","0","0","1","0","1","0","0","4","3","1"
"20042005","DAWSON","1","CLASS I","DIST 017 - DAWSON COUNTY","24","0017","001","DIST 017 - DAWSON COUNTY","04","0","0","0","0","0","0","1","0","0","0","1","0","1"
"20042005","DAWSON","1","CLASS I","DIST 017 - DAWSON COUNTY","24","0017","001","DIST 017 - DAWSON COUNTY","05","2","1","0","0","0","0","0","0","0","0","3","1","2"
"20042005","DAWSON","1","CLASS I","DIST 017 - DAWSON COUNTY","24","0017","001","DIST 017 - DAWSON COUNTY","06","1","2","0","0","0","0","0","0","0","0","3","2","1"
"20042005","DAWSON","1","CLASS I","DIST 017 - DAWSON COUNTY","24","0017","001","DIST 017 - DAWSON COUNTY","K ","1","1","0","0","1","0","0","0","0","0","3","1","2"
"20042005","DAWSON","3","CLASS III","GOTHENBURG PUBLIC SCHOOLS","24","0020","001","GOTHENBURG SECONDARY SCHOOL","07","27","33","0","0","2","0","0","0","0","1","63","34","29"
"20042005","DAWSON","3","CLASS III","GOTHENBURG PUBLIC SCHOOLS","24","0020","001","GOTHENBURG SECONDARY SCHOOL","08","20","32","0","0","4","1","0","1","0","0","58","34","24"
"20042005","DAWSON","3","CLASS III","GOTHENBURG PUBLIC SCHOOLS","24","0020","001","GOTHENBURG SECONDARY SCHOOL","09","38","29","2","0","1","1","0","0","0","0","71","30","41"
"20042005","DAWSON","3","CLASS III","GOTHENBURG PUBLIC SCHOOLS","24","0020","001","GOTHENBURG SECONDARY SCHOOL","10","31","30","0","0","0","3","0","0","0","0","64","33","31"
"20042005","DAWSON","3","CLASS III","GOTHENBURG PUBLIC SCHOOLS","24","0020","001","GOTHENBURG SECONDARY SCHOOL","11","25","36","0","0","1","1","0","1","1","0","65","38","27"
"20042005","DAWSON","3","CLASS III","GOTHENBURG PUBLIC SCHOOLS","24","0020","001","GOTHENBURG SECONDARY SCHOOL","12","21","31","0","0","1","0","0","0","0","0","53","31","22"
"20042005","DAWSON","3","CLASS III","GOTHENBURG PUBLIC SCHOOLS","24","0020","002","GOTHENBURG ELEMENTARY SCHOOL","01","19","32","0","1","2","3","0","0","0","0","57","36","21"
"20042005","DAWSON","3","CLASS III","GOTHENBURG PUBLIC SCHOOLS","24","0020","002","GOTHENBURG ELEMENTARY SCHOOL","02","27","24","0","0","5","2","0","0","1","0","59","26","33"
"20042005","DAWSON","3","CLASS III","GOTHENBURG PUBLIC SCHOOLS","24","0020","002","GOTHENBURG ELEMENTARY SCHOOL","03","34","26","0","0","0","2","0","1","0","0","63","29","34"
"20042005","DAWSON","3","CLASS III","GOTHENBURG PUBLIC SCHOOLS","24","0020","002","GOTHENBURG ELEMENTARY SCHOOL","04","30","20","0","0","2","1","0","2","0","0","55","23","32"
"20042005","DAWSON","3","CLASS III","GOTHENBURG PUBLIC SCHOOLS","24","0020","002","GOTHENBURG ELEMENTARY SCHOOL","05","24","29","0","0","1","4","0","0","0","0","58","33","25"
"20042005","DAWSON","3","CLASS III","GOTHENBURG PUBLIC SCHOOLS","24","0020","002","GOTHENBURG ELEMENTARY SCHOOL","06","32","40","0","0","2","0","0","1","0","0","75","41","34"
"20042005","DAWSON","3","CLASS III","GOTHENBURG PUBLIC SCHOOLS","24","0020","002","GOTHENBURG ELEMENTARY SCHOOL","K ","36","26","0","0","0","0","0","0","0","0","62","26","36"
"20042005","DAWSON","1","CLASS I","DIST 022 - DAWSON COUNTY","24","0022","001","DIST 022 - DAWSON COUNTY","01","0","1","0","0","0","1","0","0","0","0","2","2","0"
"20042005","DAWSON","1","CLASS I","DIST 022 - DAWSON COUNTY","24","0022","001","DIST 022 - DAWSON COUNTY","02","1","1","0","0","0","0","0","0","0","0","2","1","1"
"20042005","DAWSON","1","CLASS I","DIST 022 - DAWSON COUNTY","24","0022","001","DIST 022 - DAWSON COUNTY","03","2","0","0","0","0","0","0","0","0","0","2","0","2"
"20042005","DAWSON","1","CLASS I","DIST 022 - DAWSON COUNTY","24","0022","001","DIST 022 - DAWSON COUNTY","04","0","1","0","0","1","1","0","0","0","0","3","2","1"
"20042005","DAWSON","1","CLASS I","DIST 022 - DAWSON COUNTY","24","0022","001","DIST 022 - DAWSON COUNTY","05","2","2","0","0","0","0","0","0","0","0","4","2","2"
"20042005","DAWSON","1","CLASS I","DIST 022 - DAWSON COUNTY","24","0022","001","DIST 022 - DAWSON COUNTY","06","3","1","0","0","0","1","0","2","0","0","7","4","3"
"20042005","DAWSON","1","CLASS I","DIST 022 - DAWSON COUNTY","24","0022","001","DIST 022 - DAWSON COUNTY","07","0","1","0","0","1","0","0","0","0","0","2","1","1"
"20042005","DAWSON","1","CLASS I","DIST 022 - DAWSON COUNTY","24","0022","001","DIST 022 - DAWSON COUNTY","08","0","1","0","0","1","1","0","0","0","0","3","2","1"
"20042005","DAWSON","1","CLASS I","DIST 022 - DAWSON COUNTY","24","0022","001","DIST 022 - DAWSON COUNTY","K ","0","1","0","0","1","0","0","0","0","0","2","1","1"
"20042005","DAWSON","1","CLASS I","DIST 025 - DAWSON COUNTY","24","0025","001","DIST 025 - DAWSON COUNTY","01","1","5","0","0","0","0","0","0","0","0","6","5","1"
"20042005","DAWSON","1","CLASS I","DIST 025 - DAWSON COUNTY","24","0025","001","DIST 025 - DAWSON COUNTY","02","0","2","0","0","0","0","0","0","0","0","2","2","0"
"20042005","DAWSON","1","CLASS I","DIST 025 - DAWSON COUNTY","24","0025","001","DIST 025 - DAWSON COUNTY","03","5","0","0","0","0","0","0","0","0","0","5","0","5"
"20042005","DAWSON","1","CLASS I","DIST 025 - DAWSON COUNTY","24","0025","001","DIST 025 - DAWSON COUNTY","04","2","4","0","0","0","0","0","0","0","0","6","4","2"
"20042005","DAWSON","1","CLASS I","DIST 025 - DAWSON COUNTY","24","0025","001","DIST 025 - DAWSON COUNTY","05","2","1","0","0","0","0","0","0","0","0","3","1","2"
"20042005","DAWSON","1","CLASS I","DIST 025 - DAWSON COUNTY","24","0025","001","DIST 025 - DAWSON COUNTY","K ","0","1","0","0","0","0","0","0","0","0","1","1","0"
"20042005","DAWSON","1","CLASS I","DIST 029 - DAWSON COUNTY","24","0029","001","DIST 029 - DAWSON COUNTY","01","2","1","0","0","0","0","0","0","0","0","3","1","2"
"20042005","DAWSON","1","CLASS I","DIST 029 - DAWSON COUNTY","24","0029","001","DIST 029 - DAWSON COUNTY","02","0","3","0","0","0","0","1","0","0","0","4","3","1"
"20042005","DAWSON","1","CLASS I","DIST 029 - DAWSON COUNTY","24","0029","001","DIST 029 - DAWSON COUNTY","03","4","4","0","0","1","0","1","0","0","0","10","4","6"
"20042005","DAWSON","1","CLASS I","DIST 029 - DAWSON COUNTY","24","0029","001","DIST 029 - DAWSON COUNTY","04","2","0","0","0","0","0","0","0","0","0","2","0","2"
"20042005","DAWSON","1","CLASS I","DIST 029 - DAWSON COUNTY","24","0029","001","DIST 029 - DAWSON COUNTY","05","0","2","0","0","0","0","0","0","0","0","2","2","0"
"20042005","DAWSON","1","CLASS I","DIST 029 - DAWSON COUNTY","24","0029","001","DIST 029 - DAWSON COUNTY","06","0","1","0","0","0","0","0","0","0","0","1","1","0"
"20042005","DAWSON","1","CLASS I","DIST 029 - DAWSON COUNTY","24","0029","001","DIST 029 - DAWSON COUNTY","K ","0","2","0","0","0","0","1","0","0","1","4","3","1"
"20042005","DAWSON","1","CLASS I","DIST 044 - DAWSON COUNTY","24","0044","001","DIST 044 - DAWSON COUNTY","01","0","1","0","0","0","0","0","0","0","0","1","1","0"
"20042005","DAWSON","1","CLASS I","DIST 044 - DAWSON COUNTY","24","0044","001","DIST 044 - DAWSON COUNTY","04","0","1","0","0","0","0","0","0","0","0","1","1","0"
"20042005","DAWSON","1","CLASS I","DIST 044 - DAWSON COUNTY","24","0044","001","DIST 044 - DAWSON COUNTY","05","1","1","0","0","0","0","0","0","0","0","2","1","1"
"20042005","DAWSON","1","CLASS I","DIST 044 - DAWSON COUNTY","24","0044","001","DIST 044 - DAWSON COUNTY","08","1","0","0","0","0","0","0","0","0","0","1","0","1"
"20042005","DAWSON","1","CLASS I","DIST 044 - DAWSON COUNTY","24","0044","001","DIST 044 - DAWSON COUNTY","K ","0","1","0","0","0","0","0","0","0","0","1","1","0"
"20042005","DAWSON","1","CLASS I","DIST 081 - DAWSON COUNTY","24","0081","001","DIST 081 - DAWSON COUNTY","01","2","1","0","0","0","0","0","0","0","0","3","1","2"
"20042005","DAWSON","1","CLASS I","DIST 081 - DAWSON COUNTY","24","0081","001","DIST 081 - DAWSON COUNTY","02","2","0","0","0","0","0","0","0","0","0","2","0","2"
"20042005","DAWSON","1","CLASS I","DIST 081 - DAWSON COUNTY","24","0081","001","DIST 081 - DAWSON COUNTY","03","1","1","0","0","0","0","0","0","0","0","2","1","1"
"20042005","DAWSON","1","CLASS I","DIST 081 - DAWSON COUNTY","24","0081","001","DIST 081 - DAWSON COUNTY","04","0","1","0","0","0","0","0","0","0","0","1","1","0"
"20042005","DAWSON","1","CLASS I","DIST 081 - DAWSON COUNTY","24","0081","001","DIST 081 - DAWSON COUNTY","05","1","0","0","0","0","0","0","0","0","0","1","0","1"
"20042005","DAWSON","1","CLASS I","DIST 081 - DAWSON COUNTY","24","0081","001","DIST 081 - DAWSON COUNTY","06","2","1","0","0","0","0","0","0","0","0","3","1","2"
"20042005","DAWSON","1","CLASS I","DIST 081 - DAWSON COUNTY","24","0081","001","DIST 081 - DAWSON COUNTY","K ","0","2","0","0","0","0","0","0","0","0","2","2","0"
"20042005","DAWSON","1","CLASS I","DIST 100 - DAWSON COUNTY","24","0100","001","DIST 100 - DAWSON COUNTY","01","5","2","0","0","0","0","0","0","0","0","7","2","5"
"20042005","DAWSON","1","CLASS I","DIST 100 - DAWSON COUNTY","24","0100","001","DIST 100 - DAWSON COUNTY","02","2","4","0","0","0","0","0","0","0","0","6","4","2"
"20042005","DAWSON","1","CLASS I","DIST 100 - DAWSON COUNTY","24","0100","001","DIST 100 - DAWSON COUNTY","03","2","1","0","0","0","0","0","0","0","0","3","1","2"
"20042005","DAWSON","1","CLASS I","DIST 100 - DAWSON COUNTY","24","0100","001","DIST 100 - DAWSON COUNTY","04","1","1","0","0","0","0","0","0","0","0","2","1","1"
"20042005","DAWSON","1","CLASS I","DIST 100 - DAWSON COUNTY","24","0100","001","DIST 100 - DAWSON COUNTY","05","3","1","0","0","0","0","0","0","0","0","4","1","3"
"20042005","DAWSON","1","CLASS I","DIST 100 - DAWSON COUNTY","24","0100","001","DIST 100 - DAWSON COUNTY","06","0","1","0","0","0","0","0","0","0","0","1","1","0"
"20042005","DAWSON","1","CLASS I","DIST 100 - DAWSON COUNTY","24","0100","001","DIST 100 - DAWSON COUNTY","K ","0","3","0","0","0","0","0","0","0","0","3","3","0"
"20042005","DAWSON","3","CLASS III","SUMNER-EDDYVILLE-MILLER SCHS","24","0101","001","JUNIOR-SENIOR HIGH AT SUMNER","07","7","10","0","0","1","1","0","0","0","0","19","11","8"
"20042005","DAWSON","3","CLASS III","SUMNER-EDDYVILLE-MILLER SCHS","24","0101","001","JUNIOR-SENIOR HIGH AT SUMNER","08","8","3","0","0","1","0","0","0","0","0","12","3","9"
"20042005","DAWSON","3","CLASS III","SUMNER-EDDYVILLE-MILLER SCHS","24","0101","001","JUNIOR-SENIOR HIGH AT SUMNER","09","8","6","0","0","0","0","0","0","0","0","14","6","8"
"20042005","DAWSON","3","CLASS III","SUMNER-EDDYVILLE-MILLER SCHS","24","0101","001","JUNIOR-SENIOR HIGH AT SUMNER","10","12","8","0","0","1","1","0","0","0","0","22","9","13"
"20042005","DAWSON","3","CLASS III","SUMNER-EDDYVILLE-MILLER SCHS","24","0101","001","JUNIOR-SENIOR HIGH AT SUMNER","11","6","9","0","0","0","0","0","0","0","0","15","9","6"
"20042005","DAWSON","3","CLASS III","SUMNER-EDDYVILLE-MILLER SCHS","24","0101","001","JUNIOR-SENIOR HIGH AT SUMNER","12","9","7","1","0","1","1","0","0","0","0","19","8","11"
"20042005","DAWSON","3","CLASS III","SUMNER-EDDYVILLE-MILLER SCHS","24","0101","002","ELEMENTARY SCHOOL AT SUMNER","01","6","4","0","0","0","1","0","0","0","0","11","5","6"
"20042005","DAWSON","3","CLASS III","SUMNER-EDDYVILLE-MILLER SCHS","24","0101","002","ELEMENTARY SCHOOL AT SUMNER","02","6","5","0","0","0","0","0","0","0","0","11","5","6"
"20042005","DAWSON","3","CLASS III","SUMNER-EDDYVILLE-MILLER SCHS","24","0101","002","ELEMENTARY SCHOOL AT SUMNER","03","5","6","0","0","0","0","0","0","0","0","11","6","5"
"20042005","DAWSON","3","CLASS III","SUMNER-EDDYVILLE-MILLER SCHS","24","0101","002","ELEMENTARY SCHOOL AT SUMNER","04","4","6","0","0","0","1","0","0","0","0","11","7","4"
"20042005","DAWSON","3","CLASS III","SUMNER-EDDYVILLE-MILLER SCHS","24","0101","002","ELEMENTARY SCHOOL AT SUMNER","05","3","9","0","0","3","0","0","0","0","0","15","9","6"
"20042005","DAWSON","3","CLASS III","SUMNER-EDDYVILLE-MILLER SCHS","24","0101","002","ELEMENTARY SCHOOL AT SUMNER","06","7","5","0","0","0","3","0","0","0","0","15","8","7"
"20042005","DAWSON","3","CLASS III","SUMNER-EDDYVILLE-MILLER SCHS","24","0101","002","ELEMENTARY SCHOOL AT SUMNER","K ","5","6","0","0","0","0","0","0","0","0","11","6","5"
"20042005","DEUEL","3","CLASS III","CREEK VALLEY SCHOOLS","25","0025","001","CREEK VALLEY HIGH SCHOOL","09","10","12","0","1","1","0","0","1","0","0","25","14","11"
"20042005","DEUEL","3","CLASS III","CREEK VALLEY SCHOOLS","25","0025","001","CREEK VALLEY HIGH SCHOOL","10","10","14","0","0","0","0","1","0","0","0","25","14","11"
"20042005","DEUEL","3","CLASS III","CREEK VALLEY SCHOOLS","25","0025","001","CREEK VALLEY HIGH SCHOOL","11","13","23","0","0","0","1","0","0","0","0","37","24","13"
"20042005","DEUEL","3","CLASS III","CREEK VALLEY SCHOOLS","25","0025","001","CREEK VALLEY HIGH SCHOOL","12","15","12","0","0","0","0","0","0","0","0","27","12","15"
"20042005","DEUEL","3","CLASS III","CREEK VALLEY SCHOOLS","25","0025","002","CREEK VALLEY MIDDLE SCHOOL","05","4","10","0","0","0","0","0","0","0","0","14","10","4"
"20042005","DEUEL","3","CLASS III","CREEK VALLEY SCHOOLS","25","0025","002","CREEK VALLEY MIDDLE SCHOOL","06","11","18","0","0","0","0","0","0","0","0","29","18","11"
"20042005","DEUEL","3","CLASS III","CREEK VALLEY SCHOOLS","25","0025","002","CREEK VALLEY MIDDLE SCHOOL","07","7","13","0","0","0","0","0","0","0","0","20","13","7"
"20042005","DEUEL","3","CLASS III","CREEK VALLEY SCHOOLS","25","0025","002","CREEK VALLEY MIDDLE SCHOOL","08","14","16","0","0","0","0","0","0","0","0","30","16","14"
"20042005","DEUEL","3","CLASS III","CREEK VALLEY SCHOOLS","25","0025","003","CREEK VALLEY ELEMENTARY SCHOOL","01","5","15","0","0","0","0","0","0","0","0","20","15","5"
"20042005","DEUEL","3","CLASS III","CREEK VALLEY SCHOOLS","25","0025","003","CREEK VALLEY ELEMENTARY SCHOOL","02","5","10","0","0","2","0","0","0","0","1","18","11","7"
"20042005","DEUEL","3","CLASS III","CREEK VALLEY SCHOOLS","25","0025","003","CREEK VALLEY ELEMENTARY SCHOOL","03","10","10","0","0","0","0","0","0","0","0","20","10","10"
"20042005","DEUEL","3","CLASS III","CREEK VALLEY SCHOOLS","25","0025","003","CREEK VALLEY ELEMENTARY SCHOOL","04","9","5","0","0","0","0","0","0","0","1","15","6","9"
"20042005","DEUEL","3","CLASS III","CREEK VALLEY SCHOOLS","25","0025","003","CREEK VALLEY ELEMENTARY SCHOOL","K ","8","8","0","0","0","0","0","0","0","0","16","8","8"
"20042005","DEUEL","3","CLASS III","SOUTH PLATTE PUBLIC SCHOOLS","25","0095","001","SOUTH PLATTE HIGH SCHOOL","07","4","7","0","0","1","1","0","0","0","0","13","8","5"
"20042005","DEUEL","3","CLASS III","SOUTH PLATTE PUBLIC SCHOOLS","25","0095","001","SOUTH PLATTE HIGH SCHOOL","08","6","2","0","0","0","1","0","0","0","0","9","3","6"
"20042005","DEUEL","3","CLASS III","SOUTH PLATTE PUBLIC SCHOOLS","25","0095","001","SOUTH PLATTE HIGH SCHOOL","09","4","4","0","0","0","1","0","0","0","0","9","5","4"
"20042005","DEUEL","3","CLASS III","SOUTH PLATTE PUBLIC SCHOOLS","25","0095","001","SOUTH PLATTE HIGH SCHOOL","10","5","5","0","0","1","2","0","0","0","0","13","7","6"
"20042005","DEUEL","3","CLASS III","SOUTH PLATTE PUBLIC SCHOOLS","25","0095","001","SOUTH PLATTE HIGH SCHOOL","11","3","12","0","0","3","0","0","0","0","0","18","12","6"
"20042005","DEUEL","3","CLASS III","SOUTH PLATTE PUBLIC SCHOOLS","25","0095","001","SOUTH PLATTE HIGH SCHOOL","12","9","10","0","0","3","0","0","0","0","0","22","10","12"
"20042005","DEUEL","3","CLASS III","SOUTH PLATTE PUBLIC SCHOOLS","25","0095","002","SO PLATTE ELEM AT BIG SPRINGS","01","4","4","0","0","0","0","0","0","0","0","8","4","4"
"20042005","DEUEL","3","CLASS III","SOUTH PLATTE PUBLIC SCHOOLS","25","0095","002","SO PLATTE ELEM AT BIG SPRINGS","02","3","5","0","0","0","1","0","0","0","0","9","6","3"
"20042005","DEUEL","3","CLASS III","SOUTH PLATTE PUBLIC SCHOOLS","25","0095","002","SO PLATTE ELEM AT BIG SPRINGS","03","4","5","0","0","0","0","0","1","0","0","10","6","4"
"20042005","DEUEL","3","CLASS III","SOUTH PLATTE PUBLIC SCHOOLS","25","0095","002","SO PLATTE ELEM AT BIG SPRINGS","04","1","2","0","0","0","0","0","0","0","0","3","2","1"
"20042005","DEUEL","3","CLASS III","SOUTH PLATTE PUBLIC SCHOOLS","25","0095","002","SO PLATTE ELEM AT BIG SPRINGS","05","5","6","0","1","0","0","0","0","0","0","12","7","5"
"20042005","DEUEL","3","CLASS III","SOUTH PLATTE PUBLIC SCHOOLS","25","0095","002","SO PLATTE ELEM AT BIG SPRINGS","06","5","1","0","0","0","0","0","0","0","0","6","1","5"
"20042005","DEUEL","3","CLASS III","SOUTH PLATTE PUBLIC SCHOOLS","25","0095","002","SO PLATTE ELEM AT BIG SPRINGS","K ","4","4","0","0","1","0","0","0","0","0","9","4","5"
