"DATAYEARS","co-dist","DISTNAME","COUNTY_NAME","CLASS_CODE","DISTRICT_TYPE_CODE","AGENCYID","COUNTY","DISTRICT","SCHOOL","SchoolName","grade_code","FWNH","MWNH","FAPI","MAPI","FH","MH","FAIA","MAIA","FBNH","MBNH","MALE","FEMALE","TOTAL"
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-003","01","0018","003","ALCOTT ELEMENTARY SCHOOL      ","K ",11,14,0,1,8,2,0,1,0,0,18,19,37
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-003","01","0018","003","ALCOTT ELEMENTARY SCHOOL      ","01",17,21,0,0,5,5,0,1,0,1,28,22,50
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-003","01","0018","003","ALCOTT ELEMENTARY SCHOOL      ","02",15,15,1,0,5,6,0,0,0,2,23,21,44
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-003","01","0018","003","ALCOTT ELEMENTARY SCHOOL      ","03",14,23,2,0,4,8,0,0,0,0,31,20,51
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-003","01","0018","003","ALCOTT ELEMENTARY SCHOOL      ","04",11,16,0,0,3,3,1,0,1,2,21,16,37
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-003","01","0018","003","ALCOTT ELEMENTARY SCHOOL      ","05",15,12,1,1,3,2,1,0,0,0,15,20,35
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-003","01","0018","003","ALCOTT ELEMENTARY SCHOOL      ","06",23,17,0,0,3,3,1,0,1,0,20,28,48
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-003","01","0018","003","ALCOTT ELEMENTARY SCHOOL      ","07",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-003","01","0018","003","ALCOTT ELEMENTARY SCHOOL      ","08",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-003","01","0018","003","ALCOTT ELEMENTARY SCHOOL      ","09",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-003","01","0018","003","ALCOTT ELEMENTARY SCHOOL      ","10",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-003","01","0018","003","ALCOTT ELEMENTARY SCHOOL      ","11",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-003","01","0018","003","ALCOTT ELEMENTARY SCHOOL      ","12",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-004","01","0018","004","HAWTHORNE ELEMENTARY SCHOOL   ","PK",23,38,2,0,3,8,0,0,1,2,48,29,77
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-004","01","0018","004","HAWTHORNE ELEMENTARY SCHOOL   ","K ",24,22,1,0,1,2,1,0,0,0,24,27,51
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-004","01","0018","004","HAWTHORNE ELEMENTARY SCHOOL   ","01",21,21,1,1,2,4,0,0,0,0,26,24,50
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-004","01","0018","004","HAWTHORNE ELEMENTARY SCHOOL   ","02",15,22,1,1,0,2,0,0,0,0,25,16,41
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-004","01","0018","004","HAWTHORNE ELEMENTARY SCHOOL   ","03",18,18,1,1,1,6,0,0,0,0,25,20,45
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-004","01","0018","004","HAWTHORNE ELEMENTARY SCHOOL   ","04",12,22,0,1,5,1,0,0,0,0,24,17,41
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-004","01","0018","004","HAWTHORNE ELEMENTARY SCHOOL   ","05",14,19,3,0,1,1,0,0,0,0,20,18,38
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-004","01","0018","004","HAWTHORNE ELEMENTARY SCHOOL   ","06",23,19,0,2,1,1,0,0,0,0,22,24,46
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-004","01","0018","004","HAWTHORNE ELEMENTARY SCHOOL   ","07",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-004","01","0018","004","HAWTHORNE ELEMENTARY SCHOOL   ","08",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-004","01","0018","004","HAWTHORNE ELEMENTARY SCHOOL   ","09",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-004","01","0018","004","HAWTHORNE ELEMENTARY SCHOOL   ","10",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-004","01","0018","004","HAWTHORNE ELEMENTARY SCHOOL   ","11",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-004","01","0018","004","HAWTHORNE ELEMENTARY SCHOOL   ","12",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-005","01","0018","005","LINCOLN ELEMENTARY SCHOOL     ","PK",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-005","01","0018","005","LINCOLN ELEMENTARY SCHOOL     ","K ",13,15,1,3,3,4,0,0,2,2,24,19,43
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-005","01","0018","005","LINCOLN ELEMENTARY SCHOOL     ","01",11,26,0,1,3,1,1,0,1,5,33,16,49
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-005","01","0018","005","LINCOLN ELEMENTARY SCHOOL     ","02",10,8,4,1,6,5,1,1,0,0,15,21,36
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-005","01","0018","005","LINCOLN ELEMENTARY SCHOOL     ","03",14,19,0,1,3,2,0,0,1,3,25,18,43
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-005","01","0018","005","LINCOLN ELEMENTARY SCHOOL     ","04",12,8,0,1,6,8,0,1,2,1,19,20,39
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-005","01","0018","005","LINCOLN ELEMENTARY SCHOOL     ","05",9,15,1,0,1,8,0,0,0,1,24,11,35
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-005","01","0018","005","LINCOLN ELEMENTARY SCHOOL     ","06",20,13,0,0,4,5,1,0,3,1,19,28,47
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-005","01","0018","005","LINCOLN ELEMENTARY SCHOOL     ","07",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-005","01","0018","005","LINCOLN ELEMENTARY SCHOOL     ","08",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-005","01","0018","005","LINCOLN ELEMENTARY SCHOOL     ","09",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-005","01","0018","005","LINCOLN ELEMENTARY SCHOOL     ","10",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-005","01","0018","005","LINCOLN ELEMENTARY SCHOOL     ","11",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-005","01","0018","005","LINCOLN ELEMENTARY SCHOOL     ","12",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-006","01","0018","006","LONGFELLOW ELEMENTARY SCHOOL  ","PK",13,18,2,1,6,2,0,0,0,0,21,21,42
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-006","01","0018","006","LONGFELLOW ELEMENTARY SCHOOL  ","K ",23,19,0,0,5,3,1,0,0,0,22,29,51
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-006","01","0018","006","LONGFELLOW ELEMENTARY SCHOOL  ","01",26,19,0,2,3,7,0,1,0,1,30,29,59
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-006","01","0018","006","LONGFELLOW ELEMENTARY SCHOOL  ","02",14,19,0,1,6,4,0,0,0,2,26,20,46
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-006","01","0018","006","LONGFELLOW ELEMENTARY SCHOOL  ","03",23,18,0,0,2,9,0,0,0,2,29,25,54
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-006","01","0018","006","LONGFELLOW ELEMENTARY SCHOOL  ","04",17,22,1,0,7,4,1,1,1,0,27,27,54
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-006","01","0018","006","LONGFELLOW ELEMENTARY SCHOOL  ","05",14,19,0,2,5,6,0,2,0,0,29,19,48
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-006","01","0018","006","LONGFELLOW ELEMENTARY SCHOOL  ","06",16,22,1,0,4,2,1,0,0,1,25,22,47
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-006","01","0018","006","LONGFELLOW ELEMENTARY SCHOOL  ","07",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-006","01","0018","006","LONGFELLOW ELEMENTARY SCHOOL  ","08",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-006","01","0018","006","LONGFELLOW ELEMENTARY SCHOOL  ","09",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-006","01","0018","006","LONGFELLOW ELEMENTARY SCHOOL  ","10",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-006","01","0018","006","LONGFELLOW ELEMENTARY SCHOOL  ","11",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-006","01","0018","006","LONGFELLOW ELEMENTARY SCHOOL  ","12",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-007","01","0018","007","MORTON ELEMENTARY SCHOOL      ","PK",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-007","01","0018","007","MORTON ELEMENTARY SCHOOL      ","K ",16,15,0,1,4,3,1,0,1,0,19,22,41
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-007","01","0018","007","MORTON ELEMENTARY SCHOOL      ","01",13,24,2,0,2,3,0,1,0,0,28,17,45
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-007","01","0018","007","MORTON ELEMENTARY SCHOOL      ","02",14,15,0,3,4,2,0,0,0,1,21,18,39
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-007","01","0018","007","MORTON ELEMENTARY SCHOOL      ","03",20,21,0,1,0,3,0,0,1,0,25,21,46
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-007","01","0018","007","MORTON ELEMENTARY SCHOOL      ","04",9,16,1,0,2,3,0,0,0,0,19,12,31
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-007","01","0018","007","MORTON ELEMENTARY SCHOOL      ","05",13,19,2,0,4,2,0,0,0,0,21,19,40
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-007","01","0018","007","MORTON ELEMENTARY SCHOOL      ","06",12,13,2,1,0,1,0,0,0,0,15,14,29
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-007","01","0018","007","MORTON ELEMENTARY SCHOOL      ","07",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-007","01","0018","007","MORTON ELEMENTARY SCHOOL      ","08",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-007","01","0018","007","MORTON ELEMENTARY SCHOOL      ","09",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-007","01","0018","007","MORTON ELEMENTARY SCHOOL      ","10",0,0,0,0,0,0,0,0,0,0,0,0,0
"20062007","01-0018","HASTINGS PUBLIC SCHOOLS       ","ADAMS","3","P","01-0018-007","01","0018","007","MORTON ELEMENTARY SCHOOL      ","11",0,0,0,0,0,0,0,0,0,0,0,0,0
