Type	School Year	County	District	School	Agency Name	Average Teacher Salary	Average Years of Teaching Experience	Masters Count	Percentage of Teachers with Master’s Degrees	Teacher FTE	AM_5	AS_5	BL_5	HI_5	WH_5	AM_7	AS_7	BL_7	HI_7	PI_7	WH_7	MU_7	DataAsOf	
DI	20102011	39	0010	000	GREELEY-WOLBACH PUBLIC SCHOOLS	37120	13.50	2	0.0833	20.63						0.00	0.00	0.00	0.00	0.00	20.63	0.00	11/26/2012	
DI	20112012	39	0010	000	GREELEY-WOLBACH PUBLIC SCHOOLS	38782	14.50	3	0.1250	20.50						0.00	0.00	0.00	0.00	0.00	20.50	0.00	11/26/2012	
DI	20122013	39	0010	000	GREELEY-WOLBACH PUBLIC SCHOOLS	40216	15.78	4	0.1739	20.27						0.00	0.00	0.00	0.00	0.00	20.27	0.00	07/05/2013	
SC	20082009	39	0010	001	GREELEY-WOLBACH SR HIGH SCHOOL	36389	15.90	0	0.0000	7.63	0.00	0.00	0.00	0.00	7.63								11/26/2012	
SC	20092010	39	0010	001	GREELEY-WOLBACH SR HIGH SCHOOL	37194	13.00	0	0.0000	6.75	0.00	0.00	0.00	0.00	6.75								11/26/2012	
SC	20102011	39	0010	001	GREELEY-WOLBACH JR-SR HIGH SCHOOL	36932	14.71	0	0.0000	9.01						0.00	0.00	0.00	0.00	0.00	9.01	0.00	11/26/2012	
SC	20112012	39	0010	001	GREELEY-WOLBACH JR-SR HIGH SCHOOL	39306	16.46	1	0.0769	8.88						0.00	0.00	0.00	0.00	0.00	8.88	0.00	11/26/2012	
SC	20122013	39	0010	001	GREELEY-WOLBACH JR-SR HIGH SCHOOL	39317	18.15	2	0.1538	9.27						0.00	0.00	0.00	0.00	0.00	9.27	0.00	07/05/2013	
SC	20082009	39	0010	002	GREELEY-WOLBACH JUNIOR HIGH	33622	18.22	2	0.2222	3.24	0.00	0.00	0.00	0.00	3.24								11/26/2012	
SC	20092010	39	0010	002	GREELEY-WOLBACH JUNIOR HIGH	37265	17.70	1	0.1000	5.12	0.00	0.00	0.00	0.00	5.12								11/26/2012	
SC	20102011	39	0010	002	GREELEY-WOLBACH MIDDLE SCHOOL	32325	9.71	1	0.1429	2.24						0.00	0.00	0.00	0.00	0.00	2.24	0.00	11/26/2012	
SC	20082009	39	0010	003	GREELEY-WOLBACH ELEM/GREELEY	36451	13.09	0	0.0000	6.50	0.00	0.00	0.00	0.00	6.50								11/26/2012	
SC	20092010	39	0010	003	GREELEY-WOLBACH ELEM/GREELEY	36644	11.45	0	0.0000	6.37	0.00	0.00	0.00	0.00	6.37								11/26/2012	
SC	20102011	39	0010	003	GREELEY-WOLBACH ELEM/GREELEY	36347	10.25	1	0.1250	4.69						0.00	0.00	0.00	0.00	0.00	4.69	0.00	11/26/2012	
SC	20112012	39	0010	003	GREELEY-WOLBACH ELEM/GREELEY	32235	4.00	0	0.0000	0.50						0.00	0.00	0.00	0.00	0.00	0.50	0.00	11/26/2012	
SC	20122013	39	0010	003	GREELEY-WOLBACH ELEM/GREELEY	35877	5.00	0	0.0000	0.50						0.00	0.00	0.00	0.00	0.00	0.50	0.00	07/05/2013	
SC	20082009	39	0010	004	GREELEY-WOLBACH ELEM/WOLBACH	34429	15.43	1	0.0714	6.88	0.00	0.00	0.00	0.00	6.88								11/26/2012	
SC	20092010	39	0010	004	GREELEY-WOLBACH ELEM/WOLBACH	32777	6.00	0	0.0000	4.75	0.00	0.00	0.00	0.00	4.75								11/26/2012	
SC	20102011	39	0010	004	GREELEY-WOLBACH ELEM/WOLBACH	33054	4.25	0	0.0000	4.69						0.00	0.00	0.00	0.00	0.00	4.69	0.00	11/26/2012	
SC	20112012	39	0010	004	GREELEY-WOLBACH ELEM/WOLBACH	38305	10.27	3	0.2000	11.12						0.00	0.00	0.00	0.00	0.00	11.12	0.00	11/26/2012	
SC	20122013	39	0010	004	GREELEY-WOLBACH ELEM/WOLBACH	40130	13.62	3	0.2308	10.50						0.00	0.00	0.00	0.00	0.00	10.50	0.00	07/05/2013	
DI	20082009	39	0055	000	SPALDING PUBLIC SCHOOLS	36233	15.06	7	0.4375	14.26	0.00	0.00	0.00	0.00	14.26								11/26/2012	
DI	20092010	39	0055	000	SPALDING PUBLIC SCHOOLS	34799	11.47	5	0.2941	15.00	0.00	0.00	0.00	0.00	15.00								11/26/2012	
DI	20102011	39	0055	000	SPALDING PUBLIC SCHOOLS	32378	8.50	4	0.2222	15.49						0.00	0.00	0.00	0.00	0.00	15.49	0.00	11/26/2012	
DI	20112012	39	0055	000	SPALDING PUBLIC SCHOOLS	34227	11.82	4	0.2353	14.48						0.00	0.00	0.00	0.00	0.00	14.48	0.00	11/26/2012	
DI	20122013	39	0055	000	SPALDING PUBLIC SCHOOLS	33977	10.39	5	0.2778	14.85						0.00	0.00	0.00	0.00	0.00	14.85	0.00	07/05/2013	
SC	20082009	39	0055	001	SPALDING SECONDARY SCHOOL	36516	13.90	4	0.4000	7.68	0.00	0.00	0.00	0.00	7.68								11/26/2012	
SC	20092010	39	0055	001	SPALDING SECONDARY SCHOOL	34354	10.50	3	0.2500	8.20	0.00	0.00	0.00	0.00	8.20								11/26/2012	
SC	20102011	39	0055	001	SPALDING SECONDARY SCHOOL	32065	7.62	3	0.2308	8.24						0.00	0.00	0.00	0.00	0.00	8.24	0.00	11/26/2012	
SC	20112012	39	0055	001	SPALDING SECONDARY SCHOOL	34408	11.83	3	0.2500	7.93						0.00	0.00	0.00	0.00	0.00	7.93	0.00	11/26/2012	
SC	20122013	39	0055	001	SPALDING SECONDARY SCHOOL	33599	9.92	4	0.3333	7.21						0.00	0.00	0.00	0.00	0.00	7.21	0.00	07/05/2013	
SC	20082009	39	0055	002	SPALDING ELEMENTARY SCHOOL	35926	16.40	4	0.4000	6.58	0.00	0.00	0.00	0.00	6.58								11/26/2012	
SC	20092010	39	0055	002	SPALDING ELEMENTARY SCHOOL	33883	10.00	2	0.2222	6.80	0.00	0.00	0.00	0.00	6.80								11/26/2012	
SC	20102011	39	0055	002	SPALDING ELEMENTARY SCHOOL	31875	7.30	1	0.1000	7.25						0.00	0.00	0.00	0.00	0.00	7.25	0.00	11/26/2012	
SC	20112012	39	0055	002	SPALDING ELEMENTARY SCHOOL	34184	13.50	1	0.1250	6.55						0.00	0.00	0.00	0.00	0.00	6.55	0.00	11/26/2012	
SC	20122013	39	0055	002	SPALDING ELEMENTARY SCHOOL	33242	9.11	1	0.1111	7.64						0.00	0.00	0.00	0.00	0.00	7.64	0.00	07/05/2013	
DI	20082009	39	0501	000	NORTH LOUP SCOTIA PUBLIC SCHS	39158	14.28	9	0.3600	22.30	0.00	0.00	0.00	0.00	22.30								11/26/2012	
DI	20092010	39	0501	000	NORTH LOUP SCOTIA PUBLIC SCHS	42007	15.08	9	0.3600	23.16	0.00	0.00	0.00	0.00	23.16								11/26/2012	
DI	20102011	39	0501	000	NORTH LOUP SCOTIA PUBLIC SCHS	42514	14.92	9	0.3462	23.47						0.00	0.00	0.00	0.75	0.00	22.72	0.00	11/26/2012	
DI	20112012	39	0501	000	NORTH LOUP SCOTIA PUBLIC SCHS	42530	13.38	8	0.3333	21.41						0.00	0.00	0.00	0.69	0.00	20.72	0.00	11/26/2012	
DI	20122013	39	0501	000	NORTH LOUP SCOTIA PUBLIC SCHS	43162	13.91	8	0.3478	20.03						0.00	0.00	0.00	0.69	0.00	19.34	0.00	07/05/2013	
SC	20082009	39	0501	001	HIGH SCHOOL AT SCOTIA	39293	14.13	4	0.2667	12.30	0.00	0.00	0.00	0.00	12.30								11/26/2012	
SC	20092010	39	0501	001	HIGH SCHOOL AT SCOTIA	40456	14.80	4	0.2667	12.96	0.00	0.00	0.00	0.00	12.96								11/26/2012	
SC	20102011	39	0501	001	HIGH SCHOOL AT SCOTIA	41136	14.88	4	0.2500	13.15						0.00	0.00	0.00	0.63	0.00	12.52	0.00	11/26/2012	
SC	20112012	39	0501	001	HIGH SCHOOL AT SCOTIA	43978	12.87	3	0.2000	12.09						0.00	0.00	0.00	0.57	0.00	11.52	0.00	11/26/2012	
SC	20122013	39	0501	001	HIGH SCHOOL AT SCOTIA	41979	13.73	4	0.2667	10.73						0.00	0.00	0.00	0.57	0.00	10.16	0.00	07/05/2013	
SC	20082009	39	0501	002	ELEM SCHOOL AT NORTH LOUP	39138	13.82	5	0.4545	10.00	0.00	0.00	0.00	0.00	10.00								11/26/2012	
SC	20092010	39	0501	002	ELEM SCHOOL AT NORTH LOUP	43443	14.33	5	0.4167	10.20	0.00	0.00	0.00	0.00	10.20								11/26/2012	
SC	20102011	39	0501	002	ELEM SCHOOL AT NORTH LOUP	43858	13.62	5	0.3846	10.32						0.00	0.00	0.00	0.12	0.00	10.20	0.00	11/26/2012	
SC	20112012	39	0501	002	ELEM SCHOOL AT NORTH LOUP	44390	13.17	5	0.4167	9.32						0.00	0.00	0.00	0.12	0.00	9.20	0.00	11/26/2012	
SC	20122013	39	0501	002	ELEM SCHOOL AT NORTH LOUP	43659	12.18	6	0.3529	9.30						0.00	0.00	0.00	0.12	0.00	9.18	0.00	07/05/2013	
DI	20082009	40	0002	000	GRAND ISLAND PUBLIC SCHOOLS	54424	14.76	353	0.5740	603.03	0.00	2.00	0.00	10.50	590.53								11/26/2012	
DI	20092010	40	0002	000	GRAND ISLAND PUBLIC SCHOOLS	54662	14.29	353	0.5533	622.14	0.00	2.00	0.00	10.50	609.64								11/26/2012	
DI	20102011	40	0002	000	GRAND ISLAND PUBLIC SCHOOLS	55119	13.88	362	0.5518	639.01						0.00	2.00	1.00	14.53	0.00	621.48	0.00	11/26/2012	
DI	20112012	40	0002	000	GRAND ISLAND PUBLIC SCHOOLS	55795	13.97	370	0.5987	609.63						0.00	1.00	1.00	14.00	0.00	593.63	0.00	11/26/2012	
DI	20122013	40	0002	000	GRAND ISLAND PUBLIC SCHOOLS	56070	14.02	373	0.6055	610.01						0.00	2.00	1.00	15.00	0.00	592.01	0.00	07/05/2013	
SC	20082009	40	0002	001	GRAND ISLAND SENIOR HIGH SCH	57169	17.35	89	0.6846	126.65	0.00	0.00	0.00	2.00	124.65								11/26/2012	
SC	20092010	40	0002	001	GRAND ISLAND SENIOR HIGH SCH	57593	17.00	86	0.6370	131.33	0.00	0.00	0.00	1.00	130.33								11/26/2012	
SC	20102011	40	0002	001	GRAND ISLAND SENIOR HIGH SCH	56462	15.94	87	0.6259	132.21						0.00	0.00	0.00	1.00	0.00	131.21	0.00	11/26/2012	
SC	20112012	40	0002	001	GRAND ISLAND SENIOR HIGH SCH	57593	16.26	86	0.6719	125.65						0.00	0.00	0.00	0.00	0.00	125.65	0.00	11/26/2012	
SC	20122013	40	0002	001	GRAND ISLAND SENIOR HIGH SCHOOL	58905	17.48	89	0.6846	127.31						0.00	0.00	0.00	0.00	0.00	127.31	0.00	07/05/2013	
SC	20082009	40	0002	002	BARR MIDDLE SCHOOL	55134	15.90	34	0.5667	54.70	0.00	0.00	0.00	2.00	52.70								11/26/2012	
SC	20092010	40	0002	002	BARR MIDDLE SCHOOL	55797	15.09	34	0.5862	53.01	0.00	0.00	0.00	2.00	51.01								11/26/2012	
SC	20102011	40	0002	002	BARR MIDDLE SCHOOL	59690	15.56	40	0.6557	54.97						0.00	0.00	1.00	2.00	0.00	51.97	0.00	11/26/2012	
SC	20112012	40	0002	002	BARR MIDDLE SCHOOL	58303	14.33	41	0.7069	52.41						0.00	0.00	1.00	1.00	0.00	50.41	0.00	11/26/2012	
SC	20122013	40	0002	002	BARR MIDDLE SCHOOL	58963	14.83	42	0.7241	53.14						0.00	0.50	1.00	1.00	0.00	50.64	0.00	07/05/2013	
SC	20082009	40	0002	003	NEWELL ELEMENTARY SCHOOL	47983	9.67	11	0.3667	27.08	0.00	0.00	0.00	0.00	27.08								11/26/2012	
SC	20092010	40	0002	003	NEWELL ELEMENTARY SCHOOL	49796	9.26	11	0.3548	27.88	0.00	0.00	0.00	0.50	27.38								11/26/2012	
SC	20102011	40	0002	003	NEWELL ELEMENTARY SCHOOL	51873	9.52	15	0.4545	29.65						0.00	0.00	0.00	0.50	0.00	29.15	0.00	11/26/2012	
SC	20112012	40	0002	003	NEWELL ELEMENTARY SCHOOL	50874	9.66	12	0.4138	28.00						0.00	0.00	0.00	0.50	0.00	27.50	0.00	11/26/2012	
SC	20122013	40	0002	003	NEWELL ELEMENTARY SCHOOL	52739	10.34	15	0.5172	28.25						0.00	0.00	0.00	1.00	0.00	27.25	0.00	07/05/2013	
SC	20082009	40	0002	004	WALNUT MIDDLE SCHOOL	52916	12.81	39	0.5821	64.05	0.00	0.00	0.00	1.00	63.05								11/26/2012	
SC	20092010	40	0002	004	WALNUT MIDDLE SCHOOL	54293	13.42	39	0.6000	62.25	0.00	0.00	0.00	1.00	61.25								11/26/2012	
SC	20102011	40	0002	004	WALNUT MIDDLE SCHOOL	56531	13.67	43	0.6418	63.33						0.00	0.00	0.00	1.00	0.00	62.33	0.00	11/26/2012	
SC	20112012	40	0002	004	WALNUT MIDDLE SCHOOL	58603	14.50	43	0.6935	57.16						0.00	0.00	0.00	1.50	0.00	55.66	0.00	11/26/2012	
SC	20122013	40	0002	004	WALNUT MIDDLE SCHOOL	58994	13.66	45	0.7258	57.18						0.00	0.00	0.00	1.00	0.00	56.18	0.00	07/05/2013	
SC	20082009	40	0002	005	GATES ELEMENTARY SCHOOL	51593	14.65	12	0.4615	24.00	0.00	0.00	0.00	1.00	23.00								11/26/2012	
SC	20092010	40	0002	005	GATES ELEMENTARY SCHOOL	53999	14.15	14	0.5185	24.30	0.00	0.00	0.00	1.00	23.30								11/26/2012	
SC	20102011	40	0002	005	GATES ELEMENTARY SCHOOL	53649	13.25	13	0.4643	25.41						0.00	0.00	0.00	3.00	0.00	22.41	0.00	11/26/2012	
SC	20112012	40	0002	005	GATES ELEMENTARY SCHOOL	53448	13.88	12	0.4800	24.50						0.00	0.00	0.00	3.00	0.00	21.50	0.00	11/26/2012	
SC	20122013	40	0002	005	GATES ELEMENTARY SCHOOL	51486	12.65	13	0.5000	25.50						0.00	0.00	0.00	3.00	0.00	22.50	0.00	07/05/2013	
SC	20082009	40	0002	006	DODGE ELEMENTARY SCHOOL	56954	17.26	24	0.5714	35.30	0.00	0.00	0.00	0.00	35.30								11/26/2012	
SC	20092010	40	0002	006	DODGE ELEMENTARY SCHOOL	59381	17.86	27	0.6279	35.25	0.00	0.00	0.00	0.00	35.25								11/26/2012	
SC	20102011	40	0002	006	DODGE ELEMENTARY SCHOOL	57413	16.70	26	0.6047	35.34						0.00	0.00	0.00	0.00	0.00	35.34	0.00	11/26/2012	
SC	20112012	40	0002	006	DODGE ELEMENTARY SCHOOL	59641	17.17	26	0.7222	33.22						0.00	0.00	0.00	0.00	0.00	33.22	0.00	11/26/2012	
SC	20122013	40	0002	006	DODGE ELEMENTARY SCHOOL	59025	16.31	26	0.7222	33.41						0.00	0.50	0.00	0.00	0.00	32.91	0.00	07/05/2013	
SC	20082009	40	0002	007	HOWARD ELEMENTARY SCHOOL	53662	12.86	20	0.5714	31.71	0.00	2.00	0.00	1.00	28.71								11/26/2012	
SC	20092010	40	0002	007	HOWARD ELEMENTARY SCHOOL	54314	13.74	20	0.5714	31.75	0.00	2.00	0.00	1.00	28.75								11/26/2012	
SC	20102011	40	0002	007	HOWARD ELEMENTARY SCHOOL	55838	14.03	22	0.6111	32.72						0.00	1.00	0.00	2.00	0.00	29.72	0.00	11/26/2012	
SC	20112012	40	0002	007	HOWARD ELEMENTARY SCHOOL	52669	12.38	17	0.5000	32.50						0.00	1.00	0.00	3.00	0.00	28.50	0.00	11/26/2012	
SC	20122013	40	0002	007	HOWARD ELEMENTARY SCHOOL	52340	12.13	15	0.4688	32.00						0.00	1.00	0.00	3.00	0.00	28.00	0.00	07/05/2013	
SC	20082009	40	0002	008	JEFFERSON ELEMENTARY SCHOOL	51556	13.96	13	0.5200	22.72	0.00	0.00	0.00	1.00	21.72								11/26/2012	
SC	20092010	40	0002	008	JEFFERSON ELEMENTARY SCHOOL	51662	13.46	15	0.5357	25.50	0.00	0.00	0.00	1.50	24.00								11/26/2012	
SC	20102011	40	0002	008	JEFFERSON ELEMENTARY SCHOOL	48190	9.52	12	0.4138	25.28						0.00	0.00	0.00	0.50	0.00	24.78	0.00	11/26/2012	
SC	20112012	40	0002	008	JEFFERSON ELEMENTARY SCHOOL	48482	9.63	9	0.3750	22.72						0.00	0.00	0.00	0.00	0.00	22.72	0.00	11/26/2012	
SC	20122013	40	0002	008	JEFFERSON ELEMENTARY SCHOOL	48294	9.88	9	0.3750	22.75						0.00	0.00	0.00	0.00	0.00	22.75	0.00	07/05/2013	
SC	20082009	40	0002	009	LINCOLN ELEMENTARY SCHOOL	55977	13.24	17	0.5862	25.33	0.00	0.00	0.00	1.50	23.83								11/26/2012	
SC	20092010	40	0002	009	LINCOLN ELEMENTARY SCHOOL	55524	11.76	15	0.5172	25.35	0.00	0.00	0.00	1.50	23.85								11/26/2012	
SC	20102011	40	0002	009	LINCOLN ELEMENTARY SCHOOL	56270	12.03	16	0.5517	25.30						0.00	0.00	0.00	1.53	0.00	23.77	0.00	11/26/2012	
SC	20112012	40	0002	009	LINCOLN ELEMENTARY SCHOOL	54940	10.93	15	0.5556	24.17						0.00	0.00	0.00	1.00	0.00	23.17	0.00	11/26/2012	
SC	20122013	40	0002	009	LINCOLN ELEMENTARY SCHOOL	56320	11.17	19	0.6552	25.62						0.00	0.00	0.00	1.00	0.00	24.62	0.00	07/05/2013	
SC	20082009	40	0002	010	WASMER ELEMENTARY SCHOOL	56267	15.77	22	0.6286	30.90	0.00	0.00	0.00	0.00	30.90								11/26/2012	
SC	20092010	40	0002	010	WASMER ELEMENTARY SCHOOL	57830	16.29	22	0.6471	30.80	0.00	0.00	0.00	0.00	30.80								11/26/2012	
SC	20102011	40	0002	010	WASMER ELEMENTARY SCHOOL	57713	14.69	21	0.6000	30.69						0.00	0.00	0.00	0.00	0.00	30.69	0.00	11/26/2012	
SC	20112012	40	0002	010	WASMER ELEMENTARY SCHOOL	60921	16.48	19	0.7037	26.53						0.00	0.00	0.00	0.00	0.00	26.53	0.00	11/26/2012	
SC	20122013	40	0002	010	WASMER ELEMENTARY SCHOOL	61487	17.00	19	0.6786	26.85						0.00	0.00	0.00	1.00	0.00	25.85	0.00	07/05/2013	
SC	20082009	40	0002	011	WEST LAWN ELEMENTARY SCHOOL	50846	12.41	11	0.3793	24.58	0.00	0.00	0.00	0.00	24.58								11/26/2012	
SC	20092010	40	0002	011	WEST LAWN ELEMENTARY SCHOOL	51366	11.52	13	0.4483	25.03	0.00	0.00	0.00	0.00	25.03								11/26/2012	
SC	20102011	40	0002	011	WEST LAWN ELEMENTARY SCHOOL	52830	11.93	12	0.4138	24.93						0.00	0.00	0.00	0.00	0.00	24.93	0.00	11/26/2012	
SC	20112012	40	0002	011	WEST LAWN ELEMENTARY SCHOOL	56046	12.25	16	0.6667	21.58						0.00	0.00	0.00	0.00	0.00	21.58	0.00	11/26/2012	
SC	20122013	40	0002	011	WEST LAWN ELEMENTARY SCHOOL	51924	9.43	11	0.4783	20.77						0.00	0.00	0.00	0.00	0.00	20.77	0.00	07/05/2013	
SC	20082009	40	0002	012	STARR ELEMENTARY SCHOOL	51193	13.75	10	0.4167	20.26	0.00	0.00	0.00	0.00	20.26								11/26/2012	
SC	20092010	40	0002	012	STARR ELEMENTARY SCHOOL	51913	12.52	11	0.4400	21.46	0.00	0.00	0.00	0.00	21.46								11/26/2012	
SC	20102011	40	0002	012	STARR ELEMENTARY SCHOOL	54758	13.28	12	0.4800	21.91						0.00	0.00	0.00	0.00	0.00	21.91	0.00	11/26/2012	
SC	20112012	40	0002	012	STARR ELEMENTARY SCHOOL	50169	10.28	10	0.4000	21.00						0.00	0.00	0.00	0.50	0.00	20.50	0.00	11/26/2012	
SC	20122013	40	0002	012	STARR ELEMENTARY SCHOOL	50905	9.96	11	0.4400	21.52						0.00	0.00	0.00	1.00	0.00	20.52	0.00	07/05/2013	
SC	20082009	40	0002	013	KNICKREHM ELEMENTARY SCHOOL	49819	10.54	10	0.4167	18.21	0.00	0.00	0.00	0.00	18.21								11/26/2012	
SC	20092010	40	0002	013	KNICKREHM ELEMENTARY SCHOOL	50235	10.69	12	0.4615	17.62	0.00	0.00	0.00	0.00	17.62								11/26/2012	
SC	20102011	40	0002	013	KNICKREHM ELEMENTARY SCHOOL	56446	12.00	14	0.5600	18.59						0.00	0.00	0.00	1.00	0.00	17.59	0.00	11/26/2012	
SC	20112012	40	0002	013	KNICKREHM ELEMENTARY SCHOOL	55976	14.32	10	0.5263	16.94						0.00	0.00	0.00	0.50	0.00	16.44	0.00	11/26/2012	
SC	20122013	40	0002	013	KNICKREHM ELEMENTARY SCHOOL	52909	11.32	8	0.4211	17.43						0.00	0.00	0.00	0.00	0.00	17.43	0.00	07/05/2013	
SC	20082009	40	0002	014	CENTRAL NE SUPPORT SERV PROG	58434	15.86	5	0.7143	7.00	0.00	0.00	0.00	0.00	7.00								11/26/2012	
SC	20092010	40	0002	014	CENTRAL NE SUPPORT SERVICE PROGRAM	55790	15.00	6	0.6667	9.00	0.00	0.00	0.00	0.00	9.00								11/26/2012	
SC	20102011	40	0002	014	CENTRAL NE SUPPORT SERVICE PROGRAM	62136	16.00	2	1.0000	2.00						0.00	0.00	0.00	0.00	0.00	2.00	0.00	11/26/2012	
SC	20112012	40	0002	014	CENTRAL NE SUPPORT SERVICE PROGRAM	58249	14.40	8	0.8000	9.50						0.00	0.00	0.00	0.00	0.00	9.50	0.00	11/26/2012	
SC	20122013	40	0002	014	CENTRAL NE SUPPORT SERVICE PROGRAM	59993	15.44	7	0.7778	8.50						0.00	0.00	0.00	0.00	0.00	8.50	0.00	07/05/2013	
SC	20082009	40	0002	015	SEEDLING MILE ELEM SCHOOL	50912	14.00	5	0.3571	8.59	0.00	0.00	0.00	0.00	8.59								11/26/2012	
SC	20092010	40	0002	015	SEEDLING MILE ELEM SCHOOL	50347	13.54	6	0.4615	8.60	0.00	0.00	0.00	0.00	8.60								11/26/2012	
SC	20102011	40	0002	015	SEEDLING MILE ELEM SCHOOL	52162	14.31	6	0.4615	8.48						0.00	0.00	0.00	0.00	0.00	8.48	0.00	11/26/2012	
SC	20112012	40	0002	015	SEEDLING MILE ELEM SCHOOL	54060	14.91	6	0.5455	7.74						0.00	0.00	0.00	1.00	0.00	6.74	0.00	11/26/2012	
SC	20122013	40	0002	015	SEEDLING MILE ELEM SCHOOL	55420	15.91	6	0.5455	7.74						0.00	0.00	0.00	1.00	0.00	6.74	0.00	07/05/2013	
SC	20082009	40	0002	016	STOLLEY PARK ELEM SCHOOL	52811	13.76	13	0.6190	14.51	0.00	0.00	0.00	0.00	14.51								11/26/2012	
SC	20092010	40	0002	016	STOLLEY PARK ELEM SCHOOL	53864	14.75	12	0.6000	14.66	0.00	0.00	0.00	0.00	14.66								11/26/2012	
SC	20102011	40	0002	016	STOLLEY PARK ELEM SCHOOL	49811	11.90	10	0.5000	14.69						0.00	0.00	0.00	0.00	0.00	14.69	0.00	11/26/2012	
SC	20112012	40	0002	016	STOLLEY PARK ELEM SCHOOL	50389	12.40	7	0.4667	14.20						0.00	0.00	0.00	0.00	0.00	14.20	0.00	11/26/2012	
SC	20122013	40	0002	016	STOLLEY PARK ELEM SCHOOL	53184	13.60	9	0.6000	14.20						0.00	0.00	0.00	0.00	0.00	14.20	0.00	07/05/2013	
SC	20082009	40	0002	017	SHOEMAKER ELEMENTARY SCHOOL	50408	12.29	10	0.4762	16.92	0.00	0.00	0.00	0.00	16.92								11/26/2012	
SC	20092010	40	0002	017	SHOEMAKER ELEMENTARY SCHOOL	51868	12.33	13	0.5417	18.91	0.00	0.00	0.00	0.00	18.91								11/26/2012	
SC	20102011	40	0002	017	SHOEMAKER ELEMENTARY SCHOOL	52367	13.03	15	0.5172	21.84						0.00	0.00	0.00	1.00	0.00	20.84	0.00	11/26/2012	
SC	20112012	40	0002	017	SHOEMAKER ELEMENTARY SCHOOL	53625	11.76	14	0.5600	22.69						0.00	0.00	0.00	2.00	0.00	20.69	0.00	11/26/2012	
SC	20122013	40	0002	017	SHOEMAKER ELEMENTARY SCHOOL	55982	13.91	14	0.6087	21.03						0.00	0.00	0.00	2.00	0.00	19.03	0.00	07/05/2013	
SC	20082009	40	0002	018	ENGLEMAN ELEMENTARY SCHOOL	54995	16.29	12	0.5714	18.90	0.00	0.00	0.00	0.00	18.90								11/26/2012	
SC	20092010	40	0002	018	ENGLEMAN ELEMENTARY SCHOOL	53495	14.22	13	0.5652	20.34	0.00	0.00	0.00	0.00	20.34								11/26/2012	
SC	20102011	40	0002	018	ENGLEMAN ELEMENTARY SCHOOL	53685	14.73	12	0.4615	22.73						0.00	0.00	0.00	0.00	0.00	22.73	0.00	11/26/2012	
SC	20112012	40	0002	018	ENGLEMAN ELEMENTARY SCHOOL	53346	13.22	13	0.5652	21.67						0.00	0.00	0.00	0.00	0.00	21.67	0.00	11/26/2012	
SC	20122013	40	0002	018	ENGLEMAN ELEMENTARY SCHOOL	54418	13.67	14	0.5833	23.20						0.00	0.00	0.00	0.00	0.00	23.20	0.00	07/05/2013	
SC	20082009	40	0002	019	WESTRIDGE MIDDLE SCHOOL	58448	16.36	20	0.7143	23.62	0.00	0.00	0.00	0.00	23.62								11/26/2012	
SC	20092010	40	0002	019	WESTRIDGE MIDDLE SCHOOL	56265	16.21	18	0.6207	25.10	0.00	0.00	0.00	0.00	25.10								11/26/2012	
SC	20102011	40	0002	019	WESTRIDGE MIDDLE SCHOOL	56257	16.26	19	0.6129	26.90						0.00	0.00	0.00	0.00	0.00	26.90	0.00	11/26/2012	
SC	20112012	40	0002	019	WESTRIDGE MIDDLE SCHOOL	58191	15.06	23	0.6571	29.45						0.00	0.00	0.00	0.00	0.00	29.45	0.00	11/26/2012	
SC	20122013	40	0002	019	WESTRIDGE MIDDLE SCHOOL	57851	14.13	22	0.6875	27.61						0.00	0.00	0.00	0.00	0.00	27.61	0.00	07/05/2013	
SC	20082009	40	0002	020	ALTERNATIVE MIDDLE SCHOOL	54797	10.00	1	0.5000	2.00	0.00	0.00	0.00	1.00	1.00								11/26/2012	
SC	20092010	40	0002	020	ALTERNATIVE MIDDLE SCHOOL	57036	11.00	1	0.5000	2.00	0.00	0.00	0.00	1.00	1.00								11/26/2012	
SC	20082009	40	0002	021	SWIFT MULTI-CULTURAL ED CENTER	49288	11.00	0	0.0000	1.00	0.00	0.00	0.00	0.00	1.00								11/26/2012	
SC	20082009	40	0002	022	THIRD CITY PRESCHOOL	35053	3.20	0	0.0000	5.00	0.00	0.00	0.00	0.00	5.00								11/26/2012	
SC	20092010	40	0002	022	EARLY LEARNING CENTER	42361	6.54	1	0.0769	12.00	0.00	0.00	0.00	0.00	12.00								11/26/2012	
SC	20102011	40	0002	022	EARLY LEARNING CENTER	46818	9.13	2	0.1250	15.04						0.00	0.00	0.00	0.00	0.00	15.04	0.00	11/26/2012	
SC	20112012	40	0002	022	EARLY LEARNING CENTER	47896	10.54	3	0.2308	13.00						0.00	0.00	0.00	0.00	0.00	13.00	0.00	11/26/2012	
SC	20122013	40	0002	022	EARLY LEARNING CENTER	48421	11.38	3	0.2308	13.00						0.00	0.00	0.00	0.00	0.00	13.00	0.00	07/05/2013	
SC	20102011	40	0002	023	SUCCESS ACADEMY	52968	14.43	4	0.5714	7.00						0.00	1.00	0.00	1.00	0.00	5.00	0.00	11/26/2012	
SC	20112012	40	0002	023	SUCCESS ACADEMY	52695	12.80	2	0.4000	5.00						0.00	0.00	0.00	0.00	0.00	5.00	0.00	11/26/2012	
